Title,Company,Location,Type,Level,YearsExp,Country,Skills
Sociologist,Mishkat Nour,Sohag,Full Time,Entry Level,1-3 Yrs of Exp,Egypt,"اخصائي اجتماعي, Medical/Healthcare, Other"
Civil Site & Technical Office Engineer,M² Developments,Maadi,Full Time,Experienced,4-7 Yrs of Exp,Cairo,"Civil Engineering, AutoCAD, Construction, Shop Drawings, Site, Concrete, Microsoft Office, Engineering - Construction/Civil/Architecture"
Accountant,Chema Foam,10th of Ramadan City,Full Time,Experienced,3-5 Yrs of Exp,Sharqia,"Accounting, Finance, Commerce, Microsoft Office, NAV, Accounting/Finance"
Business Development Manager,OTO Courses,Maadi,Full Time,Manager,5+ Yrs of Exp,Cairo,"Sales Target, Negotiation Skills, Communication, B2B, English, Sales Skills, Time Management, Training, Coaching, Sales/Retail"
Document Controller,"THE Architects, Planners & Civil Engineers Consultancy Firm",Mohandessin,Full Time,Experienced,5-10 Yrs of Exp,Giza,"Document Controller, English, Document Management, Administration"
Receptionist,Unicity,New Cairo,Full Time,Entry Level,1-2 Yrs of Exp,Cairo,"Females Only, Administration, Office Management, Microsoft Office, Communication Skills, English, Receptionist, Administration"
Warehouse Supervisor,ataya,Cairo,Full Time,Manager,5-7 Yrs of Exp,Egypt,"Warehousing, Warehouse, Supply Chain Management, Business Administration, MS Office, Logistics/Supply Chain, Operations/Management"
Senior iOS Developer,Puzzle,6th of October,Freelance / Project,Experienced,3-5 Yrs of Exp,Giza,"iOS, MVVM, RESTful APIs, Information Technology (IT), Computer Science, Software Development, Git, UI, IT/Software Development"
Senior Copywriter,Expand Cart,6th of October,Full Time,Experienced,3+ Yrs of Exp,Giza,"Editorial, SEO, Content Creator, Copy Writer, Digital Marketing, Graphic Design, Proofreading, Copy Writing, E-Commerce"
Technical SME,Expand Cart,6th of October,Full Time,Manager,2-5 Yrs of Exp,Giza,"Technical Support, Customer Service, Customer Support, English, Customer Care, E-commerce, CSS, HTML, Management, IT, Grasp, SMEs"
English Instruction Supervisor,Speakup,Maadi,Full Time,Manager,2-4 Yrs of Exp,Cairo,"Teaching, Instructor, Training, Education, TEFL, Education/Teaching, Training/Instructor"
HR Generalist,AMACO,6th of October,Full Time,Experienced,3-7 Yrs of Exp,Giza,"Human Resources (HR), HR, Hiring, Contracts, Human Resources"
Outdoor Sales Representative - Gharbia,Penguin,Gharbia,Full Time,Experienced,3+ Yrs of Exp,Egypt,"Sales Skills, Outdoor Sales, Sales Target, Home Appliances, Excel, Communication Skills, Sales/Retail"
Sales Manager (Derma Filler),Phoenix Marketing Group,Cairo,Full Time,Manager,5-10 Yrs of Exp,Egypt,"Sales Target, Sales Management, Derma Filler, Sales/Retail"
Customer Service Representative,Ebling,Dokki,Full Time,Entry Level,1+ Yrs of Exp,Giza,"Customer Support, Customer Care, Sales, Customer Service, Call Center, English, Arabic, Customer Service/Support"
HR & OD Senior Specialist,Premier Services and Recruitment Overseas,Maadi,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Recruitment, OD, Social Insurance, Labor, HR, Payroll, Microsoft Office, English, Customer Service, Human Resources"
IOS Developer,IKEN Technology,Maadi,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Computer Science, iOS, Software Development, Swift, Mobile Development, Git, RESTful APIs, Design, MVVM, Telecom"
English Instructor - Maadi,Berlitz Egypt,Maadi,Part Time,Freelance / Project,0-2 Yrs of Exp,Cairo,"0-2 Yrs of Exp, 2 Vacancies, Languages, Linguistics, Training, Translation, Instructor, Education, IQP, Teaching"
Senior IT Specialist (Helpdesk),Zeta Pharma,Nasr City,Full Time,Entry Level,3-5 Yrs of Exp,Cairo,"Computer Engineering, Software, Computer Hardware, IT/Software Development, Engineering - Telecom/Technology"
Procurement Section Head - Shariqa,Ahram Security Group,10th of Ramadan City,Full Time,Experienced,4-6 Yrs of Exp,Sharqia,"Economics, Procurement, Logistics, Supplychain, Computer Skills, Engineering, Supply Chain, English, Local Purchasing"
Advertising Account Manager - Alexandria Branch,Digital Essence,Glim,Full Time,Experienced,2+ Yrs of Exp,Alexandria,"Females Only, Startup, E-marketing, Digital Marketing, Sales Skills, Sales Target, Customer Service, Customer Care, Customer Support"
Senior Graphic Designer,Paymob Solutions,Cairo,Full Time,Experienced,2+ Yrs of Exp,Egypt,"Adobe Photoshop, Image Design, Motion Graphic Design, 3ds Max, Adobe Creative Suite, After Effects, Fireworks, Creative/Design/Art"
Senior Business Analyst / Team Communicator,52nd Solution,New Cairo,Full Time,Experienced,3+ Yrs of Exp,Cairo,"Software Development, Business Analyst, Product Owner, Agile, Scrum, Kanban, Story Mapping, Balsamiq, Software Testing"
Internal Audit Manager,Target Recruitment & HR Solutions,Kafr Alzayat,Full Time,Manager,7+ Yrs of Exp,Gharbia,"Auditing, Finance, Accounting, Financial Analysis, Manufacturing, Accounting/Finance, Operations/Management"
Construction Surveying Section Head,Delta Capital for Urban Development,Giza,Full Time,Manager,10-12 Yrs of Exp,Egypt,"Civil Engineering, Engineering - Construction/Civil/Architecture"
