Title,Company,Location,Type,Level,YearsExp,Country,Skills
Sales Executive - Damietta,Hamza Group,Damietta,Full Time,Experienced,3-5 Yrs of Exp,Egypt,"Sales Skills, Sales Target, English, Negotiation, Sales/Retail"
MEP Site Engineer,El-Alameya for Engineering and Project Management,Cairo,Full Time,Experienced,3-8 Yrs of Exp,Egypt,"Design, Construction, Mechanical Engineering, Electrical Engineering, MEP, Engineering - Mechanical/Electrical"
Production Planner,Detco- Add me,Giza,Full Time,Experienced,5-7 Yrs of Exp,Egypt,"Production Planning, MRP, ERP, Manufacturing Resource Planning, Quality Control, Manufacturing/Production"
Graphic Designer,Digital Experts,Heliopolis,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Graphic Design, Design Software, Media, Adobe Photoshop, Adobe Illustrator, Creative, Communication Skills, InDesign, After Effect"
Documentation Inspector,Egypt Otsuka,10th of Ramadan City,Full Time,Entry Level,0-1 Yrs of Exp,Sharqia,"English, Computer Skills, SOP, MOH, Science, Pharmacy, Pharmaceutical, Internal Audit, QA, QC, Quality Control, Quality"
Executive Chef (Egyptian or Foreigner) -...,Paradise Inn Hotels & Resorts,Mahta Alraml,Full Time,Manager,12+ Yrs of Exp,Alexandria,"Hotels, Hospitality, Food Science, Culinary Science, Microsoft Office, POS, Restaurant Management Software, Kitchen Management, Computer Skills"
Outdoor Sales Representative - Cairo,OVEQ,Cairo,Full Time,Entry Level,1-3 Yrs of Exp,Egypt,"Outdoor Sales, Sales Target, Retail Sales, Sales Representative, Sales Skills, Negotiation, Sales/Retail"
Sales & Marketing Manager - Outside Egypt,Badael Publishing House,Mohandessin,Freelance / Project,Manager,10-20 Yrs of Exp,Giza,"Social Media, Management, Marketing/PR/Advertising, Sales/Retail, Media/Journalism/Publishing"
Civil Engineer,Confidential,Cairo,Full Time,Experienced,5+ Yrs of Exp,Egypt,"Construction, English, CAD, Design, Planning, Arabic, Engineering - Construction/Civil/Architecture"
Graphic Designer,Kuwait Star,Cairo,Full Time,Experienced,3+ Yrs of Exp,Egypt,"Adobe Photoshop, Adobe Illustrator, Communication, Typography Skills, English, Creative/Design/Art"
Customer Service Agent - Cairo,MWG,Cairo,Full Time,Experienced,2+ Yrs of Exp,Egypt,"Females Only, Customer Care, Customer Service, Customer Support, CRM, Call Center, Customer Service/Support"
Project Coordinator,Tawzef,Maadi,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Administration, Project Coordination, Communication, Marketing, Trello, Administration, Project/Program Management"
Reporting & Data Analysis Specialist,Proper Business Solutions,Nasr City,Full Time,Entry Level,1-2 Yrs of Exp,Cairo,"Microsoft Office, RTM, Real Time Management, Reporting, Work from home, WFH, Call center, Telemarketing, Excel, Google Sheets"
Senior Sales Representative - Cairo,Premier Services and Recruitment,Heliopolis,Full Time,Experienced,4-5 Yrs of Exp,Cairo,"Customer Service, Sales Target, Business, Communication Skills, Marketing, Microsoft Office, Negotiation, Management, Sales/Retail"
Resource Management Team Leader,Confidential,Heliopolis,Full Time,Work From Home,2-4 Yrs of Exp,Cairo,"2 Vacancies, HR, Business Administration, Recruitment, Sourcing, Translation, Localization, Vendor Management, Human Resources (HR)"
Junior Accountant,Cecil Intelligent Childhood,Obour City,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Accounting, Odoo ERP, Accounting/Finance"
Digital Marketing Executive,Chloride,Abu Rawash,Full Time,Experienced,3+ Yrs of Exp,Giza,"Digital Marketing, Social Media, SEO, English, Communication, Management, Presentation Skills, Online Marketing"
Admin Officer - Alexandria,ElTarek Automotive,Alexandria,Full Time,Entry Level,1-3 Yrs of Exp,Egypt,"Administration, Microsoft Office, Secretary, Administration"
مدير تنفيذ - Operations Director (Civil...,Agec,Cairo,Full Time,Manager,8+ Yrs of Exp,Egypt,"Management, Operations, Constructions, Site, Engineering - Construction/Civil/Architecture, Operations/Management"
Lab Physician,Cleopatra Hospitals Group,Mohandessin,Full Time,Experienced,5-7 Yrs of Exp,Giza,"Lab Physics, English, Medical, Healthcare, Medical/Healthcare"
Script Writer,Leadintop,Maadi,Full Time,Work From Home,null Yrs of Exp,Cairo,"2 Vacancies, Social Media, E-marketing, Script Writing, Content Writing, Video Production, Writing/Editorial"
Sales Executive - B2B Channel,Cairo Trading,Cairo,Full Time,Experienced,2+ Yrs of Exp,Egypt,"Sales Target, B2B, Sales/Retail"
IT Manager,Confidential,Alexandria,Full Time,Manager,3-5 Yrs of Exp,Egypt,"Computer Science, Software Development, Configuration, Programming, Communication, Software Engineering, Project Management"
Installation Manager,Confidential,Maadi,Full Time,Manager,15+ Yrs of Exp,Cairo,"English, Communication Skills, Computer Skills, Shop Drawings, Project Management, Applied Arts, Fine Arts, Wooden Manufacturing"
Marketing Manager,سلسلة معامل حديثة بالقاهرة,Dokki,Full Time,Manager,3+ Yrs of Exp,Giza,"Marketing, Social Media, Market Research, Sales, Marketing/PR/Advertising, Media/Journalism/Publishing"
Facilities Maintenance Engineer...,El-Moasser Books,10th of Ramadan City,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Mechanical Engineering, Electrical, Air Conditioning, Maintenance, Installation/Maintenance/Repair, Engineering - Mechanical/Electrical"
