Title,Company,Location,Type,Level,YearsExp,Country,Skills
Team Leader -English Speaker,Majorel Egypt,Mandara,Full Time,Manager,1-3 Yrs of Exp,Alexandria,"Call Center, Leadership Skills, Operations, Customer Service, English, Customer Service/Support, Operations/Management"
Sales Specialist - Beheira / Kafr El Sheikh,Innovera for Education Technology,Beheira,Full Time,Entry Level,null Yrs of Exp,Egypt,"Males Only, Sales Skills, Sales Target, Customer Service, Arabic, English, Sales/Retail"
Instructional Designer,Dolf,Heliopolis,Full Time,Experienced,3+ Yrs of Exp,Cairo,"Instructional Design, Educational Content, Educational Script, Educational Programs Design, Distance Learning Systems, Teaching, Training"
Graphic Designer,Confidential,Nasr City,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Creative, Graphic Design, Adobe Photoshop, Adobe Illustrator, InDesign, DreamWeaver, Creative/Design/Art"
Sales Specialist (Software),Appstact,Sidi Gaber,Full Time,Experienced,2+ Yrs of Exp,Alexandria,"Sales Target, Lead Generation, Selling, Sales/Retail"
Telesales Representative,Tri Real Estate,Cairo,Full Time,Entry Level,1+ Yrs of Exp,Egypt,"Telesales, Sales Skills, Real Estate, Customer Service, Business Administration, Negotiation Skills, Sales Target, Sales/Retail"
Influencers Affiliate Recruiter,Virtual Worker Now,Cairo,Full Time,Work From Home,1-2 Yrs of Exp,Egypt,"PR, Marketing, Social Media, Writing, English, Influencers, Business Development, Business Development, Marketing/PR/Advertising"
Pharmacy Manager,Medical Empire,Maadi,Full Time,Manager,15-20 Yrs of Exp,Cairo,"Healthcare, Pharmacy, Pharmaceutical, Management, Operations/Management, Medical/Healthcare, Pharmaceutical"
Sales Account Manager,Ancient lands,Cairo,Full Time,Entry Level,0-4 Yrs of Exp,Egypt,"Customer Service, Call Center, Sales Skills, Sales Target, Consultant, Customer Service/Support, Sales/Retail"
Graphic Designer (Digital),Bee Interactive Ltd.,Zamalek,Full Time,Experienced,4+ Yrs of Exp,Cairo,"Fine Arts, Adobe Photoshop, Adobe Illustrator, Adobe Indesign, Social Media, Marketing, Advertising, Graphic Designer, Digital"
Customer Support Agent,Centro Global Solutions,Maadi,Full Time,Entry Level,0-2 Yrs of Exp,Cairo,"Call Center, Customer Service, Customer Support, Customer Service/Support"
Accountant,Heggy Group,Heliopolis,Full Time,Entry Level,1-4 Yrs of Exp,Cairo,"Commerce, Corporate Finance, Financial Analysis, Financial Management, Accounting/Finance"
Software Quality Control Tester - Alexandria,NetEra,San Stefano,Full Time,Entry Level,1-3 Yrs of Exp,Alexandria,"Game Testing, Software Development, Games, Quality Control, Computer Science, Information Technology (IT), Jira, Scrum, ISTQB-FL"
Software Business Analyst - Mansoura,AlQemam For Programming,Mansoura,Full Time,Entry Level,1+ Yrs of Exp,Dakahlia,"Software Analysis, Software Development, Programming, Scripting, Computer Science, Computer Engineering, Software Engineering, SDLC"
Sales Supervisor - Assuit,Ibn Sina Pharma,Assuit,Full Time,Manager,3-5 Yrs of Exp,Assiut,"Sales Target, Pharmacy, Distribution, English, Sales/Retail, Pharmaceutical"
Business Development Manager (Steel Or...,Confidential,Dokki,Full Time,Manager,15+ Yrs of Exp,Giza,"Business Development, Sales Skills, Engineering, Construction, Building Material, Export Engineer, Steel PEB, Steel Structure, Arabic"
Senior Front-End Developer,Glamera,Nasr City,Full Time,Experienced,3-7 Yrs of Exp,Cairo,"Information Technology (IT), Computer Science, Software Development, javaScript, HTML5, Front-End, CSS3, jQuery, OOP, AJAX"
Accountant - Alexandria,Confidential,Alexandria,Full Time,Experienced,3+ Yrs of Exp,Egypt,"Accounting, Finance, Financial Management, Financial Analysis, Banking, Computer Skills, Microsoft Office, Accounting/Finance"
Accounting Manager,The Breakroom Company,Sheraton,Full Time,Manager,7-10 Yrs of Exp,Cairo,"Financial Management, Financial Analysis, Leadership, Accounting Principles, Computer, Accounting/Finance, Operations/Management"
Senior Technical Office Architecture / Civil...,Egypro FME,Maadi,Full Time,Experienced,4-7 Yrs of Exp,Cairo,"Architecture, AutoCAD, Microsoft Office, Communication Skills, Civil Engineering, Architectural, Finishing"
Treasury Accountant.,Maxab,Cairo,Full Time,Entry Level,0-2 Yrs of Exp,Egypt,"Accounting, Finance, Treasury, Financial Analysis, Commerce, Excel, Accounting/Finance"
Customer Service Representative,ATA Electronics,Giza,Full Time,Entry Level,1-3 Yrs of Exp,Egypt,"Customer Service, Customer Support, Customer Care, Sales, Communication Skills, Customer Service/Support"
Retail Store Manager,Ben Soliman,Mohandessin,Full Time,Manager,3-5 Yrs of Exp,Giza,"International Retail, Formal Wear, Classic Wear, Fashion, Microsoft Office, Sales Target, Sales Strategy, Customer Satisfaction"
Sales Team Leader- Maalem Group,Maalem-Group,Cairo,Full Time,Manager,7+ Yrs of Exp,Egypt,"Sales Target, Real Estate, Management, Communication, Leadership, Customer Care, Customer Support, Customer Service, Sales/Retail"
