Title,Company,Location,Type,Level,YearsExp,Country,Skills
Smart Devices Business Development Specialist,HITS Technologies,Nasr City,Full Time,Entry Level,1-2 Yrs of Exp,Cairo,"Customer Service, Computer Science, Sales Skills, Sales Target, English, Computer Skills, Microsoft Office, Sales/Retail"
Purchasing Manager,Groupe- Atlantic,10th of Ramadan City,Full Time,Manager,8-10 Yrs of Exp,Cairo,"Procurement, Supply Chain, Industrial, Logistics, Business Administration, Manufacturing, Management, Manufacturing/Production"
SEO Specialist,Your Parts,Cairo,Full Time,Experienced,2-3 Yrs of Exp,Egypt,"Social Media, Digital Marketing, Online Marketing, Google Adwords, Marketing/PR/Advertising, Media/Journalism/Publishing"
Sales Manager - Real Estate,Aqar Vision,New Cairo,Full Time,Senior Management,10+ Yrs of Exp,Cairo,"Sales Target, Sales Manager, Sales Skills, Business Administration, People Management, Sales/Retail"
Senior iOS Developer,Confidential,Vienna,Full Time,Experienced,5+ Yrs of Exp,Austria,"Information Technology (IT), iOS, Software Development, Git, Objective-C, Cocoa Touch, REST, Computer Science, Swift, English"
Sales Representative,Infinity Business Solutions,Cairo,Full Time,Entry Level,0-2 Yrs of Exp,Egypt,"Males Only, Sales Skills, Sales Target, Customer Service, Customer Support, Customer Care, Sales/Retail"
Java Engineer,siParadigm Egypt,Sheraton,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"Software Development, Java, Information Technology (IT), Computer Science, MYSQL, Linux, J2EE, Angular 6, Spring Boot, PostgreSQL"
Android Developer,Yis Web,Sheikh Zayed,Full Time,Experienced,3-5 Yrs of Exp,Giza,"Computer Science, Software Development, Git, Android SDK, UI, Design, RESTful APIs, IT/Software Development"
HR Personnel Specialist - 6th October,Nile Projects & Trading,6th of October,Full Time,Entry Level,1-3 Yrs of Exp,Giza,"Payroll, Compensation, Labor Law, Administration, Personnel, Office Management, Recruitment, White Collars, Blue Collars"
Food Supply Sales Executive,AIC - Al Maalim International Co.,New Cairo,Full Time,Experienced,5+ Yrs of Exp,Cairo,"Sales Skills, Food And Beverage, Client Relationships, Negotiation, Communication Skills, Logistics, Sales Target, Food Supply"
Pre-Award Assessment of Potential Grantees...,Abt Associates,Dokki,Freelance / Project,Experienced,5+ Yrs of Exp,Giza,"Grants, Training, Grantee Application Assessment, Pre-Award Assessment, Consulting, Strategy, Grassroots, English, Arabic"
Showroom Sales Executive - (Alexandria),Al-Mansour,San Stefano,Full Time,Entry Level,1-2 Yrs of Exp,Alexandria,"Sales Executive, Automotive, Sales Skills, Sales Target, Customer Service, Customer Care, Customer Support, Retail, Communication"
