Title,Company,Location,Type,Level,YearsExp,Country,Skills
Accounting Manager - Alexandria,Club Shoes,Alexandria,Full Time,Manager,5+ Yrs of Exp,Egypt,"Finance, Accounting Software, Computer Skills, Financial Analysis, Retail, Accounting/Finance"
Web Designer,Electronic House,Downtown,Freelance / Project,Experienced,2-4 Yrs of Exp,Cairo,"Computer Science, Web Development, Software Development, CSS, HTML, .NET, Java, XML, Programming"
Real Estate Sales Agent - Female only,Concrete For Real Estate,6th of October,Full Time,Experienced,2-4 Yrs of Exp,Giza,"Females Only, Customer Service, Real Estate, Sales Target, Sales Skills, English, Sales/Retail"
Brokers - Online Sales Representative,VIGILANCE,Obour City,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Females Preferred, Sales Skills, Sales Target, Customer Service, Online Sales, Broker, Sales/Retail"
Software Quality Assurance Manager,Expand Cart,6th of October,Full Time,Manager,5+ Yrs of Exp,Giza,"Engineering, Information Technology (IT), quality assurance manager, QA, Software Development, Testing, SQL, Agile, IIS, Bugs"
Foreign Purchasing & Import Specialist,CNS Group,Heliopolis,Full Time,Experienced,4-8 Yrs of Exp,Cairo,"Females Only, Procurement, Import, Supply Chain, Microsoft Office, Foreign Purchasing, Logistics Management, Logistics/Supply Chain"
Customer Service Agent - Alexandria,MWG,Sidi Gaber,Full Time,Experienced,3+ Yrs of Exp,Alexandria,"Females Only, Customer Service, Customer Support, Customer Care, Call Center, CRM, Customer Service/Support"
Digital Marketing Supervisor,Elsaba AutoService,New Cairo,Full Time,Experienced,6-8 Yrs of Exp,Cairo,"Social Media, SEO, Advertising, SEM, Google Adwords, E-marketing, Automotive, Marketing/PR/Advertising"
Property Consultant - Mansoura,Safwa Urban Development,Mansoura,Full Time,Entry Level,1-5 Yrs of Exp,Dakahlia,"Customer Service, Customer Support, Customer Care, Real Estate, Property, Sales Skills, Sales Target, Sales/Retail"
Local Purchasing Manager,Confidential,Cairo,Full Time,Manager,12+ Yrs of Exp,Egypt,"Supply Chain, Suppliers, Supply Management, Budget Tracking, Budget Expenses, Vendor Relationships, Cost Accounting, Logistics"
American Diploma Academic Coordinator - Giza,Notion International School,Faisal,Full Time,Experienced,7+ Yrs of Exp,Giza,"Leadership, American Diploma, Administration, Arabic, English, School Coordinator, Administration, Education/Teaching"
Telesales Representative - English Account,Majorel Egypt,6th of October,Full Time,Entry Level,0-2 Yrs of Exp,Giza,"Sales Skills, Customer Service, Customer Care, Customer Support, Telesales, MS Office, English, Communication Skills, Sales/Retail"
Light Current Site Engineer,Confidential,Nasr City,Full Time,Entry Level,1-5 Yrs of Exp,Cairo,"Males Only, Electrical Engineering, Testing & Commissioning Engineer, public address, access control, Fire Alarm, Fire Fighting, CCTV"
Collection Specialist,Hadaf Al Khaleej Collection services,Giza,Full Time,Entry Level,1+ Yrs of Exp,Giza,"Customer Service, Customer Care, Customer Support, Collection, Financial Institution, English, Customer Service/Support"
