Title,Company,Location,Type,Level,YearsExp,Country,Skills
Marketing Manager,SYE English Community,Dokki,Full Time,Manager,5-10 Yrs of Exp,Giza,"Market Research, Social Media, Online Marketing, Marketing Management, Marketing Plan, Event Management, Education, FMCG"
Real Estate Sales Specialist - Hassan Allam,Beit Network For Real Estate,New Cairo,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Real Estate, Sales Skills, Sales Target, Customer Service, Sales/Retail"
Senior R&D Electronics Engineer,BEDO Company,6th of October,Full Time,Experienced,2-5 Yrs of Exp,Giza,"Males Only, Research & Development, Design, R&D, English, Computer, Minesweeper, Robocon, ROV, Formula, Electrical Power"
Quality Control Analyst ( Raw Packaging Material...,Hi Pharm,Cairo,Full Time,Experienced,2-3 Yrs of Exp,Egypt,"Quality Assurance, Science, Pharmacy, Pharmaceutical, HPLC, Raw Materials, Packaging Materials, UV, GC, R&D/Science, Quality"
R&D Mechanical Engineer,BEDO Company,6th of October,Full Time,Experienced,2+ Yrs of Exp,Giza,"Males Only, Mechanical Engineering, Research & Development, Power Engineering, Design, 3ds Max, Auto CAD, 2D Drawings, R&D, English"
TV Presenter,Confidential,Zagazig,Full Time,Entry Level,1-4 Yrs of Exp,Sharqia,"Males Only, Media Production, Production Crew, Graphic Design, Photography, Creative/Design/Art, Media/Journalism/Publishing"
IT Infrastructure Specialist,IGI-Group,Giza,Full Time,Experienced,2-4 Yrs of Exp,Egypt,"Infrastructure, Computer Science, Installation, Troubleshooting, Windows, Cloud, Installation/Maintenance/Repair"
PHP Backend Developer,Objects,Sidi Gaber,Full Time,Experienced,2+ Yrs of Exp,Alexandria,"javaScript, XML, PHP, Computer Science, Information Technology (IT), Software Engineering, Software Development, jQuery, SOAP"
Social Media Content Creator,Cow Gifts,New Cairo,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Photoshop, Premiere Pro, English, Arabic, Photography, Filmmaking, Videography, E-marketing, Social Media Content"
Front-End Developer,VA Computing Egypt,New Cairo,Full Time,Experienced,3+ Yrs of Exp,Cairo,"Information Technology (IT), Computer Science, Software Development, javaScript, HTML, CSS, Front-End, Angular, jQuery, React"
Pharmacy Manager,ELTOUKHY PHARMACIES,Heliopolis,Full Time,Manager,3+ Yrs of Exp,Cairo,"Sales Skills, Pharmaceutical, Sales Management, Operations/Management, Sales/Retail, Pharmaceutical"
Sales Software Account Manager,Business Supply Hub,Cairo,Full Time,Entry Level,0-3 Yrs of Exp,Egypt,"Business Development, Customer Service, Corporate Sales;, Sales Skills, Selling, English, Software Sales, B2B Sales, Sales/Retail"
Senior Quality Control Engineer,Confidential,Madinaty,Full Time,Experienced,10+ Yrs of Exp,Cairo,"Planning, Construction, Civil Engineering, Quality Control, QC, Quality Assurance, QA, Engineering - Construction/Civil/Architecture"
Creative Content Writer,Maxycode,Nasr City,Full Time,Entry Level,1-2 Yrs of Exp,Cairo,"Journalism, Arabic, Creative, English, Content Writer, Marketing, Social Media, WordPress, Writing/Editorial, Marketing/PR/Advertising"
Cashier - Shorouk City,ACE Hardware,Shorouk City,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Finance, Customer Service, Customer Care, Customer Support, Sales, Retail, Accounting/Finance, Customer Service/Support"
Office Manager,Confidential,Maadi,Full Time,Experienced,2-5 Yrs of Exp,Cairo,"Secretary, Communication, English, Business Administration, Administration"
Senior Sales Specialist,JIT International Logistics,Sheraton,Full Time,Experienced,2-6 Yrs of Exp,Cairo,"Sales Skills, Freight, Selling, Sales Target, Business Development, Logistics/Supply Chain, Sales/Retail"
Civil Engineer,Kiromarble for marble and granite,Maadi,Full Time,Experienced,3+ Yrs of Exp,Cairo,"Construction, Architecture, Project Management, Interior, Engineering - Construction/Civil/Architecture"
