Title,Company,Location,Type,Level,YearsExp,Country,Skills
Sales Section Head,INDEVCO,6th of October,Full Time,Manager,5-8 Yrs of Exp,Giza,"Sales Skills, Sales Target, Customer Service, Sales/Retail"
Sales Promoter - Alexandria,Stylish Eve,Alexandria,Full Time,Experienced,2+ Yrs of Exp,Egypt,"Sales Skills, Sales Target, Customer Support, English, Customer Service/Support, Sales/Retail"
Finance Manager,Form,Maadi,Full Time,Manager,15+ Yrs of Exp,Cairo,"Finance, Financial Management, Financial Analysis, Computer Skills, Presentation Skills, Accounting/Finance"
Procurement Officer,Sukari Gold Mines,Hurghada,Full Time,Experienced,2-5 Yrs of Exp,Red Sea,"Males Only, Purchasing, Supply Chain, Microsoft Word, Microsoft Excel, Commerce, Logistics, Procurement, MS Office, English"
Javascript Back-End Developer - Dokki,BAWQ TELECOMM,Dokki,Full Time,Experienced,2-4 Yrs of Exp,Giza,"javaScript, TypeScript, Redis, MongoDb, GraphQL, Apollo, Information Technology (IT), Computer Science, Software Development, Back-End"
Social Media Specialist,The Address Investments for Real Estate Consultancy,New Cairo,Full Time,Entry Level,1-2 Yrs of Exp,Cairo,"Social Media, E-marketing, Online Marketing, Communication Skills, Writing, Moderation, SEO, Google Ads, Marketing/PR/Advertising"
Creative Content Writer,Confidential,New Cairo,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"SEO, Content Writer, Creative, Writing, Digital Marketing, Research, Blog, Writing/Editorial, Marketing/PR/Advertising"
Corporate Sales Specialist (B2B),Certifeka inc.,Cairo,Full Time,Experienced,5+ Yrs of Exp,Egypt,"B2B, Corporate, Selling, Training, CRM, Sales Target, Management, Business Administration, Business Development, Sales/Retail"
Social Media Content Creator,Zeal Rewards,Maadi,Internship,Entry Level,null Yrs of Exp,Cairo,"Content, Videos, Adobe Premiere, E-marketing, Editing, Creative/Design/Art, Media/Journalism/Publishing"
Quality Section Head,Confidential,Beni Suef,Full Time,Experienced,7-9 Yrs of Exp,Beni Suef,"Chemistry, Six Sigma, Industrial, Quality Control, Quality Assurance, Food Safety, Food Processing, Science, Agriculture, HACCP"
Sales Accountant - Damietta,EGIC,Damietta,Full Time,Entry Level,0-3 Yrs of Exp,Egypt,"Finance, Sales Accounting, Commerce, Budget, Reporting, Accounting/Finance"
Store Manager - (Salam City),OPPO Egypt,Salam City,Full Time,Manager,3+ Yrs of Exp,Cairo,"Sales Target, Sales Skills, Store Management, Communication Skills, Computer Skills, Microsoft Office, Store Administration, Customer Care"
Front End Angular Developer R2,YELO,Sheraton,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Computer Science, javaScript, HTML5, Bootstrap, Agile, Git, SASS, JSON, Front-End, OOP, SOA, TFS, Flux/Redux"
Product Manager -Pharmaceutical,Confidential,Cairo,Full Time,Experienced,5-6 Yrs of Exp,Egypt,"Pharmacy, Product Management, Medical, Business, Technical Marketing, Veterinary, Physician, Marketing/PR/Advertising"
Customer Service Representative - Real Estate,Al Maadi Group,New Cairo,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Customer Care, Customer Support, Call Center, Real Estate, Operations, Communication Skills, Customer Service/Support"
Senior Software Developer - Full Stack (Node.JS),CrossWorkers,Cairo,Full Time,Experienced,3-6 Yrs of Exp,Egypt,"Information Technology (IT), Computer Science, Software Development, Software Engineering, javaScript, MySQL, HTML5, MVC, MongoDB"
