Title,Company,Location,Type,Level,YearsExp,Country,Skills
Fabric & Printing Salesman,Confidential,Salam City,Full Time,Experienced,5-10 Yrs of Exp,Cairo,"Sales Skills, Sales Target, Fabrics, Textile, Finished Garments, Sales/Retail"
Accounts Payable Accountant,Flairstech,Maadi,Full Time,Entry Level,1-2 Yrs of Exp,Cairo,"Finance, Financial Analysis, Excel, Accounting/Finance"
Content Creation Specialist (English & Arabic),Digital Experts,Heliopolis,Full Time,Experienced,2-3 Yrs of Exp,Cairo,"Marketing, Technology, Copywriting, Content Editing, English, Research, Arabic, Social Media, Communications, content Creation"
Brand Executive,Premier Services and Recruitment,New Cairo,Full Time,Entry Level,0-2 Yrs of Exp,Cairo,"Advertising, Digital Marketing, Business Administration, Social Media Campaigns, Marketing/PR/Advertising, Media/Journalism/Publishing"
Quality Assurance Specialist (Call Center),Nile Projects & Trading,Alexandria,Full Time,Entry Level,1-3 Yrs of Exp,Egypt,"English, Quality Assurance, Customer Service/Support, Quality"
Digital Marketing Specialist,SMART 3DP,Sheikh Zayed,Full Time,Experienced,2+ Yrs of Exp,Giza,"Social Media, E-marketing, Digital Marketing, Campaigns, Creative/Design/Art, Marketing/PR/Advertising, Media/Journalism/Publishing"
Psychiatrist,Dimensions,Khobar,Full Time,Experienced,3-5 Yrs of Exp,Saudi Arabia,"Psychiatrist, Medical, Psychiatry, Healthcare, Mental Health, Arabic, English, SCFHS, RRC, Medical/Healthcare"
Accountant,Confidential,Rehab City,Full Time,Shift Based,0-3 Yrs of Exp,Cairo,"Accounting, Odoo, Advanced Excel, Finance, Financial Analysis, Financial Management, ERP, Computer Skills, Microsoft Office"
Sales Supervisor - Canal,PepsiCo International,Suez,Full Time,Manager,1-3 Yrs of Exp,Egypt,"Retail, Sales Skills, Sales/Retail"
Senior Database Administrator (MySQL),TruDoc 24x7,Heliopolis,Full Time,Experienced,4+ Yrs of Exp,Cairo,"MySQL, Database Design, Database Administration, Computer Science, Installation/Maintenance/Repair, IT/Software Development"
Showroom Sales Executive,Signe for Trade and Furniture,Zamalek,Full Time,Experienced,6+ Yrs of Exp,Cairo,"Retail, Sales Skills, Interior Designing, Creative/Design/Art, Sales/Retail"
Production Manager,Cow Gifts,New Cairo,Full Time,Manager,3-7 Yrs of Exp,Cairo,"Creative, product management, client relations, arts and crafts, Production, Manufacturing, Graphic Design, Photoshop, Illustrator"
Voice Over Actor,Expand Cart,6th of October,Full Time,Experienced,2+ Yrs of Exp,Giza,"Content, Media, Narration, Sound Effects, English, Arabic, Media/Journalism/Publishing"
Zone Manager ( Telecom ) - Delta Region,((SKY Services)),Sharqia,Full Time,Manager,4-5 Yrs of Exp,Egypt,"Males Only, Corrective maintenance, Analyzing, Operations Delivery Management, Telecommunications, Project Management"
Senior Backend Developer,HYVE Technology Consulting,Cairo,Full Time,Experienced,5+ Yrs of Exp,Egypt,"Git, Information Technology (IT), TDD, BDD, JavaScript, Angular.js, NodeJS, Product Development, Software Engineering, Computer Science"
Senior Cost Control Engineer,Tabarak Holding,New Cairo,Full Time,Experienced,5-10 Yrs of Exp,Cairo,"Computer Science, Civil Engineering, Construction, Microsoft, Cost Control, Engineering - Construction/Civil/Architecture"
Sales Real Estate Consultant,Select House,Maadi,Full Time,Entry Level,0-1 Yrs of Exp,Cairo,"Real Estate, Sales Skills, Sales Target, Negotiation Skills, Presentation, Communication, Brokerage, English, Microsoft Office"
Sales Supervisor - Tanta,MAXAB,Gharbia,Full Time,Manager,3-10 Yrs of Exp,Egypt,"Sales Target, Communication Skills, FMCG, Sales Skills, Sales Management, Sales Supervising, Retail Operations, Sales/Retail"
Procurement Engineer,TTC Technologies,Heliopolis,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Procurement, Logistics, Engineering, Telecommunication, Mechatronics, Microsoft Office, Electronics, Medical, English"
HR Personnel Assistant (Clerk),SE Wiring Systems EGYPT,6th of October,Full Time,Entry Level,1+ Yrs of Exp,Giza,"Human Resources (HR), Computer Skills, Microsoft Office, Microsoft Excel, Microsoft Word, Communication Skills, Personnel, Recruitment"
Senior Accounts Receivable Accountant,ECS - Energy & Contracting Solutions,Maadi,Full Time,Experienced,5-7 Yrs of Exp,Cairo,"Accounting, Accounts Receivable, Financial Analysis, Microsoft Office, English, AR, Contracting, Accounting/Finance"
[CGEG012] Product Owner.,Cegedim,New Cairo,Full Time,Experienced,6+ Yrs of Exp,Cairo,"Project Management, Scrum, BDD, Agile, Computer Science, PMP, Business Analysis, Computer Engineering, Kanban, Jira"
Admin Officer,Bassy High Trading,Heliopolis,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Human Resources (HR), Administration, Sourcing, English, Office Management, Communication Skills, Microsoft Office, Administration"
Senior Power BI Developer,Ghassan Ahmed Alsulaiman for Electronic Services,Cairo,Full Time,Experienced,5-6 Yrs of Exp,Egypt,"BI, IT, OBIEE, ETL, Data Warehouse, Data Modeling, Computer Science, SQL, Power BI Development"
