Title,Company,Location,Type,Level,YearsExp,Country,Skills
Senior Real Estate Agent - Commercial Experience,Confidential,Nasr City,Full Time,Experienced,3+ Yrs of Exp,Cairo,"Real Estate, Sales Skills, Sales Target, Outdoor Sales, Property, Customer Service, Customer Care, Customer Support, Advertising"
Production Line Manager,French Company for Porcelain,Beni Suef,Full Time,Manager,9+ Yrs of Exp,Egypt,"Production, Manufacturing, Engineering, Line Manager, Quality, Manufacturing/Production"
Personnel Specialist,Ghabbour Auto,Badr City,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"Human Resources (HR), Human Resources"
Sales Supervisor - Delta,PepsiCo International,Gharbia,Full Time,Manager,1-3 Yrs of Exp,Egypt,"FMCG, Retail, Sales Skills, Sales/Retail"
Technical Sales Representative ( Chemist),Cura Pharma Trading,Glim,Full Time,Experienced,5-8 Yrs of Exp,Alexandria,"Chemicals, Sales Skills, Sales Target, Technical Sales, R&D/Science, Sales/Retail"
Senior PHP Software Engineer - Alexandria,Softxpert Incorporation,Alexandria,Full Time,Experienced,3+ Yrs of Exp,Egypt,"Computer Science, Computer Engineering, PHP Development, OOP, SDLC, GIT, SVN, Information Technology (IT), Software Engineering"
Head Of Grapes Production Sector,Confidential,Minya,Full Time,Manager,7-10 Yrs of Exp,Egypt,"Agriculture, Farming, Pomegranate, Manufacturing, Manufacturing/Production, Engineering - Other"
iOS Developer,Pointability,Haram,Full Time,Part Time,3+ Yrs of Exp,Giza,"2 Vacancies, Mobile Development, iOS, Programming, Information Technology (IT), Software Development, Computer Science, Git, APIs"
IT Help desk,Al-Madina,Manial,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Computer Science, Software Engineering, Computer Hardware, CCNA, MCSA, Computer Maintenance, Configuration, Installation"
Senior Retail Sales Representative (Outdoor),Bingo Global,Cairo,Full Time,Experienced,2-5 Yrs of Exp,Egypt,"Outdoor Sales, Sales Target, Travel, MS Excel, Retail Sales, MS Office, Business Development, Customer Service/Support, Sales/Retail"
Spare Parts Purchasing Specialist,El Abd Group,Dokki,Full Time,Experienced,3-7 Yrs of Exp,Giza,"Spare Parts, Purchasing, Procurement, Home Appliances, Negotiation Skills, Logistics/Supply Chain, Purchasing/Procurement"
Technical Support Engineer,ARPUPLUS,Agouza,Full Time,Entry Level,1-2 Yrs of Exp,Giza,"Information Technology (IT), RBT, Linux, Windows, IVR, SLA, Customer Care, Troubleshooting, Computer Science, MCSA, MSSQL"
Junior Legal Advisor,Alumil,Heliopolis,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Law, Legal, Governmental Affairs, English, Legal"
Admin Officer - Alexandria,Ibn Sina Pharma,Mansheya,Full Time,Entry Level,1-3 Yrs of Exp,Alexandria,"Office Supplies, Administration Services, Utilities, English, Administration"
Training & Business Development Specialist,Bankers Learning Hub,Cairo,Full Time,Entry Level,0-3 Yrs of Exp,Egypt,"Business Development, Sales Skills, Sales Target, English, Writing, Quality, Agile, Business Development, Training/Instructor"
Senior ERP Software Tester (Automation),Microtech,Dokki,Full Time,Experienced,3-5 Yrs of Exp,Giza,"Quality Assurance, QC, QA, Quality Control, Microsoft Visual Studio, Information Technology (IT), Computer Science, ERP Testing"
Technical Sales Engineer - Unipro,Unitech,6th of October,Full Time,Entry Level,1-3 Yrs of Exp,Giza,"Technical Sales, Sales Engineering, Sales Skills, Sales Target, Waterproof, Acquistic Solution, Unipro, Sales/Retail"
iOS Engineer,CASHU,New Cairo,Full Time,Experienced,3+ Yrs of Exp,Cairo,"Software Engineering, Mobile Development, iOS SDK, Swift, Objective-C, SOAP, REST, Computer Engineering, APIs, Apple Approval"
E-commerce Manager,Confidential,Sheikh Zayed,Full Time,Manager,7-10 Yrs of Exp,Giza,"Marketing, Sales, Creative, building material, online, Engineering, Operations/Management, Marketing/PR/Advertising, Sales/Retail"
Administration / Facilities Section Head,Fine Hygienic Holding,6th of October,Full Time,Manager,5-7 Yrs of Exp,Giza,"Facility management, Administration Management, Business, Public Relations (PR), Administration"
Wind Turbines Installation & Maintenance Engineer,SOLARACIL Egypt Renewable Energy,Giza,Freelance / Project,Entry Level,1-5 Yrs of Exp,Egypt,"Maintenance, Mechanical Power, Renewable Energy, Mechatronics Engineering, Mechanical Engineering"
