Title,Company,Location,Type,Level,YearsExp,Country,Skills
Customer Service Agent (Onshore Account),Atheel CC,Maadi,Full Time,Entry Level,0-3 Yrs of Exp,Cairo,"Males Only, Customer Service, Customer Support, Customer Care, Call Center, Installation, IT, Troubleshooting"
Marketing Specialist,Digital Experts,Heliopolis,Full Time,Experienced,3+ Yrs of Exp,Cairo,"Advertising, Digital Media, E-marketing, Analysis, Business Development, Social Media, English, Computer Skills, KPI, ROI"
Sales Engineer,Confidential,Nasr City,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Sales Skills, Sales Target, English, Sales Engineering, Mechanical Engineering, Sales/Retail"
Customer Service & Operations Executive,Five,Sheikh Zayed,Full Time,Entry Level,1-3 Yrs of Exp,Giza,"Sales, Customer Service, Customer Care, Problem Solving, Operations, Customer Service/Support, Operations/Management"
HR Specialist,El Nahar for Medical Solutions,Dokki,Full Time,Experienced,2-4 Yrs of Exp,Giza,"Administration, Recruitment, Hiring, Sourcing, Screening, Interview, Training, English, Personnel, Customer Focus"
Graphic Designer,Arabic Trader,Dokki,Full Time,Entry Level,1+ Yrs of Exp,Giza,"Adobe Illustrator, Adobe Indesign, Adobe Photoshop, Applied Arts, Web Design, HTML, CSS, javaScript, Fine Arts, Social Media"
General Accountant - Beni Suef,PENCILIGHT,Beni Suef,Full Time,Entry Level,0-6 Yrs of Exp,Beni Suef,"Manufacturing, Accounting, Commerce, Quickbooks, Bookkeeping, English, Arabic, Procurement, Finance, Accounting/Finance"
Document Controller / Data Entry Agent,Transcesion VC,Mohandessin,Full Time,Experienced,2-4 Yrs of Exp,Giza,"Administration, Microsoft Office, MS Office, Document Control, Administration"
Secretary & Admin Assistant,Daleena Polyclinic,Mohandessin,Full Time,Experienced,5+ Yrs of Exp,Giza,"Office Management, Administration, Microsoft Office, English, Administration"
Tax Supervisor,SERA Mattress & Furniture,Obour City,Full Time,Manager,5-7 Yrs of Exp,Cairo,"Accounting, Financial Analysis, Accounting/Finance"
Chemistry Teacher - Oman,Alam Almaarifa,Muscat,Full Time,Experienced,3-5 Yrs of Exp,Oman,"Females Preferred, Education, Chemistry Teaching, English, R&D/Science, Education/Teaching"
Cashier,Al-Ahly Computer Equipment,Nasr City,Full Time,Entry Level,0-2 Yrs of Exp,Cairo,"Finance, Treasury, Compact System, MS Office, Computer Skills, Microsoft Office, Accounting/Finance"
Quality Control Electrical Engineer,Confidential,Madinaty,Full Time,Experienced,5-9 Yrs of Exp,Cairo,"Engineering, Planning, Construction, Quality Control, QC, Quality Assurance, Electrical, QA, Quality"
Automotive CRM Representative,Kayan Egypt for Trading & Investment,Katameya,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Customer Service, Business Administration, Automotive, Business Development, Customer Service/Support"
Outbound Tourism Manager,Destino Tours,Cairo,Full Time,Manager,4+ Yrs of Exp,Egypt,"Management, Outbound, Amadeus, Customer Service/Support, Operations/Management"
Automotive Admin Manager,Kayan Egypt for Trading & Investment,Katameya,Full Time,Manager,5-10 Yrs of Exp,Cairo,"Automotive, Microsoft Office, Administration, Operations/Management"
Renting Adviser - Real Estate,Confidential,New Cairo,Full Time,Entry Level,1-2 Yrs of Exp,Cairo,"Real Estate, Sales Skills, Sales Target, Communication Skills, English, Sales/Retail"
Digital Marketing Specialist,Frosty Foods,Azarita,Full Time,Entry Level,1-3 Yrs of Exp,Alexandria,"Digital Marketing, Digital Media, E-marketing, Photoshop, English, Premiere Pro, Editing, Writing, Marketing/PR/Advertising"
Project Manager,Design Room,Cairo,Full Time,Experienced,5+ Yrs of Exp,Egypt,"Civil Engineering, Contracting, Construction, Primavera, Engineering - Construction/Civil/Architecture, Project/Program Management"
Translation Project Manager (Remote & Part-Time),Arability Limited,10th of Ramadan City,Part Time,Work From Home,0-3 Yrs of Exp,Cairo,"English, Business, Computer Skills, Translation, Project Management, Customer Service/Support, Localization, Linguistics"
Art Director,Selah ElTelmeez For publishing & printing,Obour City,Full Time,Manager,8+ Yrs of Exp,Cairo,"Fine Arts, Applied Arts, Advertising Agency, Print Production, Art Work, Adobe Photoshop, Adobe Illustrator, Printing"
Google Analytics & Google Tag Specialist,Deal,Alexandria,Full Time,Part Time,1+ Yrs of Exp,Egypt,"1+ Yrs of Exp, SEO, Digital Marketing, Social Media, Search Engine, Google Analytics, SEM, Google Tag Manager, GTM"
Receptionist / Front Office Admin,Canadian International School,New Cairo,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"English, Office Management, Administration, Customer Service, Microsoft Office, Administration"
Graphic Designer & HTML Animator,Sarmady,Mohandessin,Full Time,Experienced,4-7 Yrs of Exp,Giza,"Adobe Photoshop, CSS, Animation, HTML5, Illustrator, Google web Designer, Flash, Edge, Advertising, Social Media"
Fleet Operation Supervisor -مشرف حركه السيارات,Jozoor Landspaces,New Capital,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Logistics, Supply Chain, Construction, Organization, Fleet, Operations, Logistics/Supply Chain"
E-Commerce Account Specialist,El Abd Group,Giza,Full Time,Experienced,3-5 Yrs of Exp,Egypt,"E-Commerce, E-marketing, Social Media, Management, Business, Photoshop, Product, Customer Service/Support, Marketing/PR/Advertising"
