Title,Company,Location,Type,Level,YearsExp,Country,Skills
Sales Representative - FMCG,Garawany brothers,New Cairo,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Indoor Sales, Outdoor Sales, FMCG, Sales Target, Sales/Retail"
Production Manager,Confidential,6th of October,Full Time,Manager,10-16 Yrs of Exp,Giza,"Planning, Pharmacy, Veterinary, Production Manager, Engineering, English, Pharmaceutical, Agriculture Engineer, Pharmaceutical"
Archiving Officer - مسؤول أرشفة,Mishkat Nour,Nasr City,Full Time,Experienced,3-7 Yrs of Exp,Cairo,"Management, Data, Analysis, Archive, Administration, Administration"
Help Desk Administrator,Onecard,Nasr City,Full Time,Entry Level,0-1 Yrs of Exp,Cairo,"Installation, Technical Support, Hardware, Information Technology (IT), Computer Science, Software, Testing, Linux, Administration"
Property Consultant - Brokerage,WATAD Capital,Sheraton,Full Time,Entry Level,0-2 Yrs of Exp,Cairo,"Sales Skills, Real Estate, Sales Target, Customer Service, Communication Skills, Negotiation Skills, Brokerage, English"
Jewelry Sales Representative,Hedeya Jewelry,Madinaty,Full Time,Entry Level,0-3 Yrs of Exp,Cairo,"Sales Skills, Sales Target, Customer Service, Negotiation Skills, Presentation Skills, Communication Skills, Jewelry Sales, Luxury"
AR Accountant,Confidential,New Nozha,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"Accounting, AR, Financial Analysis, Retail, MS Office, Communication Skills, Accounts Receivable, Microsoft Dynamics AX"
Accountant,RO creative studio,Nasr City,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Finance, Microsoft Office, Financial Analysis, Computer Skills, English, Accounting/Finance"
Product Specialist (Outdoor Medical Sales) -...,Confidential,Sharqia,Full Time,Entry Level,1-3 Yrs of Exp,Egypt,"Medical, Sales Skills, Science, Veterinary, Agriculture, English, MS Office, R&D/Science, Sales/Retail, Pharmaceutical"
Graphic Designer & Visual Content Creator,Jfcafes,Cairo,Full Time,Work From Home,3+ Yrs of Exp,Egypt,"Graphic Design, Adobe Photoshop, Adobe Illustrator, Social Media, After Effects, Photography, Motion, Visual Content, Premiere Pro"
IT Specialist,M.Srour,Imbaba,Part Time,Experienced,2+ Yrs of Exp,Giza,"Domain Server, Networking, Microsoft SQL Server, Technical Support, TCP/IP, Information Technology (IT), Installation, CAM's"
Accountant - Borg Alarab Alexandria,Pharaonia Pharma,Bourj Alarab,Full Time,Experienced,2-4 Yrs of Exp,Alexandria,"Males Only, Commerce, Accounting, Finance, Financial Management, Financial Analysis, Accounting/Finance"
Sales Specialist - Alexandria,Innovera for Education Technology,Stanley,Full Time,Entry Level,null Yrs of Exp,Alexandria,"Males Only, Sales Skills, Sales Target, Customer Service, Arabic, English, Sales/Retail"
Facility Management Project Manager,Egypro FME,Cairo,Full Time,Manager,8+ Yrs of Exp,Egypt,"Electrical Engineering, MEP, Construction, HVAC, Plumbing, Electrical Systems, Fire Fighting, Drainage, Project Management"
Senior Sales Executive,Al-Mansour,Cairo,Full Time,Entry Level,1+ Yrs of Exp,Egypt,"Sales Target, Customer Service, English, Communication Skills, Negotiation, Engineering, Planning, Management, Sales/Retail"
