Title,Company,Location,Type,Level,YearsExp,Country,Skills
Psychologist,Mishkat Nour,Sohag,Full Time,Entry Level,1-4 Yrs of Exp,Egypt,"أخصائي نفسي, اخصائي نفسي, Medical/Healthcare, Other"
Senior iOS Developer,Integrated Technology Group,Cairo,Full Time,Experienced,4-6 Yrs of Exp,Egypt,"Mobile Applications, Information Technology (IT), Computer Science, Software Development, Engineering, Telecom, IT/Software Development"
Customer Care Agent,Filkhedma,New Cairo,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Customer Care, Call Center, Customer Support, Communication Skills, Microsoft Office, English, Customer Service/Support"
Instructional Design lead,Confidential,Cairo,Full Time,Manager,5+ Yrs of Exp,Egypt,"Computer Science, MBA, Instructor, IT, Computer Engineering, Informations Technology, Software Engineering, Software Development"
Compensation & Benefits Specialist.,Andalusia Group,Maadi,Full Time,Entry Level,1-2 Yrs of Exp,Cairo,"Compensation and Benefits, Human Resources (HR), Human Resources"
Finance Director,Takween Integrated Community Development,Maadi,Full Time,Senior Management,15+ Yrs of Exp,Cairo,"Accounting, Financial Management, CPA, CMA, Accounting/Finance, C-Level Executive/GM/Director"
Digital Marketing Specialist - Remotely -Part...,Dimensions,Cairo,Part Time,Freelance / Project,4-6 Yrs of Exp,Egypt,"4-6 Yrs of Exp, Digital Marketing, E-marketing, Social Media, English, Arabic, Medicals, Hospitals, Marketing/PR/Advertising"
Telemarketing & Customer Service Agent,International Traders Company ITC,New Cairo,Full Time,Entry Level,1-7 Yrs of Exp,Cairo,"Customer Support, Telemarketing, Customer Service, Call Center, French, Customer Care, Writing, Telesales, Sales Skills, Sales/Retail"
Public Relations Representative,Leadintop,Maadi,Full Time,Part Time,null Yrs of Exp,Cairo,"null Yrs of Exp, 2 Vacancies, Females Preferred, Public Relations (PR), Media, E-Marketing, Market Research"
Medical Unit Manager,Dar Al-Fouad Hospital,6th of October,Full Time,Manager,2-4 Yrs of Exp,Giza,"Medicine, Healthcare, Hospital Management, Dental Surgery, Careers, Medical, Dental Labs, Dentist, Communication, Medical/Healthcare"
Cost Accountant ( Food & Beverage ),Confidential,Heliopolis,Full Time,Experienced,3+ Yrs of Exp,Cairo,"Finance, Cost Accounting, Analytical, English, Excel, Food & Beverage, Financial Analysis, Accounting/Finance"
Senior Software Engineer,Paymob Solutions,Maadi,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Python, Computer Science, Software Engineering, Framework, Software Development, AWS, Information Technology (IT), javaScript"
HR Personnel Specialist - New Cairo,Nile Projects & Trading,New Cairo,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Payroll, Compensation, Labor Law, Administration, Personnel, Office Management, Recruitment, White Collars, Blue Collars"
Arabic & Quran (Tagwed) Teacher For Nursery,Diamond Nursery,Maadi,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Education, Arabic, Teaching, Nursery, Education/Teaching"
Java Developer,eVision,New Cairo,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Information Technology (IT), Computer Science, Software Development, SQL, J2EE, Jira, Telecom Engineering, IT/Software Development"
Executive Secretary,Dallant Middle East,Heliopolis,Full Time,Entry Level,null Yrs of Exp,Cairo,"Secretary, Administration, Office Management, English, Microsoft Office, PowerPoint, Writing, Word, Excel, Spanish, Admin Work"
Content Creator & Copywriter,Cequens,Cairo,Full Time,Experienced,3-5 Yrs of Exp,Egypt,"Social Media, Copywriting, Editing, Content Creator, SEO, Content Management, Writing/Editorial, Marketing/PR/Advertising"
Technical Support Specialist,Confidential,Maadi,Full Time,Entry Level,0-3 Yrs of Exp,Cairo,"Information Technology (IT), Linux, Computer Science, Technical Support, Customer Support, English, CSS, CPanel, Installation"
Chief Financial Officer,Alem dental clinic,Sheraton,Full Time,Part Time,10-20 Yrs of Exp,Cairo,"2 Vacancies, Financial Management, Financial Analysis, Finance, Accounting, Microsoft Office, Microsoft Excel, Commerce"
Sales Supervisor,Aircomfort company(Plac-viva),New Cairo,Full Time,Manager,5-15 Yrs of Exp,Cairo,"Sales Skills, Sales Target, Management, Communication, Operations/Management, Sales/Retail"
Mid Back End Developer,Schoolver,Hadayek Alahram,Full Time,Experienced,2+ Yrs of Exp,Giza,"Software Development, MySQL, Agile, Git, Back-End, PHP, VueJS, Information Technology (IT), Computer Science, Software Engineering"
Project Manager/Coordinator,Hyundai Rotem,Maadi,Full Time,Manager,7-15 Yrs of Exp,Cairo,"Project Management, Administration, PMP, Mechanical Engineering, Electrical Engineering, Leadership, English, File Management"
Driving Instructor - Downtown / Dokki,Direxiona,Downtown,Part Time,Experienced,5+ Yrs of Exp,Cairo,"Females Only, Instructor, Training, Driving ID, Driving Licences, Car, Customer Service/Support, Other, Training/Instructor"
Project Engineer,CPAS,Heliopolis,Full Time,Entry Level,0-3 Yrs of Exp,Cairo,"Construction Management, Engineering, Primavera, Microsoft Office, English, Engineering - Construction/Civil/Architecture"
