Title,Company,Location,Type,Level,YearsExp,Country,Skills
Marketing Manager Intern - Lahore - Pakistane,AIESEC - MANSOURA,Lahore,Internship,Entry Level,null Yrs of Exp,Pakistan,"Business Administration, E-marketing, English, Content Marketing, Social Media Management, Digital Marketing, Operations/Management"
Senior Backend .NET Engineer,Confidential,Cairo,Full Time,Experienced,3-5 Yrs of Exp,Egypt,"mysql, JSON, Programming, AWS, Laravel, Information Technology (IT), Computer Science, Software Development, Software Engineering"
CEO Assistant,Prime International School,New Cairo,Full Time,Experienced,1-5 Yrs of Exp,Cairo,"Administration, Secretary, Administration"
Social Media & Marketing Specialist,Beit Network For Real Estate,New Cairo,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"E-marketing, Content, Marketing/PR/Advertising, Media/Journalism/Publishing"
IT Specialist - Intern,Azza Fahmy Jewellery,Zamalek,Internship,Entry Level,null Yrs of Exp,Cairo,"Computer Science, Installation, Maintenance, IT/Software Development"
Paralegal,Khaled Hamada Company,New Cairo,Full Time,Entry Level,0-5 Yrs of Exp,Cairo,"Administration, English, Administration, Legal, Project/Program Management"
Community Pharmacist - ElBendary Pharmacies - El...,Defy Egypt,Sheikh Zayed,Full Time,Experienced,2-3 Yrs of Exp,Giza,"Pharmacy, Pharmaceutical, Medical, Customer Service, Customer Care, Customer Support, Pharmaceutical"
Sales Admin (Real Estate),Elite Home,New Cairo,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Real Estate, Sales Support, Sales Operations, Sales Coordination, Sales Admin, Administration, MS Office, MS Excel, Administration"
Junior Business Development Executive,iHorizons,Maadi,Full Time,Work From Home,0-1 Yrs of Exp,Cairo,"Males Only, Business Development, Sales Skills, Communication Skills, Research, Negotiation, English, Sales Target, Sales/Retail"
Customer Service Agent,Fanily,New Cairo,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Customer Support, Customer Care, Call Center, English, Arabic, Emails, Customer Service/Support"
Senior Accountant,Majestic Pharmaceuticals,New Cairo,Full Time,Experienced,4+ Yrs of Exp,Cairo,"Finance, Financial Analysis, Financial Management, Computer Skills, Financial Reporting, Accounting, Accounting/Finance"
Secretary,Dar,Nasr City,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Office Management, Administration, Secretary, Administration"
Junior Accountant,Colorama Coatings,Obour City,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Odoo ERP, Finance, Ledgers, Accounting/Finance"
Outdoor Sales Agent,Insurance Brokerage Office,Cairo,Full Time,Entry Level,1+ Yrs of Exp,Egypt,"Sales Skills, Sales Target, Customer Service, Customer Care, Customer Support, Outdoor Sales, Communication Skills, Sales/Retail"
Technical Office Engineer (Furniture & Kitchens),Confidential,6th of October,Full Time,Experienced,2+ Yrs of Exp,Giza,"Males Only, Furniture, Woodworking, Kitchen Design, Kitchen Drawing, Interior Design, Fine Arts, Engineering, AutoCAD, Sketch-up"
Web Graphic Designer,Dimofinf Operations Center,Nasr City,Full Time,Experienced,4-5 Yrs of Exp,Cairo,"Adobe Photoshop, Adobe Illustrator, Creative, Graphics, Web Design, Social Media, Fine Arts, English, Adobe XD, Zeplin"
Sales Engineer - Electrical Light Current,Andalus Electrical solutions,Cairo,Full Time,Entry Level,1-5 Yrs of Exp,Egypt,"Sales Skills, Light Current, Presales, Sales Target, Sales/Retail, Engineering - Mechanical/Electrical"
Media Buyer - Mohandessin,Axielink,Mohandessin,Full Time,Experienced,2-5 Yrs of Exp,Giza,"Media Buyer, Social Media, Digital Marketing, Advertising, Marketing/PR/Advertising, Media/Journalism/Publishing"
SEO Specialist,Be Group,Cairo,Full Time,Entry Level,1+ Yrs of Exp,Egypt,"Website, SEO Strategies, Digital Marketing, Search Engine Optimization, Social Media, Writing/Editorial, Marketing/PR/Advertising"
Telesales Agent,EL KHETA,Alexandria,Full Time,Work From Home,1-3 Yrs of Exp,Egypt,"3 Vacancies, Sales Skills, English, Telesales, Communication, Customer Service, Customer Service/Support, Sales/Retail"
Compliance Officer,Bayt El Khebra,Maadi,Full Time,Experienced,7-10 Yrs of Exp,Cairo,"English, Arabic, ERP, SAP, Tax Compliance, Accounting, Finance, Accounting/Finance, Quality"
Receptionist - Sharqia,Orientals for Urban Development,Sharqia,Full Time,Entry Level,1-2 Yrs of Exp,Egypt,"Office Management, Receptionist, Front Office, Microsoft Office, Administration, Administration"
