Title,Company,Location,Type,Level,YearsExp,Country,Skills
Receptionist,Tawzef,Nasr City,Full Time,Entry Level,0-1 Yrs of Exp,Cairo,"Office Management, Admin Work, Microsoft Office, Excel, English, Administration"
Project Manager,Ebers,Alexandria,Full Time,Experienced,3+ Yrs of Exp,Egypt,"Art, Development, Agile, PMP, Scrum, Pharmacy, Medicine, Sciences, Projects, Budget Management, Medical/Healthcare"
Medical Provider Network Pharmacist,Confidential,New Cairo,Full Time,Experienced,3+ Yrs of Exp,Cairo,"Pharmacy, Customer Care, Public Relations (PR), Business Development, Network Administration, Insurance, Microsoft Office, Medicine"
Product Manager - (CNS Line),Delta Pharma Egypt,Nasr City,Full Time,Manager,2-3 Yrs of Exp,Cairo,"Pharmaceutical, Product Management, Marketing Strategies, Marketing Campaigns, Advertising, Public Relations (PR), Technical Marketing"
Civil Site Technical Office Engineer,MM contracting and supplying,Sheraton,Full Time,Experienced,5-7 Yrs of Exp,Cairo,"AutoCAD, Microsoft Office, Primavera, Excel, Revit, Technical Office, Site, BOQ, Engineering - Construction/Civil/Architecture"
Customer Support Intership,Nahdet Misr Publishing Group,Mohandessin,Internship,Entry Level,null Yrs of Exp,Giza,"Customer Care, Customer Support, Call Center, Customer Service/Support"
Junior Trader / Analyst,Cobblestone Energy Limited,Dubai,Full Time,Entry Level,0-4 Yrs of Exp,United Arab Emirates,"Energy, Mathematics, Python, Market Analysis, Statistics, Trading, Analyst/Research"
Supply Chain Manager,Confidential,Obour City,Full Time,Manager,15+ Yrs of Exp,Cairo,"Supply Chain, Food and Beverage, AX, CSCP, Logistics, Commerce, CPIM, Logistics/Supply Chain, Purchasing/Procurement"
Reservation Agent (Hotels) - Alexandria,Paradise Inn Hotels & Resorts,Mahta Alraml,Full Time,Experienced,3+ Yrs of Exp,Alexandria,"Ticketing, Customer Service, Customer Care, Customer Support, Hotels, Fidelio Suite 8, Travel, Tourism, Hospitality, Booking"
HR Section Head,Confidential,Maadi,Full Time,Manager,5+ Yrs of Exp,Cairo,"HR, Recruitment, Personnel, Medical, Pharmacy, Pharmaceutical, Human Resources, Medical/Healthcare, Pharmaceutical"
HORECA Sales Supervisor,Evoreen,Maadi,Full Time,Manager,4+ Yrs of Exp,Cairo,"Hotels, Hospitality, Sales Skills, Sales Target, Hospitality/Hotels/Food Services, Sales/Retail"
PHP Laravel Senior Developer,Egybell,Sheikh Zayed,Full Time,Experienced,4-6 Yrs of Exp,Giza,"PHP, Information Technology (IT), Laravel, Computer Science, OOP, IT/Software Development, Engineering - Telecom/Technology"
Software Team Leader,Glamera,Nasr City,Full Time,Manager,5+ Yrs of Exp,Cairo,"Software Development, Software Engineering, Agile, javaScript, Information Technology (IT), Computer Science, SQL, C#, ASP.NET, jQuery"
Planning Section Head,Al-Amal Al-sharif For Plastic,10th of Ramadan City,Full Time,Manager,7+ Yrs of Exp,Cairo,"Production Planning, Manufacturing/Production"
Accountant,Kira Trade International,New Cairo,Full Time,Experienced,2-3 Yrs of Exp,Cairo,"Accounting, Finance Analysis, GAAP, Financial Transactions, Accounting/Finance"
OD Supervisor,Onepoint HR Solutions,Cairo,Full Time,Manager,4-6 Yrs of Exp,Egypt,"Management, HR, OD, HR Diploma, Leadership, English, Human Resources"
Mobile Developer,Upper Medic,Cairo,Part Time,Work From Home,2-3 Yrs of Exp,Egypt,"Information Technology (IT), Software Development, Software Engineering, React Native, Cross Platform, Computer Science, Design"
Senior PHP Developer (Laravel),Our Education,Nasr City,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"PHP, Computer Science, Laravel, HTML5, CSS3, MVC, Programming, javaScript, Information Technology (IT), Servers, Git, Front-End"
Maintenance Engineer (Electromechanical Engineer),L'azurde for Jewelry,Obour City,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Mechanical Engineering, Manufacturing, Mechatronics, English, Auto CAD, Engineering - Construction/Civil/Architecture"
Software Engineer,Callvita,Maadi,Full Time,Entry Level,1-5 Yrs of Exp,Cairo,"Software Development, Computer Science, Computer Engineering, javaScript, Git, Agile, CSS, SQL, Software Engineering, Programming"
Frontend Vue JS / PHP Web Developer,Flairstech,Maadi,Full Time,Experienced,2-6 Yrs of Exp,Cairo,"PHP, javaScript, HTML, CSS, Web Development, Computer Science, Laravel, MVC, UI, Software, REST, JS, Azure"
Accountant,The Travel Connection Tours,Giza,Full Time,Experienced,3-5 Yrs of Exp,Egypt,"Finance, Financial Analysis, Financial Management, Tourism, Accounting/Finance"
