Title,Company,Location,Type,Level,YearsExp,Country,Skills
Commercial Property Advisor - Immediate Hiring,Confidential,Nasr City,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Sales Skills, Insurance, Telesales, Property, Business Development, Real Estate Sales, English, Sales Target, Business Development"
Sales Representative - Obour,K M N,Obour City,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Sales Skills, Communication Skills, Relationship Management, English, Sales Target, Sales/Retail"
Lebanese & Syrian Sales Consultant,Beit Network For Real Estate,New Cairo,Full Time,Part Time,0-3 Yrs of Exp,Cairo,"50 Vacancies, Sales Skills, Sales Target, Real Estate, Communication Skills, English, Data Entry, Sales/Retail"
Marketing & Intentional Relations Manager,Agricultural Export council,Maadi,Full Time,Manager,7+ Yrs of Exp,Cairo,"Public Relations (PR), Social Media, Planning, Marketing Campaigns, Operations/Management, Marketing/PR/Advertising"
Sales Specialist,Sprints.ai,Maadi,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Sales Target, Communication, Selling, Customer Service, MS Office, Negotiation Skills, Sales/Retail"
HR Performance Appraisal Manager,Mishkat Nour,Nasr City,Full Time,Manager,5-7 Yrs of Exp,Cairo,"Human Resources (HR), Performance Management, Commerce, MBA, Human Resources, Operations/Management"
Business Development Specialist,Follk Creative Solutions,Dokki,Full Time,Experienced,3-5 Yrs of Exp,Giza,"Planning, Leads, Communication, Sales Skills, Media, Business Analysis, Animation Services, Sales Target, Sales/Retail"
Digital Marketing Specialist,o2proformance,Giza,Full Time,Experienced,3+ Yrs of Exp,Egypt,"Digital Marketing, E-marketing, MS Office, Marketing/PR/Advertising, Media/Journalism/Publishing"
Senior Business Analyst,Titan Cement Egypt,Sheraton,Full Time,Experienced,4+ Yrs of Exp,Cairo,"Economics, Computer Science, SAP BO Suite, Power BI, ERP, English, Arabic, Information Technology (IT), Communication Skills"
Factory Manager,Confidential,Marg,Full Time,Manager,5+ Yrs of Exp,Cairo,"Production, Engineering, Factory, Microsoft Office, Lean Manufacturing, Inventory Management, Six Sigma, Supply Chain"
Operations Manager Assistant,Confidential,Heliopolis,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Microsoft Office, Office Management, Sales Skills, Operations, Purchasing, Administration, Logistics/Supply Chain"
Quality Assurance Engineer,CASHU,New Cairo,Full Time,Experienced,3+ Yrs of Exp,Cairo,"Software Development, Software Engineering, Software Testing, Mobile Application Testing, XML, Agile, QA, Software Quality"
Parts Sales Executive,Toyota Egypt,Abu Rawash,Full Time,Entry Level,1-3 Yrs of Exp,Giza,"Spare Parts, Microsoft Office, Sales Target, Sales Skills, Customer Service/Support, Sales/Retail"
Sales Executive - Medical Marketing Company,Confidential,New Cairo,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Sales Skills, Marketing, Sales Target, Pharmacy, Science, English, Medicine, Communication, Management, Customer Service"
Telesales Agent,Insurance Brokerage Office,New Cairo,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Customer Service, Sales Skills, Telesales, Communication Skills, Customer Support, Customer Care, Insurance, Customer Service/Support"
Security & Safety Supervisor,The International School of Elite Education,New Cairo,Full Time,Experienced,2+ Yrs of Exp,Cairo,"English, Security, Safety, Administration, Administration, Other"
Export Sales Specialist,Confidential,Heliopolis,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"Sales Skills, Sales Target, Customer Service, Customer Care, Customer Support, Logistics, Imports, International Markets"
Customer Service Representative (Freight),Aramex International,Dokki,Full Time,Experienced,5-7 Yrs of Exp,Giza,"Customer Service, Customer Support, Customer Care, Logistics, Communication, Supply Chain, English, Freight Forwarding, GCS, CSR"
Sales Admin,Defy Egypt,Sheikh Zayed,Full Time,Experienced,3-5 Yrs of Exp,Giza,"Females Only, Sales Skills, Customer Service, Sales Target, Administration, English, Receptionist, Administration, Sales/Retail"
