Title,Company,Location,Type,Level,YearsExp,Country,Skills
Receptionist,Value,New Cairo,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Office Management, Admin, Administration"
ASP.Net Senior Developer,RMG,New Cairo,Full Time,Experienced,6-8 Yrs of Exp,Cairo,"Information Technology (IT), ASP.NET, Computer Science, CORE .Net, IT/Software Development, Engineering - Telecom/Technology"
Documentum Consultant,Tafeel,Riyadh,Full Time,Part Time,7+ Yrs of Exp,Saudi Arabia,"EMC, java, J2EE, Documentum, IGC Brava, Red Hat, Linux, JDK, XML, WDK, Webtop, BPM, DQL, API, IT, Engineering, Software"
Senior Performance Marketing Specialist,MO4 Network,Downtown,Full Time,Experienced,3-7 Yrs of Exp,Cairo,"Social Media, E-marketing, Agency, media buying, paid campaigns, Google Analytics, Planning, Digital Media, Writing"
Senior Sales Representative Real Estate,Home Town,New Cairo,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Real Estate, Sales Skills, Sales Target, New Capital, Sales/Retail"
Senior Software Quality Engineer,Expand Cart,6th of October,Full Time,Experienced,2-5 Yrs of Exp,Giza,"QA, Quality Control, Software Testing, Software Development, Software Engineering, SQL, Agile, Scrum, Information Technology (IT)"
Market Research Analyst,SME Consulting,Heliopolis,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Market Research, Analysis, Business, Statistics, Data Collection, Marketing, Web analytics, SAS, SPSS, CRM, Analyst/Research"
Secretary and Business Coordinator - New Cairo,Teraz,New Cairo,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Secretary, Administration, Office Management, Microsoft Office, English, MS Office, Administration"
Help Desk Engineer,ArabDT,New Cairo,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Help Desk, Computer Science, Computer Systems, Customer Support, IT, Installation, Communication, Mobile Devices"
Outdoor Sales Representative,Penguin,Cairo,Full Time,Experienced,3+ Yrs of Exp,Egypt,"Sales Skills, Outdoor Sales, Sales Target, English, Home Appliances, Excel, Sales/Retail"
Senior Internal Auditor,Confidential,New Cairo,Full Time,Experienced,8+ Yrs of Exp,Cairo,"Computer Skills, Finance, Accounting, Internal Auditing, Financial Management, Financial Analysis, Microsoft Word, Accounting/Finance"
English Teacher (National - International),Mishkat Nour,Port Said,Part Time,Experienced,3-7 Yrs of Exp,Egypt,"Education, Teaching, International School, English, Education/Teaching"
Senior PHP Full Stack Developer,SmartTech Systems,Nasr City,Freelance / Project,Experienced,3+ Yrs of Exp,Cairo,"Information Technology (IT), Software Development, Computer Science, javaScript, CSS, HTML, MySQL, jQuery, Laravel, Git"
Site Engineer Electrical,Unitech,6th of October,Full Time,Experienced,3-5 Yrs of Exp,Giza,"Construction, Project Management, Electrical Engineering, Engineering - Mechanical/Electrical"
Microsoft Dynamics AX Operation Manager,CompactSoft International,New Cairo,Full Time,Manager,8-10 Yrs of Exp,Cairo,"Management, Leadership, Communication, English, Finance, Business, Information Technology, IT/Software Development, Operations/Management"
Telesales Executive,Ebtkar,Nasr City,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Sales Skills, Customer Service, Customer Care, Customer Support, Call Center, Telesales, Communication, Negotiation Skills, MS Office"
Factory HR Specialist,SF Egypt,6th of October,Full Time,Experienced,5-7 Yrs of Exp,Giza,"Human Resources -, English, Computer Skills, Microsoft Office, Microsoft Excel, Recruitment, Compensation & Benefit, Human Resources"
Draftsman,Jozoor Landspaces,New Capital,Full Time,Experienced,3-6 Yrs of Exp,Cairo,"Design, Revit, Engineering, Architecture, Drafter, 3D, Engineering - Construction/Civil/Architecture, Creative/Design/Art"
Senior Products Delivery Manager,Fawry Banking & Payment Technology Services,Smart Village,Full Time,Manager,13-16 Yrs of Exp,Giza,"Information Technology (IT), Leadership, Technical, MBA, Computer Science, MSC, IT/Software Development"
Software Development Technical Head (.Net),Orient Egypt,Dokki,Full Time,Manager,15-20 Yrs of Exp,Giza,"Information Technology (IT), Software Development, Software Engineering, TFS, C++, Python, Design Patterns, .NET, SaaS, Cloud"
Planning Site Engineer,Teraz,Khobar,Full Time,Entry Level,1-3 Yrs of Exp,Saudi Arabia,"AutoCAD, Projects, Primavera, Construction, Microsoft Office, Civil Engineering, Engineering - Construction/Civil/Architecture"
Chief Accountant,TelSupport,6th of October,Full Time,Manager,10+ Yrs of Exp,Giza,"Finance, Financial Management, Commerce, Costing, Accounting, Financial Analysis, MS Office, MS Excel, Contracting, Accounting/Finance"
Senior Java Developer,Media Sci,New Cairo,Full Time,Experienced,2-6 Yrs of Exp,Cairo,"Software Development, Information Technology (IT), Computer Science, MySQL, Frameworks, IT/Software Development"
System Administrator (Vulnerabilities Management),Interact Technology Solutions,Maadi,Freelance / Project,Experienced,3+ Yrs of Exp,Cairo,"Engineering, Microsoft Office, MS Project, CAD Drawing, Information Technology (IT), Networks, Network Administration, Repair"
Online B2B Sales Representative,Tyro,Maadi,Full Time,Work From Home,2-5 Yrs of Exp,Cairo,"Sales Skills, Sales Target, B2B, English, Online Sales, Business Development, Business Development, Sales/Retail"
Unity VR / AR Developer,Confidential,Mokattam,Full Time,Experienced,4-6 Yrs of Exp,Cairo,"Virtual Reality, VR, AR, Computer Science, Unity, Information Technology (IT), 3D, C#, Kinect, Leap Motion, C++, Engineering"
