Title,Company,Location,Type,Level,YearsExp,Country,Skills
Senior Cloud Engineer,Link Datacenter,Maadi,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"Computer Science, Computer Engineeirng, Cloud Engineering, Software Development, Software Engineering, SaaS, PaaS"
Science Teacher (6th October Branch),Egyptian Language School,6th of October,Full Time,Experienced,2+ Yrs of Exp,Giza,"Education, Sciences, School, R&D/Science, Education/Teaching"
Mechanical Maintenance Engineer,Cepack,10th of Ramadan City,Full Time,Experienced,2-6 Yrs of Exp,Sharqia,"Maintenance, Corrugated Box, Mechanical Engineering, Packing, Installation/Maintenance/Repair, Manufacturing/Production"
Accountant,MWG,Nasr City,Full Time,Experienced,5+ Yrs of Exp,Cairo,"Finance, Commerce, Business Administration, Auditing, Financial Analysis, Financial Management, Accounting/Finance"
Secretary,Cairo Medical,Maadi,Full Time,Experienced,3+ Yrs of Exp,Cairo,"Office Management, English, Computer, Microsoft Office, Maadi, Administration, Administration"
Mechanical Engineer,Tiger Marine,Badr City,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"Mechanical Engineering, Maintenance, Electrical Engineering, Technical Drawings, Installation/Maintenance/Repair"
Sales Engineer - Chemical Cleaners Div.,Inter-Tech,Heliopolis,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Cleaners and Chemicals, Sales, Engineering, R&D/Science, Sales/Retail, Engineering - Other"
Graphic Designer,TSS,Mokattam,Full Time,Experienced,2-5 Yrs of Exp,Cairo,"Adobe Illustrator, Adobe Photoshop, Adobe Creative Suite, Typography, Creative/Design/Art"
Telesales Agent,Brand Key,Nasr City,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Telesales, Sales Skills, Sales Target, Customer Service, Customer Support, Communication Skills, English, Customer Service/Support"
Recruitment & Training Specialist,Filkhedma,New Cairo,Full Time,Entry Level,1-2 Yrs of Exp,Cairo,"Recruitment, Human Resources (HR), Hiring, Blue Collars, Communication Skills, Training, Microsoft Office, Human Resources"
Operation Assistant,Dar Elelm,Sheikh Zayed,Full Time,Entry Level,0-1 Yrs of Exp,Giza,"Veterinary, Medicine, Biotechnology, Medical, Customer Service, Customer Care, Customer Support, Telesales, Operations, Administration"
Admin Coordinator - Alexandria,Shamy Stores,Sidi Gaber,Full Time,Experienced,2-2 Yrs of Exp,Alexandria,"Administration, Excel, Communication, Office Admin, Microsoft Office, Office Management, MS Office, Emails, MS, Administration"
Testing Lead,ITIDA,6th of October,Full Time,Manager,7+ Yrs of Exp,Giza,"Information Technology (IT), Software Development, Project Management, Quality Assurance, Computer Science, Software Testing, Quality"
iOS Developer,Ads Solution,Cairo,Full Time,Entry Level,1-3 Yrs of Exp,Egypt,"Computer Science, iOS, Software Development, Swift, Mobile Development, Git, RESTful APIs, Design, MVVM"
Import Specialist,POLYMERS,Mohandessin,Full Time,Experienced,3+ Yrs of Exp,Giza,"Logistics, Import, Supply Chain, Administration, Purchasing, Procurement, Logistics/Supply Chain"
