Title,Company,Location,Type,Level,YearsExp,Country,Skills
Lead Middleware Platform Engineer,Path-Solutions,Maadi,Full Time,Experienced,8+ Yrs of Exp,Cairo,"Telecom Engineering, Software, AWS, Linux, Information Technology (IT), SAP, Oracle, Java, JVM, Tomcat"
English language Instructor Mokkatam,UCMAS Academy,Cairo,Full Time,Part Time,1-3 Yrs of Exp,Egypt,"3 Vacancies, Teaching, training, languages, education, Phonetics, Education/Teaching, Training/Instructor"
Purchasing Specialist - Maadi,E3mel Business for Financial & Managerial Consultancy,Maadi,Full Time,Experienced,2-3 Yrs of Exp,Cairo,"Procurement, Business Administration, Communication Skills, Analysis, Supply Chain, English, Negotiation Skills, Food Industry, Retail"
Customer Service Specialist,Virtual Worker Now,Cairo,Full Time,Work From Home,1-3 Yrs of Exp,Egypt,"10 Vacancies, Customer Service, Customer Support, Customer Care, Communication Skills, English, Customer Service/Support"
Laravel Developer,As Good As New,New Cairo,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"PHP, MySQL, REST API, Testing, Design, Information Technology (IT), Computer Science, IT/Software Development"
Data Analyst,United Distributors,Garden City,Full Time,Experienced,5-7 Yrs of Exp,Cairo,"Data Analysis, Business, English, Tableau, IT/Software Development, Analyst/Research"
CEO Personal Assistant,Confidential,Maadi,Full Time,Experienced,10+ Yrs of Exp,Cairo,"Administration, Office Management, Microsoft Office, Communication Skills, Assistance, Customer Focus, Accountability, MS Office"
German Teacher - Tunisia,AIESEC GUC,Tunis,Internship,Entry Level,0-1 Yrs of Exp,Tunisia,"Teaching, Education, German, Education/Teaching"
Technical Office Manager,Form,Maadi,Full Time,Manager,15-20 Yrs of Exp,Cairo,"Civil Engineering, Construction, Engineering - Construction/Civil/Architecture"
Senior Android Developer,Brightbrains,Dubai,Work From Home,Experienced,3+ Yrs of Exp,United Arab Emirates,"Computer Science, Software Development, Java, Android SDK, Agile, UI, Design, Gitlab, GitHub, Scrum, Kanban"
Treasury Accountant,Capital Link Developments,New Cairo,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Males Preferred, Accounting, Treasury, Accountant, Finance, Cash management, Account transactions, Bank reconciliation, Excel"
Customer Service Representative,Partners recruitment solutions,Maadi,Shift Based,Entry Level,1+ Yrs of Exp,Cairo,"Customer Service, Customer Care, Customer Support, English, CSR, Computer Skills, Customer Service/Support"
Senior Front-End Developer,Profolio Consulting,New Cairo,Full Time,Experienced,10+ Yrs of Exp,Cairo,"Computer Science, Software Development, javaScript, Front End, Agile, Git, Typescript, Jenkins, CI, React JS"
HR Generalist,T.B.F.C,Maadi,Full Time,Manager,15-20 Yrs of Exp,Cairo,"Recruitment, Personnel, Microsoft Office, Labor Law, HR, Employment Equity, Human Resources"
Key Account Manager,Rashideen Egypt for Trade,Basatin,Full Time,Manager,5+ Yrs of Exp,Cairo,"FMCG, Sales Skills, Customer Care, Customer Service, English, Customer Service/Support, Sales/Retail"
Steel Structural Engineer - China,Sinoma-cdi,Chengdu,Full Time,Experienced,15-17 Yrs of Exp,China,"Civil Engineering, Steel Structure, Structural Engineering, AutoCAD, Design Engineering, Structural Design, English, Project"
Sales Indoor Specialist (Online),Laser Gallery,6th of October,Full Time,Experienced,3-5 Yrs of Exp,Giza,"Indoor Sales, Sales Skills, Outdoor Sales, Sales Target, Online Sales, Insurance Sales, Telecommunications, English, Microsoft Office"
Software Tester (Automation),Restart Technology,Heliopolis,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Information Technology (IT), Computer Science, Software Testing, Quality Assurance, QA, QC, Quality Control, Selenium, Appium"
Senior Digital Marketing Executive,Wham Clinics,Sheikh Zayed,Full Time,Experienced,4-6 Yrs of Exp,Giza,"SEO, Social Media, Digital Marketing, E-marketing, SEM, B2C, Online Marketing, Google Adwords, Business Administration, Content"
SDA Product Manager (Home Appliance Industry),B.Tech,Nasr City,Full Time,Manager,5-8 Yrs of Exp,Cairo,"Product Management, E-commerce, Logistics, Retail, Marketing, Market Research, Microsoft Office, English, Microsoft Excel"
Property Sales Consultant,RMG,New Cairo,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Females Only, Real Estate, Sales Target, Sales Skills, Microsoft Office, Computer Skills, Microsoft Excel, Microsoft Word, English"
