Title,Company,Location,Type,Level,YearsExp,Country,Skills
Telesales Representative - (Medical),health tech group,New Cairo,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Females Preferred, Telesales Representative, Customer Service, Customer Support, Customer Care, Sales Skills, Sales Target, Sales/Retail"
Assistant & Information Management Officer,International Committee of Red Cross,Maadi,Full Time,Experienced,3-8 Yrs of Exp,Cairo,"Office Management, Secretary, Assistant, Microsoft Office, Computer Skills, SharePoint, French, English, Office Suite"
Technical Office Engineer Architecture,"Utilco for Engineering, Contracting & Supplies",Aswan,Full Time,Experienced,2-4 Yrs of Exp,Egypt,"Engineering, Infrastracture, Technical Office, Sewage Networks, Sewer Cad, Construction, Shop Drawings, AutoCAD, English"
Social Media Manager,Virtual Worker Now,Cairo,Full Time,Work From Home,5-7 Yrs of Exp,Egypt,"2 Vacancies, Social Media, E-marketing, Microsoft Office, Business, Computer Skills, English, Journalism, Public Relations"
Accountant,Confidential,6th of October,Full Time,Entry Level,1-3 Yrs of Exp,Giza,"Finance, Financial Analysis, Financial Management, English, Communication, MS Office, Accounting/Finance"
UI Designer/Developer,Rasan,Nasr City,Full Time,Experienced,4+ Yrs of Exp,Cairo,"UI, Agile, UX, Computer Science, CSS, HTML, javaScript, Web Development, Front-End, Adobe XD, Full-Stack, SaSS"
German Teacher (6th Of October Branch),Egyptian Language School,6th of October,Full Time,Experienced,2+ Yrs of Exp,Giza,"Education, Communication Skills, English, Primary, Education/Teaching"
Social Media Expert,Insitu Egypt,Maadi,Part Time,Freelance / Project,1+ Yrs of Exp,Cairo,"1+ Yrs of Exp, Communication Skills, E-marketing, Facebook, Social Media Channels, English, Content, Arabic"
Junior IT Specialist,Future Office Furniture,Cairo,Full Time,Entry Level,1-3 Yrs of Exp,Egypt,"Computer Science, Maintenance, Troubleshooting, Data Security, Network Administration, Computer Skills, Microsoft Office"
Internal Audit Manager,Fawry Microfinance,Mokattam,Full Time,Manager,8+ Yrs of Exp,Cairo,"Auditing, Accounting, Finance, Commerce, Manager, Analyst, Financial Institutions, Quality Assurance, Banking, Internal Audit"
Senior Odoo Developer,Galaxy Consulting Solutions (G.C.S),Nasr City,Full Time,Experienced,5+ Yrs of Exp,Cairo,"Software Engineering, Computer Science, Information Technology (IT), HTML, Odoo, XML, javaScript, jQuery, PostgreSQL"
Business System Analyst,siParadigm Egypt,Sheraton,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Computer Science, Information Technology (IT), Software Development, Business Analysis, Agile, IIBA-AAC, CBAP, CCBA, English"
English Teacher,International Nursery,Nasr City,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Education, English Teaching, Education/Teaching"
Site Accountant - Construction,Al Safa,Nasr City,Full Time,Experienced,3-7 Yrs of Exp,Cairo,"Accounting, Finance, Construction, Financial Analysis, Microsoft Office, Computer Skills, ERP, Accounting/Finance"
Sales Representative,Excellent Technology systems,Nasr City,Full Time,Entry Level,0-3 Yrs of Exp,Cairo,"Sales Skills, Sales Target, Customer Service, English, IT Sales, Technical Sales, Account Management, Customer Service/Support"
Senior System Analyst - KSA,SURE International Technology,Riyadh,Full Time,Experienced,8+ Yrs of Exp,Saudi Arabia,"Information Technology (IT), Computer Science, Installation, Configuring, Documenting, Testing, .NET, CRM, SharePoint"
Senior Full Stack Developer,TACC Network,Heliopolis,Full Time,Manager,5-10 Yrs of Exp,Cairo,"Software Development, Computer Science, Full Stack, Angular, javaScript, CSS, MySQL, C#, React, jQuery, MongoDB"
Business Strategist - Saudi Arabia - Riyadh,Enwan,Riyadh,Full Time,Entry Level,1-3 Yrs of Exp,Saudi Arabia,"Entrepreneurship, Agile, Software Development, Information Technology (IT), Startup, Computer Science, Business Administration"
Executive Secretary / Personal Assistant,Confidential,Nasr City,Full Time,Experienced,2-3 Yrs of Exp,Cairo,"HR, Secretary, Office Management, Microsoft Office, Customer Service, English, Personal Assistance, Administration"
Installation Engineer,Alpha Trade,Dokki,Full Time,Entry Level,0-1 Yrs of Exp,Giza,"Mechatronics, Electrical Engineering, Mechanical Engineering, CNC, Arduino, Classic Control, Ladder Diagrams"
Accountant,Chint Egemac,6th of October,Full Time,Entry Level,0-2 Yrs of Exp,Giza,"Accounting, Financial Analysis, Financial Management, Manufacturing, English, Accounting/Finance"
R&D Hardware Engineer,LG Electronics,10th of Ramadan City,Full Time,Experienced,2-4 Yrs of Exp,Sharqia,"Manufacturing, Mechatronics, Electrical, Hardware, Electronics, R&D, R&D/Science, Installation/Maintenance/Repair"
Partnership Associate,Paymob Solutions,Maadi,Full Time,Entry Level,1-2 Yrs of Exp,Cairo,"B2B Sales, Account Management, Sales Skills, Microsoft Office, PowerPoint, Outlook, Business Development, Marketing/PR/Advertising"
Cost Accountant,Confidential,Alexandria,Full Time,Experienced,10+ Yrs of Exp,Egypt,"Accounting, Accounting/Finance"
GL-Accountant - Real Estate,Next Home,Mokattam,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Real Estate, Financial Analysis, Accounting, ERP, Computer Skills, MS Office, Commerce, Accounting/Finance"
Human Capital Manager (TA & OD),IGI-Group,6th of October,Full Time,Manager,8-10 Yrs of Exp,Giza,"Recruitment, Human Resources (HR), Talent Acquisition, Human Capital Management, English, Performance Management, Organizational Development"
Finance Manager/Controller,CBRE GWS,New Cairo,Full Time,Experienced,7-15 Yrs of Exp,Cairo,"Accounting, Financial Management, Financial Analysis, Forecasting, Planning, Analytical, CMA, CPA, Accounting/Finance"
Planning Section Head,Egyptian German Automotive,6th of October,Full Time,Manager,7-10 Yrs of Exp,Giza,"Supply Chain, Production, Manufacturing, MS Office, Mechatronics, Mechanical Engineering, Electrical Engineering, CSCP, CPIM, SCM"
