Title,Company,Location,Type,Level,YearsExp,Country,Skills
Senior Property Consultant,property today egypt,New Cairo,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Real Estate, Sales Target, Sales Skills, English, Sales/Retail"
Factory Manager - Coils (Heat Exchangers),Confidential,6th of October,Full Time,Manager,10+ Yrs of Exp,Giza,"Operations, Production, Manufacturing, Strategic Planning, Plant Management, Air Conditioning, Factory Management"
Executive Secretary,Onepoint HR Solutions,Sheraton,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Microsoft Office, English, Business Administration, Executive Secretary, Administrative, Administration"
Senior Sales Executive (Fayoum),Nagwa,Fayoum,Full Time,Experienced,3+ Yrs of Exp,Egypt,"Sales Target, E-Learning, Digital Education, Communication, Negotiation, Business, Sales/Retail"
Medical Insurance Claims Specialist,Dawi Clinics,Maadi,Full Time,Experienced,3-4 Yrs of Exp,Cairo,"TPA, Hospital, Medical Insurance, Insurance Companies, Administration, Claims, English, Communication Skills, HR, Administration"
Complaints And Retention Specialist,Expand Cart,6th of October,Full Time,Experienced,2-5 Yrs of Exp,Giza,"Customer Support, Customer Service, Customer Complaints, Retention, Customer Service/Support"
Revenue Accountant - Cairo,Etisalat Misr,Cairo,Full Time,Entry Level,0-2 Yrs of Exp,Egypt,"Financial Analysis, Revenue Accounting, Financial Entries, English, Arabic, Accounting/Finance"
Senior IOS Developer,Arabian Systems,New Cairo,Full Time,Experienced,3+ Yrs of Exp,Cairo,"Information Technology (IT), Computer Science, iOS, Swift, APIs, Software Development, RESTful, Core Data, Objective-C, Git"
Associate Quality Engineer,Sumerge,Maadi,Full Time,Entry Level,0-2 Yrs of Exp,Cairo,"Computer Science, Software Engineering, Software Testing, Software Development, Writing Defects, QA, QC, Quality Control, ISTQB"
Senior Graphic Designer,Bright Minds,Heliopolis,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Adobe Illustrator, Adobe Photoshop, InDesign, Fine Arts, DreamWeaver, Creative/Design/Art"
Video Editor,EL KHETA,Alexandria,Full Time,Entry Level,1-3 Yrs of Exp,Egypt,"Video Editing, Adobe After Effects, Adobe Premiere, Adobe Photoshop, Video Editor, Communication Skills, Creative/Design/Art"
Music Teacher,Mishkat Nour,Port Said,Part Time,Experienced,3-7 Yrs of Exp,Egypt,"Education, Music Teaching, Communication Skills, Choral Pedagogy, Education/Teaching"
Community Manager,Profolio Consulting,Maadi,Full Time,Manager,5-12 Yrs of Exp,Cairo,"Saas, Social Media, Communication, Online Marketing, Customer Engagement, PR, Microsoft Office, Sales, English, Arabic, Marketing Channels"
Senior Business Development Specialist,Majorel Egypt,Abbassia,Full Time,Manager,1-3 Yrs of Exp,Cairo,"Business Development, Telecommunication, Sales Skills, Sales Target, Business Development, Sales/Retail"
Senior Sales Executive (Outdoor),Gap Polymers,Maadi,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Selling Skills, Outdoor Sales, stretch films, Sales Skills, Sales Target, Communication Skills, English, Negotiation, MS Office"
Senior Marketing Specialist,Paymob Solutions,Cairo,Full Time,Experienced,3+ Yrs of Exp,Egypt,"E-marketing, English, International Projects, Fintech, Marketing/PR/Advertising, Media/Journalism/Publishing"
Junior Field Service Engineer,Anasia Egypt for Trading,Sheraton,Full Time,Entry Level,1-2 Yrs of Exp,Cairo,"Field Service, Instrumentation, Mechanical Engineering, English, Microsoft Office, Computer Skills"
Internal Audit Chief Officer,Egyptian Banks Company,New Cairo,Full Time,Manager,15+ Yrs of Exp,Cairo,"Finance, Microsoft Office, Auditing, Internal Auditor, Financial Management, Financial Analysis, Accounting/Finance"
Graphic Designer - Internship,Blue Academy,Glim,Internship,Entry Level,null Yrs of Exp,Alexandria,"Graphic Design, Photoshop, Illustrator, Social Media, Creative/Design/Art"
Adminstrative Assistant - Giza,Al Sharif Marketing Association,Dokki,Full Time,Entry Level,0-1 Yrs of Exp,Giza,"Office Management, Adminstration, Secretary, English, MS Office, Administration"
