Title,Company,Location,Type,Level,YearsExp,Country,Skills
Art Director,OVEQ,Glim,Full Time,Experienced,3-6 Yrs of Exp,Alexandria,"Adobe Illustrator, Creative, Art Director, Visual Design, After Effects, 3D, Graphic Design, Creative/Design/Art"
Senior Software Developer (C++ - AI),CrossWorkers,New Cairo,Full Time,Experienced,4+ Yrs of Exp,Cairo,"Software Development, Computer Science, Software Engineering, C++, Programming, Web Applications, Frameworks, Python"
Product Manager - Merchant Tools,Paymob Solutions,Maadi,Full Time,Experienced,2-3 Yrs of Exp,Cairo,"ASP.NET, AngularJS, Merchant Tools, Product Management, Information Technology (IT), Business Administration"
Accountant,e Aswaaq Misr,Cairo,Full Time,Experienced,3-4 Yrs of Exp,Egypt,"Accounting, Financial Management, English, Financial Analysis, Microsoft Office, Accounts Payable, Journal Entries, Tax"
Senior Property Consultant,Makanak,New Cairo,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Females Only, Sales Team, Sales Target, Sales Skills, Communication Skills, Presentation Skills, Management, Training, English"
Electrical Design Engineer,Power House Egypt,6th of October,Full Time,Experienced,2-4 Yrs of Exp,Giza,"Males Only, Electrical Engineering, Programming, Creative Designing, Electrical Design Engineering, AutoCAD, English"
Tech Lead Full Stack Software Engineer,Ctopya,Cairo,Full Time,Experienced,5+ Yrs of Exp,Egypt,"fullstack, Information Technology (IT), Computer Science, Software Development, Software Engineering, Java, Python, Programming, PHP, AWS"
Sales Representative,Lemans Group,New Cairo,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Sales Skills, Sales Target, CRM, MS Office, Communication, Negotiation Skills, BRM, Selling, Sales/Retail"
Partnerships Team Manager,Confidential,New Nozha,Full Time,Manager,4+ Yrs of Exp,Cairo,"Business Development, Business Administration, <, Management, Fundraising, Business Development, Project/Program Management"
Planning Specialist - Beheira,Al Watania Poultry,Wadi Alnatrun,Full Time,Experienced,2-4 Yrs of Exp,Beheira,"Males Only, Planning, Logistics, Supply Chain, Procurement, Microsoft Office, Microsoft Excel, Production, Microsoft Powerpoint"
Technical Sales Engineer,Elsewedy industries,10th of Ramadan City,Full Time,Entry Level,1-2 Yrs of Exp,Cairo,"Civil, Engineering, Sales Skills, Sales Target, Communication, Manufacturing/Production, Sales/Retail"
Furniture & Fashion Photographer,Confidential,New Cairo,Full Time,Part Time,1-3 Yrs of Exp,Cairo,"1-3 Yrs of Exp, 3 Vacancies, Fashion, Photography, Lightroom, Media, Creative/Design/Art, Media/Journalism/Publishing, Fashion"
Business Development Specialist,Horeca Star,Cairo,Full Time,Entry Level,1+ Yrs of Exp,Egypt,"Business Development, Microsoft Office, Sales Skills, Sales Target, Communication, English, Business Development, Sales/Retail"
