Title,Company,Location,Type,Level,YearsExp,Country,Skills
Social Media Specialist,Own It,Cairo,Full Time,Experienced,2+ Yrs of Exp,Egypt,"Social Media, Real Estate, Google Ads, E-marketing, Content Creation, Lead Generation, Marketing/PR/Advertising"
Mechanical Site Engineer,ASC for Construction and Engineering,Santah,Full Time,Experienced,5+ Yrs of Exp,Gharbia,Engineering - Mechanical/Electrical
Senior Integration Engineer,Path-Solutions,Maadi,Full Time,Experienced,5-8 Yrs of Exp,Cairo,"Software Development, XML, JSON, SOAP, Information Technology (IT), Computer Science, SQL, XQuery, Integration Development, RDBMS"
SAP ABAP Consultant,Dar Al-Fouad Hospital,6th of October,Full Time,Experienced,3-5 Yrs of Exp,Giza,"OSS, SLCM, Information Technology (IT), IDOC, ABAP HANA, XL, PY, OM, PA, TM, Computer Science, Telecom Engineering, ERP, SQL"
Senior Accountant,INMA Developments,New Cairo,Full Time,Experienced,4+ Yrs of Exp,Cairo,"Accounting, Financial Management, Financial Analysis, GL, Accounts Payable, AP, ERP, Construction, English, Commerce, Real Estate"
Store Manager-Mansoura,shot men's wear,Mansoura,Full Time,Manager,2-5 Yrs of Exp,Dakahlia,"Males Only, Store Management, Customer Service, Customer Care, Customer Support, Sales Skills, Sales Target, English, Retail"
Senior System Engineer,Centro Global Solutions,Maadi,Full Time,Experienced,4-5 Yrs of Exp,Cairo,"Software, System Administration, Systems, Security, Configuration, Information Technology (IT), Computer Science, SQL"
Front End/UI Developer,Cybertron International Inc.,Smart Village,Full Time,Entry Level,1-5 Yrs of Exp,Giza,"Information Technology (IT), UI, Front End, Software Development, Software Engineering, Web Development, PHP, Agile, Webpack"
Mobile Sales Representative (Indoor),Ehab Group Stores(Mobile&Accessoires),Downtown,Full Time,Experienced,2-5 Yrs of Exp,Cairo,"Males Preferred, Indoor Sales, Sales Skills, Retail, Mobiles & Accessoires, Commerce, English, Sales Target, Customer Care"
Senior Front-End Developer - Angular,Trufla,Heliopolis,Full Time,Experienced,3+ Yrs of Exp,Cairo,"Front-End, Software Development, Web Development, Computer Science, JQuery, HTML, CSS, Python, Information Technology (IT), Nodejs"
