Title,Company,Location,Type,Level,YearsExp,Country,Skills
Corporate Lawyer,Bayt El Khebra,Maadi,Full Time,Experienced,15+ Yrs of Exp,Cairo,"lawyer, Corporate Low, Legal, Legal"
Warehouse Manager,Unival,Katameya,Full Time,Manager,3+ Yrs of Exp,Cairo,"Logistics, Warehousing, Warehouse, Logistics/Supply Chain"
Cost Accountant,INDEVCO,Alsadat City,Full Time,Experienced,4-6 Yrs of Exp,Monufya,"Finance, Clerical Accounting, Financial Management, Financial Analysis, Banking, Bank Relation, Credit Rules, Account Payable"
Admin Coordinator,Great Castle,Heliopolis,Full Time,Entry Level,0-2 Yrs of Exp,Cairo,"Sales Support, Sales Admin, Office Management, Microsoft Office, Secretary, English, Administration"
Sr. Civil Engineer,Probuilders,Agouza,Full Time,Experienced,3-5 Yrs of Exp,Giza,"Construction, CAD, Architecture, Design, Concepts, Project Management, Engineering - Construction/Civil/Architecture"
Digital Marketing - Intern,Magdsoft,Nasr City,Internship,Student,0-1 Yrs of Exp,Cairo,"Digital Marketing, Online Marketing, Social Media, Market Research, Facebook, Marketing/PR/Advertising, Media/Journalism/Publishing"
Senior Quality Assurance Specialist,GET Group- Egypt,Cairo,Full Time,Experienced,4-7 Yrs of Exp,Egypt,"Quality Assurance, Software Development, Software Testing, CMMI, ISO, Computer Science, Computer Engineering, QA, Auditing"
Operation Accountant - Alexandria,EGIC,Alexandria,Full Time,Entry Level,1-2 Yrs of Exp,Egypt,"Finance, Accounting, Commerce, Budget, Reporting, Payroll, AR, Accounts Receivables, Cash, Treasury, Operations, Audit"
IT Hardware & Networking Specialist,Dimensions Information Technology,Dubai,Full Time,Part Time,5-15 Yrs of Exp,United Arab Emirates,"Information Technology (IT), Computer Hardware, Installation, Networks, LAN, WAN, Servers, Virtualization, Network Security, IT"
Web Graphic Designer,Better & Partners' Communications,Cairo,Full Time,Experienced,3+ Yrs of Exp,Egypt,"Digital Marketing, Content, English, Web Design, Graphic Design, javaScript, Adobe Illustrator, CSS, HTML, Adobe Photoshop, Front-End"
Senior (SQA) Software Quality Assurance Engineer,NAOS Marketing,Nasr City,Full Time,Experienced,4+ Yrs of Exp,Cairo,"Engineering, Quality Assurance, Computer Science, Software Development, Testing, Agile, TFS, Selenium, MS-SQL, Programming"
