Title,Company,Location,Type,Level,YearsExp,Country,Skills
Mobile Developer,Joovlly,Mohandessin,Full Time,Experienced,2+ Yrs of Exp,Giza,"Information Technology (IT), Software Development, Mobile Development, Android, iOS, Design, Flutter Mobile Application, GraphQL"
Receptionist,Unival,Sheraton,Full Time,Entry Level,1-2 Yrs of Exp,Cairo,"Admin Work, Admin Assistant, Microsoft Office, Office Management, Secretary, Administration"
Receptionist - (Mansoura),OPPO Egypt,Mansoura,Full Time,Entry Level,1-3 Yrs of Exp,Dakahlia,"Receptionist, Front Desk, Microsoft Office, Communication Skills, Presentation Skills, Customer Support, Customer Service, English"
Media Buyer & Social Media specialist,Digital Experts,Heliopolis,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Media Planning, Digital Marketing, Media Strategy, Advertising, Marketing Campaigns, Facebook, instagram, Youtube, E-marketing"
Purchasing Specialist,Confidential,Cairo,Full Time,Experienced,2-3 Yrs of Exp,Egypt,"Procurement, Logistics, Purchasing/Procurement"
Senior Recruitment Specialist,Qsource,New Cairo,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Human Resources (HR), Recruiting, Personnel, Microsoft Office, Selecting, Interviewing, English, Human Resources"
Science Teacher - Oman,Alam Almaarifa,Muscat,Full Time,Experienced,3-5 Yrs of Exp,Oman,"Females Preferred, Teaching, Eduaction, Instructing, English, Science, R&D/Science, Education/Teaching"
Full Stack WordPress Web Developer,Confidential,Cairo,Full Time,Experienced,3-5 Yrs of Exp,Egypt,"Computer Science, Software Development, PHP, English, javaScript, jQuery, HTML5, CSS3, WordPress, Front-End"
Mechanical Maintenance Engineer - Ready Made...,Confidential,Giza,Full Time,Experienced,6-10 Yrs of Exp,Egypt,"Mechanical Engineering, Safety, Troubleshooting, Electrical Engineering, Heavy Equipment, Plumbing, Manufacturing/Production"
Personnel Specialist,Tamweely,Cairo,Full Time,Entry Level,1+ Yrs of Exp,Egypt,"Personnel, English, Microsoft Office, Human Resources"
Senior Property Consultant,Mapy House,Sheraton,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Real Estate, Sales Skills, Sales Target, English, Property Consulting, Sales/Retail"
Senior Application Support Engineer (AX),Sky Distribution,Sheikh Zayed,Full Time,Experienced,3-5 Yrs of Exp,Giza,"Ax, Information Technology (IT), Computer Science, Computer Engineering, C#, Agile, MVC, .NET, Sales Buzz, SQL Server, Technical Support"
Product Owner,Confidential,Nasr City,Full Time,Experienced,4-6 Yrs of Exp,Cairo,"Product Owner, Software Engineering, Software Development, Information Technology (IT), Agile, Computer Science, Business"
Senior Software Engineer Full Stack,Meddy,Dubai,Full Time,Work From Home,5-10 Yrs of Exp,United Arab Emirates,"Computer Science, Software Development, Software Engineering, DevOps, Information Technology (IT), Software Design"
CRM Consultant,Xceed,Maadi,Full Time,Work From Home,2+ Yrs of Exp,Cairo,"Information Technology (IT), Computer Science, IT, Configuring, Computer Software, English, Customer Support, CRM, C#, SQL"
HR Implementation Consultant,DIRAC SYSTEMS,Cairo,Full Time,Experienced,3+ Yrs of Exp,Egypt,"Finance, Business Administration, Computer Science, Information Technology (IT), Accounting, System Engineering, HRM, Human Resources (HR)"
Accountant,AMG Al Amar Consulting Group S.A.,Maadi,Full Time,Experienced,5-7 Yrs of Exp,Cairo,"Finance, Financial Management, Commerce, Financial Analysis, Accounting/Finance"
Assistant Executive Manager,IET,Heliopolis,Full Time,Experienced,4-8 Yrs of Exp,Cairo,"Office Management, Secretary, English, Administrative, Communication Skills, Business Administration, Microsoft Office, Research"
Sales Manager/Team leader,Outsourcing 4 You,Maadi,Full Time,Manager,2-5 Yrs of Exp,Cairo,"Sales Plan, Sales Strategy, English, People Management, Communication, Sales Target, Customer Service, Leadership, Operations/Management"
Financial Operations Manager,MML Chartered Accountants & Tax Experts Office,Heliopolis,Full Time,Manager,15-20 Yrs of Exp,Cairo,"Finance, Accounting, Auditing, AP, AR, Tax, Cost, Insurance, Accounting/Finance, Operations/Management"
