Title,Company,Location,Type,Level,YearsExp,Country,Skills
HR Intern,Al Futtaim,New Cairo,Internship,Entry Level,null Yrs of Exp,Cairo,"HR, Recruitment, Human Resources"
Lead Surveyor (Field Survey Engineer),Confidential,Cairo,Full Time,Manager,3+ Yrs of Exp,Egypt,"Surveying, Construction, Mining Engineering, Surveyor, Engineering - Construction/Civil/Architecture, Engineering - Other"
Operations Specialist -Cairo,INTERLOG,Nasr City,Full Time,Shift Based,1-3 Yrs of Exp,Cairo,"2 Vacancies, Operations, Customer Service, Logistics, Microsoft Office, Customer Service/Support, Logistics/Supply Chain"
IT Specialist,El Mansour Development,Mokattam,Full Time,Experienced,3+ Yrs of Exp,Cairo,"Information Technology (IT), Computer Science, DNS, Installation, Security, OS, Active Directory, Maintenance, Computer Engineering"
Front-End Developer Angular - Ionic,DIRAC SYSTEMS,Heliopolis,Full Time,Experienced,2-5 Yrs of Exp,Cairo,"Information Systems, Computer Science, System Engineering, ML/XHTML, javaScript, CSS, jQuery, AngularJS, Software Development"
Senior UI Developer,Generation C,Sheraton,Full Time,Experienced,3-4 Yrs of Exp,Cairo,"Information Technology (IT), Computer Science, Telecommunication, Engineering, HTML5, UI, CSS3, javaScript, jQuery, SCSS"
Warehouse Controller.,PICO Engineering Group,Mohandessin,Full Time,Experienced,5-7 Yrs of Exp,Giza,"Warehouse, Warehousing, Supply Chain, Logistics, Logistics/Supply Chain"
Stock Control Section Head رئيس قسم مراقبة...,Go Bus,Katameya,Full Time,Manager,10-15 Yrs of Exp,Cairo,"Males Only, SAP, MS Office, Stock Control, Accounting, Finance, English, Commerce, Warehousing, Logistics, Supply Chain"
Video Editor,Wadi Degla Group,Maadi,Full Time,Experienced,2-3 Yrs of Exp,Cairo,"Communication Skills, Creativity, Media, Writing, Adobe Premiere, Creative/Design/Art, Writing/Editorial, Media/Journalism/Publishing"
Outgoing Tourism Manager,The Travel Connection Tours,Giza,Full Time,Manager,5-10 Yrs of Exp,Egypt,"Travel, Management, Outgoing, Operations/Management, Tourism/Travel"
"\"Sales Admin \"\" Real Estate \"\"\"",Confidential,New Cairo,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"CRM, Real Estate, contracting, Excel, Sales Skills, Sales Target, ERP, OR, Administration, Sales/Retail"
Internal Audit Officer,Vitas Egypt,Cairo,Full Time,Experienced,2-3 Yrs of Exp,Egypt,"CIA, Finance, Accounting, Microsoft Office, Computer Skills, Business, Accounting/Finance"
Sales Admin (Telesales),Location Real Estate,Nasr City,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Realestate, Resale, Cold Calls, Brokerage Real Estate, Property, Administration, Telesales, Customer Service, Administration"
Medical Area Sales Manager,dkt Egypt,Tanta,Full Time,Manager,1-5 Yrs of Exp,Gharbia,"Coaching, People Management, Performance, Retail, Marketing, Area Sales, Sales Management, Sales Skills, Sales Target, Sales/Retail"
OR Head Nurse (CSH),Cleopatra Hospitals Group,Heliopolis,Full Time,Manager,5+ Yrs of Exp,Cairo,"Operative Rooms, OR, Medical, Healthcare, Medical/Healthcare"
Project Management Office Manager,Wadi Group,Aswan,Full Time,Manager,10+ Yrs of Exp,Egypt,"Civil Engineering, Microsoft Office, Office Management, Engineering - Construction/Civil/Architecture, Project/Program Management"
Production Engineer,Teba United,10th of Ramadan City,Full Time,Experienced,2-5 Yrs of Exp,Cairo,"Sheet Metals, Mechanical Engineering, Manufacturing, Manufacturing/Production, Engineering - Mechanical/Electrical"
UX Designer,WebBeds,Nasr City,Full Time,Experienced,3-6 Yrs of Exp,Cairo,"Information Technology (IT), UX, Computer Science, UI, Web Design, UX Design, User Experience, Creative/Design/Art"
Collections Assistant Manager - Operations,M² Developments,Mohandessin,Full Time,Manager,6-9 Yrs of Exp,Giza,"Accounting, Finance, SAP, Accounting/Finance"
CEO Executive Assistant,Infinity Clinic Pharma,Nasr City,Full Time,Experienced,5-8 Yrs of Exp,Cairo,"Administration, Administration"
Technical Office Engineer,TAG Egypt,Mohandessin,Full Time,Entry Level,0-2 Yrs of Exp,Giza,"Females Only, Mechanical Engineering, EGAC, Technical Office Engineering, Calibration, AutoCAD, Microsoft Office, Time Management"
Social Media Team Leader,SYE English Community,Dokki,Full Time,Manager,5+ Yrs of Exp,Giza,"E-marketing, Social Media, Digital Marketing, Content Writing, Market Research, Content Calendar, Media Buying, Marketing/PR/Advertising"
Wellbeing & Resilience Site Lead,Majorel Egypt,Abbassia,Full Time,Shift Based,3+ Yrs of Exp,Cairo,"Psycho-Education, CBT, Psychotherapist, Medical, Screening, IACP, ICP, APPI, PSI, Medical/Healthcare"
Product Owner,VA Computing Egypt,New Cairo,Full Time,Experienced,5+ Yrs of Exp,Cairo,"Scrum, Product Owner, Agile, Information Technology (IT), Software Development, Computer Science, Software Engineering, English, Kanban"
Senior Accountant,Maxim Foods,New Cairo,Full Time,Experienced,3-4 Yrs of Exp,Cairo,"Accounting, Finance, Accountant, Financial Analysis, English, Accounting/Finance"
