Title,Company,Location,Type,Level,YearsExp,Country,Skills
UI/UX Designer,AlQemam For Programming,Mansoura,Full Time,Experienced,2+ Yrs of Exp,Dakahlia,"UI/UX Design, UI Design, Photoshop, Creative/Design/Art, IT/Software Development"
Outdoor Sales Specialist,B2B Plus- Orange Authorized Agent,Giza,Full Time,Entry Level,0-1 Yrs of Exp,Egypt,"Outdoor Sales, Sales Skills, Sales Target, Communication Skills, Customer Service, Sales/Retail"
System Administrator/DevOps,EMIRATES BARQ,Cairo,Full Time,Entry Level,1-5 Yrs of Exp,Egypt,"Servers, Linux, Windows, Software, MySQL, Virtualization, DNS, Firewall, PHP, Security, Computer Science, System Administration"
Treasury Accountant,Special for office furniture,Sharqia,Full Time,Experienced,4-6 Yrs of Exp,Egypt,"Finance, Treasury, Financial Analysis, Accounting/Finance"
Plant Oil Refining Engineer,Confidential,Alexandria,Full Time,Experienced,5+ Yrs of Exp,Egypt,"Engineering, Chemical, GC, H2S, Science, Agriculture, Oil Refining, Manufacturing/Production, Quality, Engineering - Other"
Outdoor Sales Representative (B2B) - Furniture,Ideal House,Giza,Full Time,Experienced,2+ Yrs of Exp,Egypt,"Males Only, Sales Skills, Sales Target, English, B2B, Communication, Business Development, Marketing/PR/Advertising, Sales/Retail"
Maintenance Engineer,Diamond for Import & Export,Giza,Full Time,Experienced,5-7 Yrs of Exp,Egypt,"Mechanical Engineering, Chinese Heavy Equipments, Troubleshooting, Repair, Installation/Maintenance/Repair"
Social Studies Teacher (6th Of October Branch),Egyptian Language School,6th of October,Full Time,Experienced,2+ Yrs of Exp,Giza,"Education, Communication Skills, English, Primary, Education/Teaching"
Java Software Developer,Ansme Financial,Nasr City,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Computer Science, javaScript, Software Development, Computer Engineering, CSS3, HTML5, Angular, MYSQL, Spring"
Office Manager/Receptionist,BCS,Cairo,Full Time,Experienced,3+ Yrs of Exp,Egypt,"Administration, Office Management, Microsoft Office, Communication, Receptionist, Administration, Customer Service/Support"
Sybase Database Administrator,ITS,Cairo,Full Time,Experienced,2+ Yrs of Exp,Egypt,"Databases, Sybase Database Administration, MySQL, Oracle, Performance Tuning, Sybase ASE, Sybase IQ, IT/Software Development"
English Instructors - Online,SYE English Community,Nasr City,Part Time,Freelance / Project,1+ Yrs of Exp,Cairo,"1+ Yrs of Exp, 5 Vacancies, Education, English Teaching, Professional Teaching Certificate, Instructing, Training"
Finance Manager,Smart Group,Nasr City,Full Time,Manager,5-10 Yrs of Exp,Cairo,"Accounting, ERP, Odoo, SAP, Oracle, Financial Management, Financial Analysis, Finance Software, Accounting/Finance, Operations/Management"
Medical Copywriter,Shifa Egypt,New Cairo,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"Marketing, Content Creator, Copywriter, Writing/Editorial, Marketing/PR/Advertising"
Tax Accountant,NMDC,Cairo,Full Time,Experienced,2-3 Yrs of Exp,Egypt,"Finance, Financial Analysis, Oracle, Tax Transaction, Construction, Accounting/Finance"
Senior Administration Officer,INDEVCO,6th of October,Full Time,Experienced,3-5 Yrs of Exp,Giza,"Secretary, Office Management, Microsoft Excel, Microsoft Office, Microsoft Word, Microsoft PowerPoint, Accounting, MS Office"
Business Analyst,Sumerge,Maadi,Full Time,Experienced,2-5 Yrs of Exp,Cairo,"Software Development, Business Analysis, Computer Science, Software Engineering, Computer Engineering, English, IT/Software Development"
Mechanical Site Engineer,Mantrac,Sohag,Full Time,Entry Level,0-5 Yrs of Exp,Egypt,"Males Only, Mechanical Engineering, Site Engineering, English, Communication Skills, Engineering - Mechanical/Electrical"
Cost Analysis Accountant,Melco-Mec Egypt for Elevators & Escalators - Mitsubishi,Dokki,Full Time,Experienced,8-10 Yrs of Exp,Giza,"Accounting Software, Financial Analysis, Cost Analyst, Cost Analysis, Finance, Analytical, English, Accounting/Finance"
Digital Marketing Manager,Profolio Consulting,Maadi,Full Time,Manager,5-10 Yrs of Exp,Cairo,"Social Network Advertising, Marketing budget, Digital Marketing, Marketing Channels, Twitter, B2B, Social Media, Facebook"
Software-Help Desk,Esmaar,New Cairo,Full Time,Experienced,2-3 Yrs of Exp,Cairo,"Customer Service, Customer Support, ERP, Sales, English, Marketing, MS Office, Technical, Training, MS, Help Desk"
Senior Sales Executive,Future Group,Mohandessin,Full Time,Work From Home,3+ Yrs of Exp,Giza,"Sales Skills, Sales Target, Customer Service, Customer Care, Customer Support, English, Business Development, Sales/Retail"
Operations Business Analyst,Caduceus Lane,Alexandria,Full Time,Experienced,7+ Yrs of Exp,Egypt,"Business Analysis, Operations, Microsoft Office, Business Development, Operations/Management, Analyst/Research"
Chief Financial Officer,Confidential,Sheraton,Full Time,Senior Management,10+ Yrs of Exp,Cairo,"Finance, Financial Analysis, CPA, Payroll, General Ledger, Accounting Software, ACAA, CIMA, Auditing"
