Title,Company,Location,Type,Level,YearsExp,Country,Skills
Feasibility Analyst,Confidential,Zamalek,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Analysis, Data Mining, Economics, Accounting/Finance, Analyst/Research"
Technical Office Engineer - Furniture,Special for office furniture,Sharqia,Full Time,Experienced,4-6 Yrs of Exp,Egypt,"AutoCAD, Technical Office, Architecture, Furniture, Design, Drawing, Engineering - Construction/Civil/Architecture, Creative/Design/Art"
Angular OR Node Technical Team Lead,3D Diagnostix,Maadi,Full Time,Manager,5-8 Yrs of Exp,Cairo,"Information Technology (IT), Software Development, Backend, Front End, Angular, javaScript, Engineering, SQL, jQuery"
Accounts Receivable,Advansys for Trading & Contracting,Maadi,Full Time,Entry Level,1-5 Yrs of Exp,Cairo,"Finance, Accounts Receivable, Financial Analysis, AR, English, AR Accountant, Problem Solving, Communication Skills, Accounting"
.Net Core Developer,Obeikan Digital Solutions,New Cairo,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"Computer Science, Information Technology (IT), C#, MVC, Angular, HTML, .NET Core, OOP, Git, MSSQL, WebAPI, Engineering"
Technical Sales Coordinator,Brilliant Engineering,6th of October,Full Time,Experienced,2-3 Yrs of Exp,Giza,"Mechanical Engineering, English, Sales Skills, Sales Target, Customer Service, HVAC, Sales/Retail"
Software QC Supervisor,Eva Pharma,Haram,Full Time,Manager,3-5 Yrs of Exp,Giza,"Information Technology (IT), Computer Science, Telecom, Software Quality, Software Engineering, Mobile Apps, APIs, Testing, English, Arabic"
Outdoor Sales Specialist,Al Qema Group (Q-Tech),Cairo,Full Time,Experienced,3-5 Yrs of Exp,Egypt,"Sales Skills, Outdoor Sales, Sales Target, Customer Service, Customer Service/Support, Sales/Retail"
Fundraising Coordinator,Heliopolis University,Salam City,Full Time,Entry Level,1-5 Yrs of Exp,Cairo,"Public Relations (PR), NGOs, English, German, Business Development, PR, Business Development, Marketing/PR/Advertising"
Poultry Section Head,Confidential,Belbes,Full Time,Manager,15+ Yrs of Exp,Sharqia,"Males Only, Chicken, Poultry, Farms, Food Industry, Agricultural Science, FMCG, Operations/Management, Manufacturing/Production"
Senior English Instructor (Dokki Branch),SYE English Community,Dokki,Full Time,Manager,3+ Yrs of Exp,Giza,"TEFL, Teaching, Education, Instructing, CELTA, PCELT, FELT, Linguistics, Curriculum Preparation, Education/Teaching"
HR Manager,Darna Developments,Nasr City,Full Time,Manager,7-10 Yrs of Exp,Cairo,"HR, Personnel, HR Management, Recruitment, Microsoft Office, Human Resources, Operations/Management"
Environment & Health (HSE) Internship -...,Prometeon Pirelli Tyres ( Ex-Pirelli ),Ameria,Internship,Entry Level,0-1 Yrs of Exp,Alexandria,"HSE, Environmental Science, biochemistry, R&D/Science, Manufacturing/Production, Engineering - Other"
Social Media Specialist,Alhokamaa Consultancy,Giza,Full Time,Experienced,2-4 Yrs of Exp,Giza,"SEO, E-marketing, Writing, English, Content Creation, Facebook, Digital, Marketing/PR/Advertising, Media/Journalism/Publishing"
Merchandiser - Alexandria,Confidential,Alexandria,Full Time,Entry Level,1-3 Yrs of Exp,Egypt,"Merchandising, Home Appliances, Sales Skills, Sales Buzz, Sales/Retail"
Collection Specialist,SAK Developments,New Cairo,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Finance, Customer Service, Accounting, English, MS Office, Real Estate, Accounting/Finance"
Business Development & Digital Sales Specialist,WellGrow Training and Consulting,Maadi,Full Time,Entry Level,1-2 Yrs of Exp,Cairo,"Business Development, Sales Target, Communication Skills, Problem Solving, Creative, Digital Sales, Business Development, Sales/Retail"
Customer Complaints Specialist,Rotografia,6th of October,Full Time,Entry Level,0-2 Yrs of Exp,Giza,"Customer Care, Complaints, Customer Service, Customer Support, Quality, Production & Manufacturing, Sales, R&D/Science, Quality"
Quality Assurance Specialist - Portsaid,Mishkat Nour,Port Said,Full Time,Experienced,4-7 Yrs of Exp,Egypt,"Quality Assurance, Quality Control, QA, QC, Communication Skills, Quality"
Senior Account Manager/Digital Marketing...,Glu solutions,Fleming,Full Time,Experienced,5+ Yrs of Exp,Alexandria,"Advertising, Social Media Platforms, E-marketing, English, Marketing/PR/Advertising, Sales/Retail, Media/Journalism/Publishing"
Marketing Specialist,Great Castle,Heliopolis,Full Time,Entry Level,1-2 Yrs of Exp,Cairo,"Social Media, E-marketing, English, Marketing/PR/Advertising, Media/Journalism/Publishing"
Business Developer (B2B),Brand Key,Nasr City,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Digital Marketing, Market Research, E-marketing, Sales Skills, Sales Target, Communication Skills, Selling Marketing Services, English"
Senior Back-End Developer,TravelYalla,Nasr City,Full Time,Experienced,4+ Yrs of Exp,Cairo,"JSON, Code Versioning Tools, Git, CSS3, Payments Gateways, Affiliate Management System, Payfort, Paypal, Authorize.net, Google Checkout"
Senior iOS Developer,Mongez,New Cairo,Full Time,Experienced,4+ Yrs of Exp,Cairo,"Cocoa Touch, Realm, MVP, MVVM, Viper, RxSwift, Gitflow, CI/CD, Core Data, Information Technology (IT), Computer Science, Agile"
Enterprise Sales Representative (Outdoor),B2B Plus- Orange Authorized Agent,Dokki,Full Time,Entry Level,1+ Yrs of Exp,Giza,"Customer Service, Customer Care, Customer Support, Sales Skills, Enterprise Sales, Communication Skills, Outdoor Sales, Sales Target"
