Title,Company,Location,Type,Level,YearsExp,Country,Skills
Outdoor Sales Representative,Confidential,10th of Ramadan City,Full Time,Experienced,1-5 Yrs of Exp,Cairo,"Sales Skills, Outdoor Sales, Sales Target, Communication Skills, Corporate Sales, Presentation Skills, Selling Skills, Sales/Retail"
Business Development Representative - US Account...,Flairstech,Maadi,Full Time,Experienced,2-7 Yrs of Exp,Cairo,"Business Development, CRM, Lead Generation, Sales Skills, English, Networking, Social Media, Sales Target, Salesforce, Software"
E-Marketing Specialist,Brilliant Engineering,6th of October,Full Time,Entry Level,1-2 Yrs of Exp,Giza,"Social Media Ads, English, Electrical Engineering, Mechanical Engineering, Marketing/PR/Advertising, Media/Journalism/Publishing"
Senior PHP Developer - Laravel,Trufla,Heliopolis,Full Time,Experienced,3+ Yrs of Exp,Cairo,"PHP, Information Technology (IT), Computer Science, Software Development, Software Engineering, Laravel, MySQL, RESTful APIs, AWS"
Photographer / Filmmaker,ArabAps,Nasr City,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"Films, Videos, Photography, Videography, Filmmaking, English, Travel, E-marketing, Creative/Design/Art, Media/Journalism/Publishing"
Quality Assurance Executive ( Customer Care ),Expand Cart,6th of October,Full Time,Experienced,2+ Yrs of Exp,Giza,"Customer Service, Customer Support, Quality Assurance, Communication Skills, English, Presentation Skills, Customer Service/Support"
Senior Quality Assurance (IPC) - Sterile Area,Hikma Pharmaceuticals,Badr City,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"Pharmacy, Pharmaceutical, Science, QA, Quality Assurance, Analysis, IPC, R&D/Science, Quality, Pharmaceutical"
VC Personal Assistant - Mahalla kubra,Confidential,Mahalla Kubra,Full Time,Entry Level,0-2 Yrs of Exp,Gharbia,"Personal Assistant, Executive Seceratry, Administration, Administration"
Oracle Developer,Egabi FSI,Sheraton,Full Time,Experienced,3-8 Yrs of Exp,Cairo,"Information Technology (IT), Computer Science, Software Development, Java SE, Oracle PL/SQL, Oracle SQL, PL/SQL, PL, Oracle Forms"
Quran Teacher,Mishkat Nour,Port Said,Part Time,Experienced,3-7 Yrs of Exp,Egypt,"Education, Teaching, International School, Quran, Education/Teaching"
Php Back-end Developer,IPC,New Cairo,Full Time,Experienced,2-5 Yrs of Exp,Cairo,"Web Services, Agile, REST, github, Mysql, Software Development, Computer Science, Information Technology (IT), Linux, LARAVEL, SOAP"
Junior Scrum Master,EasyKash,Giza,Internship,Entry Level,0-1 Yrs of Exp,Egypt,"Software Development, Software Testing, Scrum, Agile, Information Technology (IT), Computer Science, Quality Control, Project Planning"
Warehouse Manager - Pharmaceutical,Sehha Pharmacy,Nasr City,Full Time,Manager,5-7 Yrs of Exp,Cairo,"Store Management, Sales, Administration, Operations, Supply Chain, Logistics, Pharmacy, Logistics/Supply Chain, Pharmaceutical"
Business Development Engineer,Floortec,Sheikh Zayed,Full Time,Entry Level,1-5 Yrs of Exp,Giza,"Business Development, Construction, Sales Engineer, Architecture, Civil Engineering, Ready-Mix Concrete, Business Development"
Receptionist / Secretary,Dr hesham rashed dental clinic,Nasr City,Part Time,Shift Based,1-5 Yrs of Exp,Cairo,"2 Vacancies, Females Only, Office Management, Secretary, Admin Assistant, Administration, Customer Service, Customer Care, English"
Managing Director CEO Assistant,Bakeland Egypt,10th of Ramadan City,Full Time,Experienced,5-10 Yrs of Exp,Sharqia,"Administration, Office Management, English, Research, Microsoft Office, Interpersonal Skills, CEO Assistant, Administration"
HR Advisor (Generalist),Talent 360,Giza,Full Time,Entry Level,1-3 Yrs of Exp,Egypt,"Performance Management, Recruitment, Organization Development, English, Excel, Human Resources"
Operations Manager,Arafa Market,Fayoum,Full Time,Manager,5+ Yrs of Exp,Fayoum,"Management, Sales, Operations, Quality, Capacity Planning, Operations/Management"
Project Controls Manager,Tabarak Holding,New Cairo,Full Time,Manager,12-20 Yrs of Exp,Cairo,"Construction, Cost, Architecture, English, Quality Control, Project Management, Computer Skills, Project/Program Management"
Partnerships Team Manager,WUZZUF,Maadi,Full Time,Manager,7-15 Yrs of Exp,Cairo,"Partnerships Management, Partnerships Manager, fundraising, donors’ Management, government relations management, Proposal writing"
Architect Engineer Interior Design - Alexandria,AMS NUMBER ONE,Agami,Full Time,Experienced,2-5 Yrs of Exp,Alexandria,"engin, Design, Creative, Engineering - Construction/Civil/Architecture, Creative/Design/Art, Fashion"
Graphic Designer,Pull & Coach,Garden City,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"Adobe Photoshop, Adobe Illustrator, Graphic Designing, Creative/Design/Art, Media/Journalism/Publishing"
