Title,Company,Location,Type,Level,YearsExp,Country,Skills
Business Development & Marketing Specialist -...,wnpro,Giza,Full Time,Entry Level,1-2 Yrs of Exp,Egypt,"Business Development, Marketing, Sales Skills, Customer Service, Programming, Business Development, Marketing/PR/Advertising"
Technical Office Engineer,Future Office Furniture,Badr City,Full Time,Experienced,5-10 Yrs of Exp,Cairo,"Engineering, Architecture, Technical Support, AutoCAD, Drawing, Office Furniture, Technical Office, Applied Arts, Interior Design"
Site Manager,Confidential,Abu Rawash,Full Time,Manager,5-8 Yrs of Exp,Giza,"Construction, Site Management, Engineering - Construction/Civil/Architecture"
Magento Developer,Comfort Egypt,Nasr City,Freelance / Project,Experienced,3-5 Yrs of Exp,Cairo,"Communication, XML, English, Software Development, Information Technology (IT), Software Engineering, javaScript"
Senior SAP Consultant - SD/Basis/HCM SAP...,Intercom Enterprises,Cairo,Full Time,Experienced,3+ Yrs of Exp,Egypt,"SAP, Computer Science, SD, HCM, Business Processes, Maintenance, Software Deveopement, Telecom, Information Technology, Engineering"
Project Manager,Zeew,Cairo,Full Time,Work From Home,7+ Yrs of Exp,Egypt,"Computer Science, English Language, Project Management, Information Technology (IT), Software, Development, IT/Software Development"
Receptionist,Raya Corporation,Giza,Full Time,Entry Level,0-2 Yrs of Exp,Giza,"Administration, English, Communication, Hospitality, Office Management, Administration, Hospitality/Hotels/Food Services"
Workshops Section Head - Construction,Confidential,Madinaty,Full Time,Manager,5-12 Yrs of Exp,Cairo,"Construction, Architecture, Engineering, Workshops, Engineering - Construction/Civil/Architecture, Operations/Management"
Warehouse Manager,White Tissues,6th of October,Full Time,Manager,5-10 Yrs of Exp,Giza,"Supply Chain, Warehousing, Warehouse, Logistics/Supply Chain"
Admin Assistant,Kira Trade International,New Cairo,Full Time,Entry Level,1-2 Yrs of Exp,Cairo,"Office Management, Assistance, Computer Skills, Microsoft Office, Administration"
Quality Engineer,Confidential,Maadi,Full Time,Experienced,5+ Yrs of Exp,Cairo,"Quality Assurance, Engineering, Applied Arts, Furniture, Interior Design, Creative/Design/Art, Quality"
Brand Manager,Egyptian Company for Trading Industry and International Agents,6th of October,Full Time,Manager,5+ Yrs of Exp,Giza,"Marketing Campaigns, Leadership, Communication Skills, Fashion, Market Research, Retail, Clothes, Operations/Management, Sales/Retail"
Office Manager,Confidential,Cairo,Full Time,Experienced,2-5 Yrs of Exp,Egypt,"Office Management, Administration, Secretary, Real Estate, Office Manager, Microsoft Office, Communication Skills, CEO, English"
Graphic Designer,Air Gate,Mohandessin,Full Time,Experienced,3-5 Yrs of Exp,Giza,"Adobe Photoshop, Adobe Illustrator, English, Graphic Design, Microsoft Office, Creative/Design/Art, Marketing/PR/Advertising"
Telesales Agent,Emarketing-egypt,Dokki,Full Time,Entry Level,1-2 Yrs of Exp,Giza,"Females Only, Sales Skills, Sales Target, Telesales, Telemarketing, Customer Service, Customer Care, Customer Support, Call Center"
Branch Manager,Tawzef,Heliopolis,Full Time,Manager,4-5 Yrs of Exp,Cairo,"Customer Service, Retail, Fashion, Communication Skills, Management, Operations/Management, Sales/Retail, Fashion"
Telesales Representative,Confidential,Cairo,Full Time,Entry Level,1-3 Yrs of Exp,Egypt,"Telesales, Sales Skills, Sales Target, Business Skills, Business Development, Customer Service/Support, Sales/Retail"
Technical Support Engineer,Ray C - Security & Engineering Solutions,Maadi,Full Time,Entry Level,0-2 Yrs of Exp,Cairo,"Information Technology (IT), Computer Science, Telecommunication, Technical Support, CCTV, Networking, Installation, Maintenance"
