Title,Company,Location,Type,Level,YearsExp,Country,Skills
Senior Flutter Developer - Nasr City,Maxycode,Nasr City,Full Time,Experienced,3+ Yrs of Exp,Cairo,"Computer Science, Software Development, iOS, RESTful, JSON, APIs, Flutter Development, Web, BLoC, Provider, Java"
Arabic Translation Reviewer (Full-Time /...,Nagwa,Nasr City,Full Time,Part Time,5+ Yrs of Exp,Cairo,"5+ Yrs of Exp, 10 Vacancies, Editing, Translation, Writing, Localization, English, Arabic, Writing/Editorial"
Payroll Specialist,Target Recruitment & HR Solutions,Alexandria,Full Time,Entry Level,1-3 Yrs of Exp,Egypt,"Personnel, Payroll, Salaries, Employee Relations, Bank Accounts, Human Resources"
Sales Team Leader,JIT International Logistics,Cairo,Full Time,Manager,6-15 Yrs of Exp,Egypt,"Sales Target, English, Logistics, Supply Chain, Freight Service, Logistics/Supply Chain, Sales/Retail"
IT Technical Support Specialist,Smartistic Education Technology Co,Sheikh Zayed,Full Time,Part Time,2+ Yrs of Exp,Giza,"2+ Yrs of Exp, Computer Science, Information Technology (IT), Troubleshooting, IT, Communication Skills, Microsoft Office, Help Desk"
Customer Service Officer,Vitas Egypt,Nasr City,Full Time,Entry Level,0-2 Yrs of Exp,Cairo,"Customer Care, Customer Support, Sales, Marketing, Microsoft Office, Communication Skills, Customer Service/Support"
Physician GP Practitioner,Confidential,6th of October,Full Time,Experienced,3-5 Yrs of Exp,Giza,"Medical, Doctor, GP, General Practitioner, Patients, Examinations, Medicine, English, Medical/Healthcare"
Digital Marketing Specialist -Intern - Sri Lanka,AIESEC Cairo University,Colombo,Internship,Entry Level,null Yrs of Exp,Sri Lanka,"E-marketing, Social Media, Communication, Marketing/PR/Advertising, Media/Journalism/Publishing"
Procurement Specialist,Confidential,Dokki,Full Time,Experienced,3-6 Yrs of Exp,Giza,"Logistics, Communication Skills, Negotiation, Procurement Specialist, Supply Chain, Logistics/Supply Chain, Purchasing/Procurement"
Procurement Manager - Multinational,Pillars,Cairo,Full Time,Manager,15-20 Yrs of Exp,Egypt,"Purchasing, Supply Chain, English, Arabic, Logistics, Logistics/Supply Chain, Purchasing/Procurement"
Service Sales Engineer,KONE,New Cairo,Full Time,Entry Level,0-3 Yrs of Exp,Cairo,"Engineering, Negotiation, Customer Service, English, Arabic, Mechatronics, Mechanical, Electrical, Construction, Building Material"
Product Specialist (Pharmaceutical Field) -...,Elegant Care Group,Monufya,Full Time,Entry Level,1+ Yrs of Exp,Egypt,"VET, Sales Skills, Indoor Sales, Outdoor Sales, Medicine, Pharmaceutical, Medical/Healthcare, Sales/Retail, Pharmaceutical"
