Title,Company,Location,Type,Level,YearsExp,Country,Skills
Corporate Lawyer,Confidential,Jeddah,Full Time,Experienced,5-8 Yrs of Exp,Saudi Arabia,"Males Preferred, Corporate Lawyer, Legal, Legal"
Customer Service Agent Vodafone UK/IE - Giza,Majorel Egypt,6th of October,Full Time,Entry Level,0-1 Yrs of Exp,Giza,"Customer Service, Customer Support, English, Customer Care, Call Center, Communication, MS Office, Customer Service/Support"
Fit Out Engineer- Hurghada,Somabay,Hurghada,Full Time,Experienced,2-3 Yrs of Exp,Red Sea,"Site Architect, Primavera, 3ds Max, Adobe Photoshop, Civil Engineering, AutoCAD, Finishing, Fit Out, Project/Program Management"
Senior Business Intelligence Developer,Ejada (Cairo),Cairo,Full Time,Experienced,4+ Yrs of Exp,Egypt,"Computer Science, Computer Engineering, Information Technology (IT), Software Engineering, Business Intelligence, BI, Business Analysis"
Human Resources Manager,Shehab Co.,Mohandessin,Full Time,Manager,10-15 Yrs of Exp,Giza,"HR Management, Recruitment, HR, Human Resources"
Senior Inventory Control Specialist - Shared...,Confidential,New Cairo,Full Time,Experienced,4-5 Yrs of Exp,Cairo,"Supply Chain, Business Administration, Finance, Retail, Inventory, Computer Skills, Microsoft Office, Accounting Program, English"
Flutter Developer,BCS,Maadi,Full Time,Experienced,2-5 Yrs of Exp,Cairo,"Computer Science, Flutter, Software Development, IT/Software Development"
Digital Marketing Executive,Confidential,Nasr City,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Digital Marketing, Social Media, Digital Media, Marketing/PR/Advertising, Media/Journalism/Publishing"
Social Media Specialist,Cairo Expo for Marketing & Exhibitions,Haram,Full Time,Entry Level,1-3 Yrs of Exp,Giza,"E-marketing, Social Media, Campaigns, Photoshop, English, Design, Content, Computer Skills, Writing, Marketing/PR/Advertising"
Accounting Manager,Confidential,10th of Ramadan City,Full Time,Manager,4+ Yrs of Exp,Sharqia,"Financial Management, Commerce, Financial Analysis, Finance, Accounting/Finance"
Admin Assistant ( Legal Department ) - Giza,KUWADICO,6th of October,Full Time,Experienced,4-6 Yrs of Exp,Giza,"Office Management, Secretary, Microsoft Office, Communication, Law, English, Legal, Administrative, Administration, Legal"
Online Excel Instructor,Speakup,Maadi,Part Time,Freelance / Project,1-3 Yrs of Exp,Cairo,"1-3 Yrs of Exp, 4 Vacancies, Education, Online Teaching, Learning, Training, Education/Teaching, Training/Instructor"
Inventory Admin - Internship,Homex Shop,Nasr City,Internship,Entry Level,0-1 Yrs of Exp,Cairo,"E-marketing, Communication Skills, Customer Service, Customer Support, Customer Care, Sales Skills, Inventory, Supply"
Junior .NET Developer / Alexandria,Confidential,Smouha,Full Time,Entry Level,1+ Yrs of Exp,Alexandria,".NET, MVC, C#, TFS, Git, Software Development, Information Technology (IT), Computer Science, IT/Software Development"
Telesales Agent,Al Ismailia Pharmacy,Alexandria,Full Time,Experienced,2+ Yrs of Exp,Egypt,"Sales Skills, Telesales, Customer Service/Support, Sales/Retail"
Senior Vendor Manager,Teqneyat,Mohandessin,Full Time,Experienced,3+ Yrs of Exp,Giza,"Vendor Manager, Vendor Management, Translation, English, Human Resources, Project/Program Management"
Quality Assurance Manager,Confidential,Belbes,Full Time,Manager,15+ Yrs of Exp,Sharqia,"Quality Control, QA, ISO 9000, Data Analysis, Leadership, Business Administration, Operations/Management, Quality"
