Title,Company,Location,Type,Level,YearsExp,Country,Skills
Senior JavaScript Developer,Longman Egypt,Giza,Full Time,Experienced,5-10 Yrs of Exp,Giza,"Computer Science, Information Technology (IT), javaScript, Software Development, CSS, HTML, Git, React, UI, UX, AWS, RESTful"
Senior Financial Data Quality Specialist,Z2 Data,Nasr City,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Data Quality, Financial, Quality Assurance, Quality Control, QA, English, Commerce, Accounting/Finance, Quality, Analyst/Research"
Supply Chain Assistant,Confidential,Bourj Alarab,Full Time,Entry Level,1-2 Yrs of Exp,Alexandria,"Females Only, Supply Chain, Logistics, Purchasing, Management, Import, Export, Microsoft Office, Programs, Excel, English"
Digital Marketing Executive,Special for office furniture,Nasr City,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"Social Media, Photographer, Photographing, E-marketing, Marketing/PR/Advertising, Media/Journalism/Publishing"
Purchasing Manager (Hotels) - Alexandria,Paradise Inn Hotels & Resorts,Mahta Alraml,Full Time,Manager,10+ Yrs of Exp,Alexandria,"Procurement, Supply Chain, Logistics, Business Administration, Sourcing Management, Vendor Management, Hotels, Hospitality"
Social Media Graphic Designer,Confidential,Haram,Full Time,Experienced,3-5 Yrs of Exp,Giza,"Communication Skills, English, Social Media Marketing, Colors, Social Media Design, Creative/Design/Art, Marketing/PR/Advertising"
Senior Business Development Specialist,Helm Organization,Maadi,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Account Management, Sales Skills, Sales Target, Business Administration, Business Development"
Sales Associate - Alex,Aqarmap.com,Alexandria,Full Time,Entry Level,1+ Yrs of Exp,Egypt,"Corporate Sales, Real Estate, Sales Skills, Insurance, Sales Target, Outdoor Sales, Telesales, Property, Customer Service, English"
Telesales Representative - English Queue,Raya Contact Center,Maadi,Full Time,Entry Level,0-2 Yrs of Exp,Cairo,"Telesales, Customer Service, Sales Skills, Customer Care, Customer Support, English, Customer Service/Support, Sales/Retail"
Front-End Web Developer (Angular) - Remotely,Pan Arab Media Inc,Maadi,Full Time,Work From Home,1+ Yrs of Exp,Cairo,"2 Vacancies, DOM, JSON, HTML5, CSS3, XML, JQuery, MySQL, PHP, Angular, Web Design, Software Development, Jira, javaScript"
Warehouse Officer,Egyptian Canning - BEST,Aga,Full Time,Experienced,3-7 Yrs of Exp,Dakahlia,"Warehousing, Supply Chain, Warehouse Software Packages, MS Office, Logistics/Supply Chain"
Senior Media Buyer,GCCS Ads,New Cairo,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Campaigns, Twitter, Google Analytics, Social Media, Advertising, Microsoft Excel, Facebook, Marketing/PR/Advertising"
Social Media Moderator,Confidential,New Cairo,Full Time,Experienced,2-3 Yrs of Exp,Cairo,"E-marketing, SEO, Content, Copywriting, Online Marketing, Communication, Management, Creative, Marketing/PR/Advertising"
Senior QA Engineer,Wadi Degla Group,Maadi,Full Time,Experienced,6-8 Yrs of Exp,Cairo,"Quality Assurance, Architectural Engineering, Engineering - Construction/Civil/Architecture, Quality"
Customer Service Coordinator,Misr Elkheir Foundation,Cairo,Full Time,Entry Level,1-3 Yrs of Exp,Egypt,"Customer Service, Customer Care, Customer Support, Customer Service/Support"
Admin Specialist,AGBL Egypt,Maadi,Full Time,Experienced,3+ Yrs of Exp,Cairo,"Admin Work, Admin Assistant, Office Management, Microsoft Office, Administration"
Copywriter,Teacher's Hub,6th of October,Full Time,Experienced,3-5 Yrs of Exp,Giza,"Copywriting, Marketing, Writing/Editorial, Marketing/PR/Advertising, Media/Journalism/Publishing"
Project Manager,Cleopatra Hospitals Group,Maadi,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Business Administration, Engineering, PMP, Medical, Healthcare, Project/Program Management"
Sales And Marketing Specialist (Females Only) -...,Mishkat Nour,Port Said,Full Time,Entry Level,0-3 Yrs of Exp,Egypt,"Marketing, Sales Skills, Sales Target, Communication Skills, Commerce, Community Service, Marketing/PR/Advertising, Sales/Retail"
Customer Service Agent,Dimofinf Operations Center,Nasr City,Full Time,Shift Based,1-2 Yrs of Exp,Cairo,"1-2 Yrs of Exp, 5 Vacancies, Customer Service, Customer Care, Customer Support, Communication, Call Center, Computer Skills, Training"
System Administrator,Interact Technology Solutions,Maadi,Freelance / Project,Experienced,3+ Yrs of Exp,Cairo,"Microsoft Office, MS Project, CAD Drawing, Information Technology (IT), Networks, Network Administration, Maintenance, Repair"
Front End Developer,Bites for Development,Giza,Full Time,Entry Level,1-4 Yrs of Exp,Egypt,"javaScript, Computer Science, Information Technology (IT), HTML5, CSS3, Agile, Git, SASS, LESS, APIs, RESTful, Jira"
Senior Customer Service Specialist,Artal Egypt,New Cairo,Full Time,Experienced,3-4 Yrs of Exp,Cairo,"Customer Service, Customer Care, Customer Support, Microsoft Office, Real Estate, Sales, Communication Skills, English"
Senior Back-End Engineer,Radivision,Maadi,Full Time,Experienced,3-6 Yrs of Exp,Cairo,"Information Technology (IT), Software Engineering, Git, javaScript, Software Development, Computer Science, Backend, Programming, AWS"
Office Manager - French Speaker,Groupe Oasis Scolaire,Maadi,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Administration, Secretary, Microsoft Office, French, English, Excel, Admin Work, Administration"
Senior Internal Auditor,Confidential,Abu Rawash,Full Time,Experienced,3-5 Yrs of Exp,Giza,"Accounting, Auditing, Business Administration, Quality, Internal Audit, Accounting/Finance, Quality"
Area Sales Executive - Giza,GLC,Giza,Full Time,Entry Level,1-3 Yrs of Exp,Egypt,"Males Only, Marketing, Colors, English, Chemicals, Painting, Sales Skills, Sales Target, Sales/Retail"
Administrative Coordinator,Confidential,New Cairo,Full Time,Entry Level,0-1 Yrs of Exp,Cairo,"Office Management, Business Administration, Public Relations, Computer, Business Writing, English, Administration"
Sales Executive,Octoil,6th of October,Full Time,Entry Level,1-2 Yrs of Exp,Giza,"Males Only, Sales Skills, Sales Target, Customer Service, English, Communication Skills, Presentation Skills, Sales/Retail"
