Title,Company,Location,Type,Level,YearsExp,Country,Skills
Sales Trainer (Tanta),OPPO Egypt,Tanta,Full Time,Entry Level,1-3 Yrs of Exp,Gharbia,"Communication Skills, Sales Training, Sales Skills, Sales Target, Presentation Skills, Instructor, Sales/Retail, Training/Instructor"
Client Director,CrossWorkers,New Cairo,Full Time,Experienced,5+ Yrs of Exp,Cairo,"Customer Care, Customer Support, Sales Skills, Communication Skills, Computer Skills, Operations, Office Management, Software Sales"
Facilities Coordinator,CBRE GWS,Cairo,Full Time,Entry Level,1-3 Yrs of Exp,Egypt,"Facilities, Operations, Administration, Health & Safety, Microsoft Office, Administration, Operations/Management"
Production Manager - Cotton Socks,Aircomfort company(Plac-viva),New Cairo,Full Time,Manager,3+ Yrs of Exp,Cairo,"Operations, Management, Cotton, QA, QC, Quality Control, Quality Assurance, Operations/Management, Manufacturing/Production"
Key Account Manager (Media Storage),Allamna Integrated Solutions,Heliopolis,Full Time,Manager,4-6 Yrs of Exp,Cairo,"Business Administration, Media Storage, Microfilm, Account Management, Sales/Retail, Media/Journalism/Publishing"
Agricultural Engineer,Egyptian Countryside Development Company,Nasr City,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Animal Production, Farms, Agricultural Botany, Soil Science, Land Reclamation, Horticulture, Field Crops, Fish Farming"
Sales Admin - Real Estate - Brokerage,IMIC for real estate investment,New Cairo,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Administration, Real Estate, Sales Skills, Customer Service, Customer Care, Customer Support, Sales Target, Brokerage, Administration"
Copywriter (Ads),4level1,Maadi,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Social Media, Writing, Online Marketing, Content Management, Content Creation, Journalism, SEO, CTA, Branding, Writing/Editorial"
Sales Consultant,MG Developments,Nasr City,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Real Estate Sales, Property Sales, Commercial Real Estate, Coastal, English, Sales Skills, Sales/Retail"
Sr. HR Specialist,360Imaging,Dokki,Full Time,Work From Home,3+ Yrs of Exp,Giza,"Talent Acquisition, HR, Human Resources (HR), Talent Management, PHR, Employee Relations, Sourcing, Interviewing, Filtration"
Storekeeper,Confidential,Alexandria,Full Time,Experienced,5+ Yrs of Exp,Egypt,"Supply Chain, Warehousing, Storekeeping, Warehouse, Inventory, Bookkeeping, English, Oracle, Logistics/Supply Chain"
Marketing Manager,Tabarak Holding,New Cairo,Full Time,Manager,15-20 Yrs of Exp,Cairo,"Real Estate, Sales, Market Research, Digital Marketing, Business, Communications, Campaigns, Product, Operations/Management"
Full Stack Team Lead,Confidential,Ain Shams,Full Time,Manager,5-12 Yrs of Exp,Cairo,"Backend, Team Lead, .net, microsoft, API, Information Technology (IT), Computer Science, Software Development, Telecom Engineering"
Duty Manager - Physicians,Saudi German Hospital,New Nozha,Full Time,Manager,2-10 Yrs of Exp,Cairo,"Medicine, Medical, Doctor, Surgery, Administration, Administration, Medical/Healthcare, Quality"
Call Center Agent - Portsaid,Mishkat Nour,Port Said,Full Time,Experienced,3-6 Yrs of Exp,Egypt,"Customer Service, Call Center, Customer Support, Microsoft Office, Customer Care, Communication Skills, CRM Systems, Customer Focus"
Outdoor Sales Agent,AMpro Advertising,Cairo,Full Time,Entry Level,1+ Yrs of Exp,Egypt,"Outdoor Sales, Sales Target, Communication Skills, Sales/Retail"
"\"Project Engineer \"\"AutoCAD Expert\"\"\"",Mamiba,6th of October,Freelance / Project,Experienced,2-4 Yrs of Exp,Giza,"Microsoft Office, English, Civil, Architect, Engineering, Engineering - Construction/Civil/Architecture, Project/Program Management"
Senior Mechanical Sales Engineer,Imatec company,Downtown,Full Time,Experienced,10+ Yrs of Exp,Cairo,"Sales Skills, Pumps, Sales Target, Sales/Retail, Engineering - Mechanical/Electrical"
Sales Accountant - Suez,EGIC,Suez,Full Time,Entry Level,1-3 Yrs of Exp,Egypt,"Finance, Sales Accounting, Commerce, Budget, Reporting, Accounting/Finance"
Business Development Executive (Software),iHorizons,Maadi,Full Time,Work From Home,3-5 Yrs of Exp,Cairo,"Business Development, Sales Skills, Communication Skills, IT, English, Computer Science, Information Technology, Sales Target"
PHP Laravel - Full Stack Developer,Confidential,New Cairo,Full Time,Experienced,2+ Yrs of Exp,Cairo,"PHP, Laravel, MySQL, Database Schemas, GraphQL API, RESTful APIs, Full Stack Development, Bootstrap 4, Software Development"
Field Training Coordinator (Menufia),Abt Associates,Monufya,Full Time,Experienced,3-5 Yrs of Exp,Egypt,"Capacity Building, Civil Society, Administration, Agriculture, Agribusiness, English, Administration, Training/Instructor"
Operation Specialist (Trucking),TruKKer Misr,Maadi,Full Time,Experienced,2-5 Yrs of Exp,Cairo,"Freight Operation, Freight Logistics, Shipping, Trucking, Marine Port Operations, Logistics/Supply Chain, Operations/Management"
Account Manager - Zagazig,Talabat,Zagazig,Full Time,Entry Level,1-3 Yrs of Exp,Sharqia,"Sales Skills, Sales Target, Marketing Campaigns, Customer Service, Customer Care, Account Managment, Customer Relations, English"
