Title,Company,Location,Type,Level,YearsExp,Country,Skills
Senior Microsoft Nav Developer,Flairstech,Maadi,Full Time,Experienced,5+ Yrs of Exp,Cairo,"Computer Science, Software Development, Microsoft SQL Server, English, Computer Engineering, Microsoft Nav Development"
Senior Real Estate Sales Specialist,EstateVille,Cairo,Full Time,Experienced,2+ Yrs of Exp,Egypt,"Sales Skills, Sales Target, Property Sales, Communication Skills, Sales/Retail"
Financial Accountant,Tawzef,Cairo,Full Time,Experienced,5-7 Yrs of Exp,Egypt,"Finance, Financial Accountant, Financial Analysis, Financial Management, Taxes, Accounting/Finance"
Senior HR Generalist,Colorama Coatings,Obour City,Full Time,Experienced,5-8 Yrs of Exp,Cairo,"Performance Management, Personnel, Recruitment, Microsoft Office, Human Resources"
Senior Business Developer,Infinity Business Solutions,Heliopolis,Full Time,Experienced,3-6 Yrs of Exp,Cairo,"Sales Skills, Sales Target, Electrical Power Engineering, Marketing, Market Research, Business Development"
Social Media Specialist,Infinity Business Solutions,Dokki,Full Time,Experienced,2-5 Yrs of Exp,Giza,"Digital Marketing, Online Marketing, SEO, English, Google Adwords, Design, Campaigns, Social Media Marketing, PPC, CMS"
Sales Indoor / Fashion Retail,Eagle,Mohandessin,Full Time,Shift Based,1+ Yrs of Exp,Giza,"10 Vacancies, Males Only, Stores, Retail, Sales Skills, Indoor Sales, Sales Target, Fashion, Customer Service, Communication Skills"
Technical Office Engineer - Architecture,El-Alameya for Engineering and Project Management,Mohandessin,Full Time,Experienced,5-10 Yrs of Exp,Giza,"Computer Skills, Microsoft Office, Microsoft Word, Microsoft Excel, Architecture, AutoCAD, Technical Office, English"
PYP German Teacher,Notion International School,Faisal,Full Time,Experienced,5+ Yrs of Exp,Giza,"Teaching, German, IB Schools, MYP, PYP, IB, English, Education/Teaching"
Senior Buyer,Ibn Sina Pharma,Obour City,Full Time,Experienced,3-4 Yrs of Exp,Cairo,"Purchasing, Procurement, Logistics, Supply Chain, Supply Management, ERP, Logistics/Supply Chain, Purchasing/Procurement"
Technical Support & Customer Service Engineer -...,Sigma for Import and Export,Heliopolis,Full Time,Entry Level,1-2 Yrs of Exp,Cairo,"Technical Support, Hearing Aid, Customer Support, Customer Service, Customer Care, English, Communication Engineering, R&D/Science"
Sales Team Manager - Real Estate (Brokerage),Location Real Estate,New Cairo,Full Time,Manager,4-8 Yrs of Exp,Cairo,"Primary, CRM, Sales Skills, Property Sales, Sales Target, Brokerage Real Estate, English, Sales/Retail"
Planning & Follow-Up Manager,Mishkat Nour,Port Said,Full Time,Manager,4-7 Yrs of Exp,Egypt,"Management, Organizing, Administration, Administration, Operations/Management"
Oracle EBS Manufacturing Specialist,Elsewedy industries,10th of Ramadan City,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Manufacturing, Production, Computer Science, IT/Software Development, Engineering - Mechanical/Electrical"
Export Area Manager,Confidential,Alexandria,Full Time,Manager,5-7 Yrs of Exp,Egypt,"MBA, Logistics, Supply Chain, Export, English, Arabic, Logistics/Supply Chain"
Finance Manager,Al Madina AL Monawara,10th of Ramadan City,Full Time,Manager,5+ Yrs of Exp,Cairo,"Financial Management, Financial Analysis, Finance Manager, Industrial, Accounting/Finance"
Fish Kitchen Head,Bocsha egypt,Obour City,Full Time,Manager,5+ Yrs of Exp,Cairo,"Management, Food, Hospitality, Safety, Cooking, Kitchen Workflow, Hospitality/Hotels/Food Services, Operations/Management"
Internal Audit,Neisco for Modern Water Systems Production,Nasr City,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Financial Analysis, Internal Auditing, Finance, Accounting, Commerce, Procedures, Business Analysis, Project Management"
Warehouse Admin - Dakahlia,Arma,Dakahlia,Full Time,Experienced,2-3 Yrs of Exp,Egypt,"Administration, Logistics, Transport, Distribution, AQF, Administration, Logistics/Supply Chain"
Sales Supervisor - Maadi,Confidential,Maadi,Full Time,Manager,5-10 Yrs of Exp,Cairo,"Sales Skills, Sales Target, Customer Service, Microsoft Word, Excel, Sales/Retail"
Call Center Agent - Cairo,Raya Distribution,Maadi,Full Time,Experienced,2-3 Yrs of Exp,Cairo,"Customer Care, Customer Service, Customer Support, Communication Skills, Microsoft Office, Customer Service/Support"
Document Controller,Egyptian Contracting Centre,Giza,Full Time,Experienced,5-7 Yrs of Exp,Egypt,"Document Control, Microsoft Office, Documentation, Administration"
2D Animator,Innovito,Nasr City,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Animation, Motion Graphic, Explainer Video, Infographic, 2D, Adobe Premiere, Adobe Flash, Adobe After Effects, Adobe Photoshop"
