Title,Company,Location,Type,Level,YearsExp,Country,Skills
FMC Manager - Retail Business up to 40 Branches...,Raneen,Giza,Full Time,Manager,15-20 Yrs of Exp,Giza,"Management, FMC, Sales Skills, Operations, Logistics/Supply Chain, Operations/Management, Sales/Retail"
Marketing Executive,Digitec,Cairo,Full Time,Experienced,2-4 Yrs of Exp,Egypt,"Digital Media, Social Media, E-marketing, Business Administration, Marketing/PR/Advertising, Media/Journalism/Publishing"
Regulatory Affairs Specialist,pharmaplast,Ameria,Full Time,Entry Level,0-1 Yrs of Exp,Alexandria,"Pharmacy, Regulatory Affairs, Science, Pharmaceutical, CE, FDA, Operations/Management, Medical/Healthcare, Pharmaceutical"
IT Support Engineer,Al Rabat,Nasr City,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Information Technology (IT), Technical Support, SQL, Computer Science, Engineering, Database, Network, A+, Troubleshooting"
Business Consultant,Ultimate Solutions Egypt,6th of October,Full Time,Entry Level,0-2 Yrs of Exp,Giza,"Business Consultant, banking system, accounting, Business Development, Finance, Management, Consultancy, Retail, Analytical"
Graphic Designer,The Address Investments for Real Estate Consultancy,New Cairo,Full Time,Experienced,2-3 Yrs of Exp,Cairo,"Adobe Photoshop, Adobe Illustrator, Fine Arts, DreamWeaver, InDesign, Branding, Creative/Design/Art"
Chief Credit Control,Confidential,Cairo,Full Time,Manager,10-12 Yrs of Exp,Egypt,"Banking, English, Arabic, Credit Control, Commerce, Business Administration, Accounting/Finance, Banking"
Quality Control Engineer,Holztec,6th of October,Full Time,Experienced,4+ Yrs of Exp,Giza,"Quality Assurance, Engineering, Customer Service, Analytical skills, English, Customer Service/Support, Quality, Engineering - Other"
Assistant Brand Manager,Egyptian For Cosmetics,Nasr City,Full Time,Experienced,2+ Yrs of Exp,Cairo,"E-marketing, Advertising, Sales Target, Sales Skills, English, Arabic, Medical, Marketing/PR/Advertising, Sales/Retail"
Quality Control Engineer,Power Solutions,6th of October,Full Time,Entry Level,1+ Yrs of Exp,Giza,"Engineering, Manufacturing, Skills, QC, Quality Assurance, QA, Production, Manufacturing/Production, Quality"
Blocks Quality Control Manager,Pretty House,10th of Ramadan City,Full Time,Manager,5-10 Yrs of Exp,Cairo,"Testing, Quality Assurance, Engineering, Maintenance, Inspection, TO, Implementation, Manufacturing/Production, Quality"
Operation Tourism Specialist,Destino Tours,Cairo,Full Time,Experienced,2-4 Yrs of Exp,Egypt,"Travel, Customer Care, Customer Service, Reservation, Customer Service/Support, Operations/Management, Tourism/Travel"
Customer Care Advisor - Vodafone Egypt,VOIS Egypt,Maadi,Full Time,Entry Level,0-1 Yrs of Exp,Cairo,"Customer Care, Customer Support, Call Center, Technical Support, ADSL Support, Mobile Internet Support, Customer Experience"
Purchasing Specialist,Madar plus,Obour City,Full Time,Entry Level,0-2 Yrs of Exp,Cairo,"Microsoft Office, Procurement, Shipping, Shipment, Warehousing, Logistics, Supply Chain, English, MS Office, Logistics/Supply Chain"
Interior Design/Architecture Team Leader,Confidential,New Cairo,Full Time,Manager,7+ Yrs of Exp,Cairo,"Architecture, Engineering, Shop Drawings, Revit, Commercial Construction, Contractor, 3ds Max, Photoshop, AutoCAD, Fine Arts"
IT Technical Support Specialist,Qsource,Dokki,Full Time,Experienced,2-3 Yrs of Exp,Giza,"Technical Support, Software, Help Desk, Microsoft, Linux, Communication, Information Technology (IT), Customer Service, English"
Motion Graphic Designer,MatsMall,Cairo,Full Time,Work From Home,2+ Yrs of Exp,Egypt,"Adobe Photoshop, Adobe Illustrator, Adobe After Effects, Graphic Design, Creative/Design/Art"
Driving Instructor - Minya,Direxiona,Menia,Part Time,Experienced,5+ Yrs of Exp,Minya,"Females Only, Instructor, Training, Driving ID, Driving Licences, Car, Customer Service/Support, Other, Training/Instructor"
Telesales Agent,Golden Mark,Sheraton,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"Customer Service, Sales Skills, Telesales, Software, English, Customer Care, Customer Support, Customer Service/Support"
Call Center Agent,iproperties,New Cairo,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Customer Service, Call Center, Customer Support, Customer Care, Customer Service/Support"
Database Warehousing Manager,Ibn Sina Pharma,New Cairo,Full Time,Manager,8-10 Yrs of Exp,Cairo,"DWH, Database warehousing, Apache, Spark, Hadoop, Database engineer, Data Architect, Database Design, Python, Database Modeling, DB2"
