Title,Company,Location,Type,Level,YearsExp,Country,Skills
Order Handling Specialist,Johnson Controls,New Cairo,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Supply Officer, Supply Planner, Procurement and Logistics Specialist, Order Management Specialist, Order Processing Specialist"
Property Consultant,LandMax Real Estate,New Cairo,Full Time,Experienced,3-6 Yrs of Exp,Cairo,"Females Only, Sales Skills, Real Estate, Communication, Negotiation, Selling, Sales Target, Business Development, Sales/Retail"
Marketing Intern (Lviv - Ukraine),AIESEC - MANSOURA,Lviv,Internship,Entry Level,null Yrs of Exp,Ukraine,"Business Development, Business Planning, English, Content Marketing, Content Creation, Computer Skills, Microsoft Office, Media"
Social Media Specialist,Confidential,Alhadra,Full Time,Experienced,5+ Yrs of Exp,Alexandria,"E-marketing, Photoshop, Communication Skills, English, Writing, SEO, Content Creation, Arabic, Visual Arts, Graphic Design"
Online Marketing Specialist,As Good As New,New Cairo,Full Time,Experienced,2-5 Yrs of Exp,Cairo,"Social Media, Google Analytics, Google Adwords, Digital Marketing, Facebook Ads, English, Communication, Dutch"
HR Manager,Egavet,Giza,Full Time,Manager,10+ Yrs of Exp,Egypt,"Recruitment, Personnel, Microsoft Office, Medical, Hiring, Sourcing, Employee Relations, Talent Management, Talent Acquisition"
Senior .Net Developer,Confidential,Nasr City,Full Time,Part Time,4-13 Yrs of Exp,Cairo,"Information Technology (IT), .NET, Computer Science, C#, Web Forms, Engineering, Software Development, SQL, IT/Software Development"
Senior Full Stack / DevOps Engineer,Keys Group Services,Maadi,Full Time,Experienced,5+ Yrs of Exp,Cairo,"Information Technology (IT), Computer Science, Software Development, javaScript, Software Engineering, CSS, HTML, Angular, MySQL"
Technical Support Team Leader,Expand Cart,6th of October,Full Time,Manager,2-5 Yrs of Exp,Giza,"Technical Support, Customer Service, Customer Support, English, Customer Care, E-commerce, CSS, HTML, Management, IT, Grasp, SMEs"
Junior .Net Developer,Flairstech,Maadi,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Software Development, Computer Science, Information Technology (IT), C#, ASP.NET, javaScript, SQL, MVC, jQuery, HTML5, TFS"
Electronics Engineer - C#,Beta Electronics,Dokki,Full Time,Entry Level,1-5 Yrs of Exp,Giza,"C#, Computer Science, Programming, Electronics Engineering, Computer Engineering, IT/Software Development"
Marketing Manager,Hala Garments,Zamalek,Full Time,Manager,3+ Yrs of Exp,Cairo,"Social Media, Market Research, Marketing Campaigns, BTL, ATL, Marketing/PR/Advertising"
Content Specialist,Confidential,Smart Village,Full Time,Entry Level,1-3 Yrs of Exp,Giza,"Social Media, eCommerce, Arabic, English, SEO, Content Editing, Search Engine Optimization, Writing/Editorial"
