Title,Company,Location,Type,Level,YearsExp,Country,Skills
HR Supervisor,Confidential,Cairo,Full Time,Manager,6-10 Yrs of Exp,Egypt,"Recruitment, OD, HR, Personnel, HR Diploma, Microsoft Office, English, Industrial, Computer Skills, Organization Chart"
Chief Accountant,Nascotours S.AE,Mahta Alraml,Full Time,Manager,3-5 Yrs of Exp,Alexandria,"Accounting, Finance, Financial Management, Financial Analysis, Computer Skills, English, IS, Commerce, Accounting/Finance"
Projects Sales Leader,Saint-Gobain,Cairo,Full Time,Manager,3-5 Yrs of Exp,Egypt,"Sales Target, Exterior Finishing Solutions, Interior Finishing Solutions, Plaster Boards, Ceiling Tiles, Constructions Chemicals"
biomedical sales engineer for medical devices,Cairo Medical,Maadi,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Medical Devices, Biomedical, Sales Skills, ICU, Medical/Healthcare, Sales/Retail, Engineering - Other"
Executive Secretary,Confidential,Nasr City,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Administration, Secretary, Communication Skills, Microsoft Office Suite, Office Management, English, Administration"
Senior .NET Developer - Cairo,DMS,Heliopolis,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Computer Science, C#, OOP, MVC, .Net Core, Microsoft SQL Server, Oracle DB, jQuery, HTML5, javaScript, ITI, Configuration"
Mechanical Extrusion Engineer (Three Layers Sheet...,Le souverain,10th of Ramadan City,Full Time,Experienced,5-10 Yrs of Exp,Sharqia,"Mechanical, Extrusion, Multi-Layers Sheet, ABS, PC, Engineering, Manufacturing, Production, English, Manufacturing/Production"
WordPress Developer,Qeema,Nasr City,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Software Development, Software Engineering, Computer Science, Web Development, PHP Back-End, Back-End Development"
Senior Content & Brand Strategist,Certifeka inc.,New Cairo,Full Time,Experienced,5-10 Yrs of Exp,Cairo,"Digital Marketing, E-marketing, SEO, Google Adwords, Google Analytics, Project Management, CRM, Social Media, English"
General Accountant,Second profit,Cairo,Full Time,Experienced,2-3 Yrs of Exp,Egypt,"VAT, Tax, Accounting, Finance, Financial Management, English, Accounting/Finance"
DTP Specialist,Arabic Localizer,Mohandessin,Full Time,Experienced,3+ Yrs of Exp,Giza,"Males Only, DTP, Adobe Indesign, Corel Draw, Quark, QuickSilver, Adobe Photoshop, Adobe Illustrator, FrameMaker, AutoCAD, Acrobat"
Maintenance Manager,Confidential,Alexandria,Full Time,Manager,5-10 Yrs of Exp,Egypt,"Management, Mechanical Engineering, Maintenance, Communication, Installation/Maintenance/Repair, Engineering - Mechanical/Electrical"
Indoor Sales Representative - (6th Of October),OPPO Egypt,6th of October,Full Time,Entry Level,1-2 Yrs of Exp,Giza,"Males Only, Sales Target, Sales Skills, Smartphones, Communication Skills, Customer Service, Customer Care, Customer Support, English"
English Proofreader,London International Patient Services,Sheraton,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Proofreading, Editing, Writing, English, Writing/Editorial"
Senior Accountant,Confidential,Cairo,Full Time,Experienced,5+ Yrs of Exp,Egypt,"Auditing, Finance, Commerce, Business Administration, Financial Management, Financial Analysis, Financial Reports, Financial Accounting"
HR Specialist - Recruitment,Etisal EG,Sheraton,Full Time,Experienced,2-5 Yrs of Exp,Cairo,"Human Resources (HR), HR, Recruitment, Business Administration, Microsoft Office, Personnel, Communication Skills, Industry"
Quality Control Inspector,Euromed for medical industries,Nasr City,Full Time,Entry Level,0-1 Yrs of Exp,Cairo,"Males Only, Science, Quality Control, Communication Skills, QC, Manufacturing, Microsoft Word, Excel, Agriculture, R&D/Science"
Telesales Representative - Vodafone IE,Majorel Egypt,6th of October,Full Time,Entry Level,1+ Yrs of Exp,Giza,"Sales Skills, Sales Target, Customer Service, Telesales, Customer Care, Customer Support, Call Center, English, Sales/Retail"
