Title,Company,Location,Type,Level,YearsExp,Country,Skills
Sales Supervisor - Tanta,OPPO Egypt,Tanta,Full Time,Entry Level,1-2 Yrs of Exp,Gharbia,"Sales Skills, Sales Target, Sales Manager, Sales Supervisor, Communication Skills, Smart Phones, English, Customer Service/Support"
Marketing Supervisor,Arab Mechanical Engineers,Nasr City,Full Time,Manager,5+ Yrs of Exp,Cairo,"Marketing, Market Research, English, Management, Creativity, Operations/Management, Marketing/PR/Advertising, Media/Journalism/Publishing"
Housekeeping Manager - Marsa Matruh,Confidential,Marsa Matruh,Full Time,Manager,5+ Yrs of Exp,Matruh,"Housekeeping, Computer Skills, Hospitality, Management, Operations, Hospitality/Hotels/Food Services, Operations/Management"
Digital Marketing Specialist,CCR Developments,Nasr City,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"E-marketing, Social Media, SEO, Google Analytics, Campaigns, Real Estate, Creative, PPC, Writing/Editorial"
Marketing Executive,Keep In Touch Advertising Company,Heliopolis,Full Time,Experienced,2+ Yrs of Exp,Cairo,"E-marketing, Social Media, Advertising, English, Market Research, Marketing/PR/Advertising, Media/Journalism/Publishing"
Tender Specialist,Sukari Gold Mines,Hurghada,Full Time,Experienced,3-5 Yrs of Exp,Red Sea,"Supply Chain, Procurement, Contract Specialist, Tendring, Tendering, Engineering, English, Legal, Logistics/Supply Chain"
Junior Geomatics Engineer,MEEG,Heliopolis,Full Time,Entry Level,0-1 Yrs of Exp,Cairo,"3D Modelling, CAD, Civil Engineering, BIM, Geomatics, Engineering - Construction/Civil/Architecture"
French Customer Service Representative,Sykes Enterprises,Maadi,Full Time,Shift Based,0-2 Yrs of Exp,Cairo,"2 Vacancies, Customer Support, Customer Service, Customer Care, French, English, Customer Service/Support"
Financial Analyst / Editor,Argaam,Dokki,Full Time,Entry Level,1-3 Yrs of Exp,Giza,"Accountant, Commerce, Finance, Financial Analysis, Political Science, CFA, CMA, CPA, Financial Editing, English, Gulf Markets"
Medical Representative,Alba Pharma,Nasr City,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Medical, Pharmacy, Dermatology, Sales Target, Sales Skills, Science, Vet, Communication, Negotiation, Cosmeceuticals, Cosmetics"
Back-End Developer,VA Computing Egypt,New Cairo,Full Time,Experienced,3+ Yrs of Exp,Cairo,"Computer Science, Software Development, C++, Java, Rust, REST, Information Technology (IT), Software Engineering, Back-End, Git"
Odoo Implementer,Al-Ahmady Motors,Nasr City,Full Time,Experienced,3+ Yrs of Exp,Cairo,"Computer Science, Software Development, Odoo Developer, IT/Software Development, Engineering - Telecom/Technology"
Executive Secretary,World Business Fitness,New Cairo,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"Microsoft Office, Office Management, Secretary, Administration, Customer Service/Support"
Junior Business Development Engineer,Asass,New Cairo,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Negotiation, Communication, Business Development, BD, Information Technology (IT), Computer Science, Sales Engineer, Skills, Civil"
SEO Specialist,Aqarmap.com,Cairo,Full Time,Experienced,4+ Yrs of Exp,Egypt,"E-marketing, Digital Marketing, Online Marketing, SEO, URL Structures, ASO Ranking, Social Media, Google Analytics, English"
Sales Representative for E-Commerce Site - New...,Confidential,New Cairo,Freelance / Project,Entry Level,1-3 Yrs of Exp,Cairo,"E-Commerce, Marketing, Business Development, Communication Skills, Business Development, Sales/Retail"
Electrical Procurement Engineer,Samman Engineering & Consulting,Dokki,Full Time,Experienced,5-8 Yrs of Exp,Giza,"Procurement, Electrical Engineering, Logistics, Supply Chain, Logistics/Supply Chain, Purchasing/Procurement"
Security Manager ( Police ),Confidential,Alexandria,Full Time,Manager,10-15 Yrs of Exp,Egypt,"Management, Police Academy, Security Protocols, Legal, Legal, Operations/Management"
Senior Full Stack .NET Developer,Confidential,Nasr City,Full Time,Experienced,4+ Yrs of Exp,Cairo,"HTML5, RESTful, MVC, Xamarin, Bootstrap, jQuery, NodeJS, Microsoft SQL Server, ASP.NET, C#, Information Technology (IT), Angular"
Planning And Cost Control Engineer,T.B.F.C,Maadi,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Planning, Primavera, PMP, Electrical, Civil Engineering, Construction, English, Scheduling, Project/Program Management"
Junior Mechanical Sales Engineer,Imatec company,Downtown,Full Time,Experienced,5+ Yrs of Exp,Cairo,"Sales Skills, Pumps, Sales Target, Sales/Retail, Engineering - Mechanical/Electrical"
Chief Technology Officer CTO,Carina Wear,New Cairo,Full Time,Manager,15-17 Yrs of Exp,Cairo,"Information Technology (IT), Software Development, MBA, CTO, IT/Software Development, Engineering - Telecom/Technology"
AV Projects Engineer,Tatas,Abdeen,Full Time,Experienced,2-3 Yrs of Exp,Cairo,"Light Current, Electrical Engineering, Design, Writing, Electronics, Communication, Installation Engineering, Audio Visual, AV"
HR Recruiter,Universal Payment Services,Nasr City,Internship,Entry Level,null Yrs of Exp,Cairo,"English, Human Resources (HR), Recruitment, Communication Skills, Human Resources"
