Title,Company,Location,Type,Level,YearsExp,Country,Skills
Graphic Designer,BLU Real Estate,Heliopolis,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"Adobe Photoshop, Adobe Illustrator, Editing, Software, Creative/Design/Art"
Social Media Specialist,Confidential,Heliopolis,Full Time,Experienced,2-3 Yrs of Exp,Cairo,"Social media management, E-marketing, Skills, GCC, Marketing/PR/Advertising, Media/Journalism/Publishing"
Design Engineer,MCV,Obour City,Full Time,Entry Level,1-5 Yrs of Exp,Cairo,"Mechanical Engineering, Production Engineering, English, Computer Skills, Microsoft Office, Design, Microsoft Word, Microsoft Outlook"
Graphic Designer,Azza Fahmy Jewellery,Zamalek,Full Time,Experienced,2-5 Yrs of Exp,Cairo,"Fine Arts, Graphic Designing, Adobe Photoshop, InDesign, Creative/Design/Art, Marketing/PR/Advertising"
Sales Admin,Target For Property,Maadi,Full Time,Experienced,2-7 Yrs of Exp,Cairo,"Administration, Sales Skills, MS Office, Communication, Excel, Resale, Cold Calls, Brokerage Real Estate, Administration"
Accountant,Keys Group Services,Maadi,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Accountant, Tax, General Accounting, Finance, English Commerce, english section, Financial Analysis, Accounting/Finance"
Senior Digital Marketing Executive,Leader,Nasr City,Full Time,Experienced,5+ Yrs of Exp,Cairo,"Market Research, SEO, Google Ads, Social Media, Computer Science, Arabic, English, SMO, IT/Software Development"
HR Generalist,Capital elite for real estate development,6th of October,Full Time,Experienced,3-5 Yrs of Exp,Giza,"Recruitment, HR Policies, Administration, Personnel, Labor, Law, English, Employment Equity, Human Resources"
English Technical Support Agent,Sykes Enterprises,Maadi,Full Time,Shift Based,1-3 Yrs of Exp,Cairo,"3 Vacancies, Technical Support, English, Customer Service, Computer Science, Windows XP, Apple OS, Customer Service/Support"
Stock Controller / Inventory Accountant,Scarf Home,Dokki,Full Time,Experienced,2-5 Yrs of Exp,Giza,"Finance, Treasury, Cost, Expenses, ERP, Stock Control, Inventory, Accounting/Finance, Logistics/Supply Chain"
Sales Engineer - Automotive Spare Parts,Confidential,Heliopolis,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Sales Target, Engineering, English, Automotive Spare Parts, Sales/Retail, Engineering - Mechanical/Electrical, Engineering - Other"
Administration Manager,ElTarek Automotive,6th of October,Full Time,Manager,5-7 Yrs of Exp,Giza,"Admin Assist, Computer Skills, Communication Skills, Office Management, Accounting, Microsoft Office, Business Administration, English"
Senior Accountant,EDRAK Software,Nasr City,Full Time,Experienced,5+ Yrs of Exp,Cairo,"Accounting, Finance, IFRS, GAAP, Financial Analysis, ERP, Computer Skills, English, Accounts Payable, Accounts Receivable"
Sales Representative - Furniture,DIVANO,Maadi,Full Time,Experienced,2-5 Yrs of Exp,Cairo,"Sales Target, Furniture, Sales Skills, Customer Service, Communication Skills, Sales/Retail"
Strategic Programs Team Manager,WUZZUF,Maadi,Full Time,Manager,7-15 Yrs of Exp,Cairo,"Project Management, Strategic Planning, Reporting, Analysis, Communication, Programs Manager, Programs Management, development sector, Budgeting"
Workshop Manager,Confidential,Maadi,Full Time,Manager,5-7 Yrs of Exp,Cairo,"Mechanical Engineering, Microsoft Office, Workshop, Maintenance, Automotive, Computer Skills, English, Service Operation, Microsoft Word"
Senior Treasury Accountant,Confidential,Bourj Alarab,Full Time,Experienced,5-10 Yrs of Exp,Alexandria,"Treasury, Finance, Commerce, Computer Skills, ERP, English, Accounting/Finance"
Software Team Leader - Full Stack (Node.JS),CrossWorkers,New Cairo,Full Time,Manager,6-7 Yrs of Exp,Cairo,"Software Development, Computer Science, javaScript, Node.js, MySQL, MongoDB, Agile, HTML5, CSS, Jira, GitHub"
