Title,Company,Location,Type,Level,YearsExp,Country,Skills
Back End Developer - PHP Laravel,Skep Home,Cairo,Full Time,Entry Level,1-5 Yrs of Exp,Egypt,"Computer Science, Software Development, Software Engineering, HTML, Information Technology (IT), PHP, MySQL, Java, AWS, APIs"
Telemarketing Agent - UK Account,Easy Projects Egypt,Cairo,Full Time,Part Time,1-3 Yrs of Exp,Egypt,"1-3 Yrs of Exp, Telemarketing, Call Center, English, Telesales, Customer Care, Customer Service, Customer Support, Sales Target"
Software Engineer,Egypt Yellow Pages,Maadi,Full Time,Entry Level,1-5 Yrs of Exp,Cairo,"Software Engineering, Information Technology (IT), Computer Science, PHP, MySQL, Zend, Symfony, Laravel, CodeIgnitor, OOP, MVC"
Sales Supervisor Home Appliances - Zagazig,Confidential,Zagazig,Full Time,Manager,6+ Yrs of Exp,Sharqia,"Males Only, Sales Management, Sales Plan, Sales Target, Sales Skills, Sales Home Appliances, Communication Skills, Home Appliances Sales"
Operations Manager( Ship Agent) Bulk Cargo,Ibramar shipping Co,Alexandria,Full Time,Manager,5+ Yrs of Exp,Egypt,"Operations, Supply Chain, Logistics, English, Bulk Cargo, Logistics/Supply Chain, Operations/Management"
Tendering Engineer,T.B.F.C,Maadi,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Electrical Engineering, Construction, Primavera, Engineering - Construction/Civil/Architecture, Engineering - Mechanical/Electrical"
Office Manager & Sales Coordinator,Premitek,New Cairo,Full Time,Experienced,3+ Yrs of Exp,Cairo,"Office Management, English, Communication, Microsoft Office, Sales Skills, Sales Target, Clerical Work, Administration, Accounting"
Senior ASP.Net MVC Developer,3i Vision LTD.,Dokki,Full Time,Experienced,4-6 Yrs of Exp,Giza,"ASP.NET, C#, javaScript, Agile, C#.Net, TFS, Programming, Entity Framework, Information Technology (IT), Computer Science, MVC"
Clinical Sales Manager,CMR Egypt,Maadi,Full Time,Manager,5-8 Yrs of Exp,Cairo,"Sales Skills, Medical Sales, English, Clinical Sales, Medical/Healthcare, Sales/Retail"
Retail Sales Representative - Monufya,EGIC,Monufya,Full Time,Entry Level,0-2 Yrs of Exp,Egypt,"Sales Skills, Sales Target, Customer Services, Customer Care, Retail, Collection, Distribution, Selling Skills, Negotiation Skills"
Sales Operations Executive,Better Home,New Cairo,Full Time,Experienced,5+ Yrs of Exp,Cairo,"Real Estate, Sales Operations, Sales Skills, Property Sales, Arabic, English, CRM, Operations/Management, Sales/Retail"
E-commerce Manager - Retail & Household Products...,Raneen,Giza,Full Time,Manager,5-10 Yrs of Exp,Giza,"Social Media, E-marketing, Communication, Management, Logistics, Web Merchandising, Financial Analysis, Market Research, Sales/Retail"
Senior Site Engineer,MAC EGYPT REAL ESTATE CO.,10th of Ramadan City,Full Time,Experienced,5-10 Yrs of Exp,Cairo,"Site, Projects, Civil Engineering, Project Management, Architecture, Communication Skills, Installation/Maintenance/Repair"
Graphic Designer,Masar Engineering Consulting,New Cairo,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Adobe Photoshop, Adobe Illustrator, Creative, Social Media, Printing, Creative/Design/Art"
Sales Executive (Legal Field),Confidential,Downtown,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Business Development, Litigation, Sales Skills, Sales Target, Microsoft Office, English, Arabic, Communication Skills, Corporate Sales"
Project Manager,SilverLinks,Cairo,Full Time,Manager,5+ Yrs of Exp,Egypt,"Operations, Mechanical Engineering, Electrical Engineering, Data Center, HVAC, Plumbing, Electrical Power Networks, Drainage"
French Teacher,Egyptian British International School,Alexandria,Full Time,Experienced,2+ Yrs of Exp,Egypt,"Education, Communication Skills, Primary, French Language, Education/Teaching"
Senior Cost Control,Better Mix,New Cairo,Full Time,Experienced,7-8 Yrs of Exp,Cairo,"Financial Management, Financial Analysis, CMA, Communication Skills, Cost Accounting, Cost Accountant, Commerce, ERP, Accounting/Finance"
Staff Backend Engineer - Python,Nana,Sheraton,Full Time,Experienced,6+ Yrs of Exp,Cairo,"Information Technology (IT), Software Development, Computer Science, Programming, Debugging, Troubleshooting, IT/Software Development"
UI/UX Designer - HTML,Confidential,Cairo,Full Time,Work From Home,2+ Yrs of Exp,Egypt,"Design, UX, UI/UX, UI, User Interface, Creative, Web, Mobile Applications, Wireframes, CSS, HTML, Adobe Illustrator, jQuery"
