Title,Company,Location,Type,Level,YearsExp,Country,Skills
Resident Engineer / Operator,Silicon21,Nasr City,Full Time,Entry Level,1-2 Yrs of Exp,Cairo,"Telecom, IT, Computer Science, Communication, Maintenance, Repair, Office Applications, Microsoft, Antivirus, English"
Electronics Engineer - Mechatronics,elsaayad,New Cairo,Full Time,Part Time,1-3 Yrs of Exp,Cairo,"Males Preferred, Mechatronics, Electrical, Electronics, 3D Printing, SolidWorks, 3D, Engineering, Engineering - Mechanical/Electrical"
Instructional Designer,eelu,Dokki,Full Time,Experienced,2+ Yrs of Exp,Giza,"Instructional Design, Educational Technology, eLearning, Training, Education/Teaching"
Senior E-Learning Design and Development,E3mel Business for Financial & Managerial Consultancy,Maadi,Full Time,Experienced,6+ Yrs of Exp,Cairo,"Development, English, Communication Skills, Quality, Training, Writing, Product Management, Creative/Design/Art, Education/Teaching"
Senior Administration Officer,Cairo Three A Poultry,New Cairo,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Communication Skills, Business Administration, Management, Microsoft Office, English, MS Office, Logistics, Supply Chain, Planning"
Inventory Accountant,New Ega Electrical Industries,Quweisna,Full Time,Experienced,2-4 Yrs of Exp,Monufya,"Inventory, Finance, Accounting/Finance, Logistics/Supply Chain"
Sr. iOS Developer,TruDoc 24x7,Heliopolis,Full Time,Experienced,4-6 Yrs of Exp,Cairo,"Swift, MVVM, RESTful APIs, JSON, Information Technology (IT), Git, MVC, MVP, Computer Science, OBJECTIVE - C, Computer Engineering"
Senior IT Specialist,American Mattress,Cairo,Full Time,Experienced,4+ Yrs of Exp,Egypt,"Computer Science, Maintenance, Repair, SQL, MS Dynamics NAV, POS Systems, AX Applications, Windows Server, Configure"
Project Manager - Architecture,El-Alameya for Engineering and Project Management,Mohandessin,Full Time,Manager,10-15 Yrs of Exp,Giza,"Civil Engineering, Construction, Architecture, Project Management, Quality, PMP, Project Manager, Project/Program Management"
Promoter,Max Muscle,Cairo,Full Time,Entry Level,1-3 Yrs of Exp,Egypt,"Promoter, Marketing, Sales Target, Sales Skills, Sales/Retail"
English Instructor For Nursery,Diamond Nursery,Maadi,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Education, English, Teaching, Instruction, Nursery, Education/Teaching, Training/Instructor"
Admin / Customer Service Representative,Okhtub,Smart Village,Full Time,Entry Level,1+ Yrs of Exp,Giza,"Startup, Customer Service, Customer Care, Customer Support, Tele Sales, Sales Skills, Call Center, Administration, Social Media"
Sales Manager Chemicals - Multinational,Pillars,Mohandessin,Full Time,Manager,7-10 Yrs of Exp,Giza,"Chemical Engineering, Sales Skills, Sales Target, Chemicals, English, Arabic, R&D/Science, Business Development, Sales/Retail"
Sales Engineer,Trademan For Engineering & Trading Projects,Maadi,Full Time,Experienced,3+ Yrs of Exp,Cairo,"Engineering, Marketing, Indoor Sales, Outdoor Sales, Sales Skills, Technical Sales, Sales Target, English, Sales/Retail"
Accountant,INTERLOG,New Damietta,Full Time,Entry Level,1-2 Yrs of Exp,Damietta,"Communication, Computer Skills, Financial Analysis, Finance, Financial Management, Analytical, Accounting/Finance"
Senior Property Consultant,Safwa Urban Development,New Cairo,Full Time,Experienced,2-5 Yrs of Exp,Cairo,"Real Estate, Sales Skills, Sales Target, Sales/Retail"
IT Technical Support Specialist,Misr Elkheir Foundation,Mokattam,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"Electronics Engineering, Technical Support, A+, N+, Installation/Maintenance/Repair, IT/Software Development"
Senior Front End Developer,Automated Systems,Maadi,Full Time,Experienced,3+ Yrs of Exp,Cairo,"Git, Software Development, HTML5, OOP, CSS3, MVC, javascript, Angular, jQuery, Agile, SASS, Computer Science"
Body & Paint Service Advisor Engineer -...,Mitsubishi Motors (DMC),Giza,Full Time,Entry Level,1+ Yrs of Exp,Egypt,"Customer Service, Mechanical Engineering, Customer Care, English, Body & Paint, Sales Skills, Quality, Customer Service/Support"
Business Development Specialist,Confidential,Heliopolis,Full Time,Experienced,2+ Yrs of Exp,Cairo,"B2B Sales, Sales Skills, Sales Target, English, Business Development, Sales/Retail"
Sales Representative - Furniture,Style Furniture,Heliopolis,Full Time,Shift Based,1-3 Yrs of Exp,Cairo,"2 Vacancies, Sales, Furniture, Interior Design, Customer Care, Customer Service, Customer Service/Support, Sales/Retail"
Project Engineer,Confidential,Monufya,Full Time,Entry Level,0-1 Yrs of Exp,Egypt,"Engineering, Business Administration, Analytical Skills, Project Management, Project/Program Management, Engineering - Other"
Junior Accountant - Alexandria,Rubyred Garment,Bourj Alarab,Full Time,Entry Level,0-2 Yrs of Exp,Alexandria,"Finance, Commerce, Microsoft Office, Financial Analysis, English, Computer Skills, Accounting Transactions, Accounting/Finance"
Account Manager,Aqarmap.com,Nasr City,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Corporate Sales, Real Estate, Marketing, Sales Skills, Outdoor Sales, Telesales, Property, Customer Service, Customer Care, English"
Indoor Sales Representative - Nasr City,EgyGamer,Nasr City,Full Time,Entry Level,0-1 Yrs of Exp,Cairo,"Sales Skills, Sales Target, Business Development, Video Gamer, Customer Service, Customer Care, Customer Support, Indoor Sales"
Operation Manager Associate,Caduceus Lane,Alexandria,Full Time,Manager,7+ Yrs of Exp,Egypt,"Administration, Business Development, Microsoft Office, Operations, Business Development, Operations/Management"
Sales Operations Manager,Comet Group for Industry,10th of Ramadan City,Full Time,Manager,8+ Yrs of Exp,Cairo,"Sales Skills, Operations, Management, Leadership, Communication, Food, Beverages, HORECA, Business Development, Operations/Management"
HR Manager,Comet Group for Industry,10th of Ramadan City,Full Time,Manager,8+ Yrs of Exp,Cairo,"Recruitment, Personnel, Management, HR Systems, Leadership, Labor Law, Human Resources (HR), Human Resources"
