Title,Company,Location,Type,Level,YearsExp,Country,Skills
Project Manager,Al Safa,Nasr City,Full Time,Manager,8-15 Yrs of Exp,Cairo,"Civil Engineering, Engineering - Construction/Civil/Architecture, Project/Program Management"
QC Supervisor,Monginis Bakery,Alsadat City,Full Time,Manager,5-7 Yrs of Exp,Monufya,"Quality Control, Food Industry, Food Science, Food Safety, QC, QA, English, Quality Supervising, Manufacturing/Production"
Massive Hiring Recruitment Leader,UX Centers,Abu Rawash,Full Time,Manager,3+ Yrs of Exp,Giza,"Recruitment, Massive Hiring, Call Center, Offshore, Human Resources"
Flutter Developer - Intern,Okhtub,Smart Village,Internship,Entry Level,null Yrs of Exp,Giza,"Information Technology (IT), Software Development, Android, Flutter, RESTful APIs, OOP, iOS, IT/Software Development"
Senior Sales Representative,Anasia Egypt for Trading,Sheraton,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Cisco, Sales Skills, Sales Target, English, Arabic, Sales/Retail"
Sales Executive,TIARA Ventures,Nasr City,Full Time,Experienced,2-6 Yrs of Exp,Cairo,"Females Preferred, Business Development, Account Management, Negotiation, Sales Skills, Advertising, Marketing, English, Sales Target"
Talent Acquisition Section Head,Elhazek Construction,Heliopolis,Full Time,Manager,10-12 Yrs of Exp,Cairo,"Talent Acquisition, Human Resources (HR), Construction, Human Resources"
Sales Manager,Power International,New Cairo,Full Time,Manager,5-10 Yrs of Exp,Cairo,"Sales Target, Negotiation, Sales Strategies, Energy, Power Stations, English, Sales Plan, Sales Strategy, Business Development"
Sales Specialist,Aqarmap.com,Nasr City,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Corporate Sales, Real Estate, Advertising, Marketing, Sales Skills, Insurance, Sales Target, Outdoor Sales, Telesales, Property"
Export Sales Account Manager – Gulf Area,Kandil Industries,Cairo,Full Time,Experienced,2-4 Yrs of Exp,Egypt,"Sales Skills, Customer Service, Sales Target, English, Food And Beverage, Account Management, Export Sales, Logistics/Supply Chain"
Site Manager - Mechanical,Inter-Tech,6th of October,Full Time,Experienced,5-8 Yrs of Exp,Giza,"Maintenance, Safety, Installation, Material, Metallurgical, Installation/Maintenance/Repair"
Xamarin Developer,Confidential,Ain Shams,Full Time,Experienced,3-7 Yrs of Exp,Cairo,"cross-platform development, mobile development, Computer Science, Information Technology (IT), C#, .NET, Xamarin Forms"
Sales Consultant - Chinese Speaker,Samman Engineering & Consulting,Dokki,Full Time,Experienced,3+ Yrs of Exp,Giza,"Real Estate Sales, Sales Target, Sales Skills, English, Negotiation Skills, Chinese, Turkish, Customer Care, Customer Service"
Accounts Receivable Accountant,Flairstech,Maadi,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Finance, Financial Management, Financial Analysis, Microsoft Excel, Microsoft Office, Financial Reporting Software"
Assistant Manager - Regulatory Compliance,Allianz,New Cairo,Full Time,Manager,3-4 Yrs of Exp,Cairo,"Money Laundry, Financial Services, Quality, Financing Terrorism, Finance, Accounting, Accounting/Finance, Legal, Quality"
DevOps Engineer,ITIDA,6th of October,Full Time,Experienced,5+ Yrs of Exp,Giza,"Computer Science, Software Development, Information Systems, DevOps, English, IT/Software Development"
Branch Manager - Furniture,Blend Furniture,Nasr City,Full Time,Manager,5+ Yrs of Exp,Cairo,"Sales Skills, Sales Target, Indoor Sales, Microsoft Office, Retail, Furniture Sales, Sales System, English, Interior Design, Arabic"
WordPress / PHP Developer,eMarketingo,Maadi,Full Time,Experienced,2+ Yrs of Exp,Cairo,"OOP, OOD, RESTful, Git, Scrum, Agile, Software Development, Software Engineering, Software Computer Science, Information Technology (IT)"
First Line Technical Support Agent,IST Networks,Cairo,Full Time,Entry Level,1-5 Yrs of Exp,Egypt,"Information Technology (IT), Computer Science, Customer Support, Telecom Engineering, IT/Software Development"
Graphic Designer,Eagle Air,Dokki,Internship,Entry Level,0-1 Yrs of Exp,Giza,"Graphic Design, Adobe Creative Suite, Adobe Photoshop, Digital Marketing, Adobe Illustrator, Visuals, Creative/Design/Art"
Social Media Specialist,Egypt care,Cairo,Full Time,Experienced,4-10 Yrs of Exp,Egypt,"English, Computer Skills, Media/Journalism/Publishing"
Social Media Specialist,Be Group,Cairo,Full Time,Experienced,2+ Yrs of Exp,Egypt,"E-marketing, Digital Marketing, Paid Ads, Marketing/PR/Advertising, Media/Journalism/Publishing"
