Title,Company,Location,Type,Level,YearsExp,Country,Skills
Internal Auditor,Confidential,Nasr City,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Auditing, Accounting, Finance, Financial Analysis, Accounting/Finance"
Business Development Specialist,TIARA Ventures,Nasr City,Full Time,Experienced,2-6 Yrs of Exp,Cairo,"Females Preferred, Business Development, Account Management, Negotiation, Sales Skills, Advertising, Marketing, English, Sales Target"
Admin Assistant,New Ega Electrical Industries,Downtown,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"Office Management, Secretary, Microsoft Office, English, Administration"
Sales Supervisor - East Delta,PepsiCo International,Sharqia,Full Time,Manager,1-3 Yrs of Exp,Egypt,"FMCG, Retail, Sales Skills, Sales/Retail"
Health & Safety Group Leader - IKEA Mall Of...,Al Futtaim,6th of October,Full Time,Shift Based,5-6 Yrs of Exp,Giza,"HSE, Quality, Microsoft Office, Maintenance, Installation, Health & Safety, English, Management, Security System, Fire Alarms"
Senior Software Quality Engineer,Keys Group Services,Maadi,Full Time,Experienced,3-7 Yrs of Exp,Cairo,"Information Technology (IT), Testing, Agile, ISTQB, Selenium, Automation, SQL, Scrum, Quality Control, Software Development"
Establishing Companies Agent ( Accountant),AlMohaseboon for financial & Tax consulting,Nasr City,Full Time,Experienced,3+ Yrs of Exp,Cairo,"Computer Skills, Microsoft Office, Commerce, Law, Accounting Firms, GAFI, Legal Affairs, Accounting/Finance, Legal"
Network Engineer,Qsource,New Cairo,Full Time,Entry Level,1-2 Yrs of Exp,Cairo,"Computer Science, CCTV, Networking, English, Computer Engineering, Network Engineering, Router & Switching"
Site Civil Engineer -New Valley,Daltex,Farafra,Full Time,Experienced,2-3 Yrs of Exp,New Valley,"Civil Engineering, Construction, Architecture, AutoCAD, Project Management, Site Layout, Grading, Utility Design, Erosion Control"
Medical Representative,Acino Pharma Egypt,Sayeda Zeinab,Full Time,Entry Level,0-1 Yrs of Exp,Cairo,"Veterinary, Sales Target, Sales Skills, Pharmacy, Communication Skills, Sales/Retail, Pharmaceutical"
Senior Computer Vision Engineer,Confidential,Nasr City,Full Time,Experienced,4+ Yrs of Exp,Cairo,"Computer Science, OpenCV, OpenGL, Bitbucket, Robust, PRD, Objective-C, C++, Python, Tensorflow, Keras, PyTorch"
Frontend React JS Developer,apps square,Tanta,Full Time,Entry Level,1-2 Yrs of Exp,Gharbia,"javaScript, HTML, Front-End, CSS, React.js, Information Technology (IT), Computer Science, Design, JS, Developer"
Accounting Manager,Paymob Solutions,Maadi,Full Time,Manager,3-4 Yrs of Exp,Cairo,"Accounting, Financial Analysis, Financial Statistics, Financial Management, Statutory Legislation, Accounting/Finance"
Sales Representative outdoor - 6th Of October,MeshKah Studio,6th of October,Full Time,Entry Level,1-2 Yrs of Exp,Giza,"Sales Skills, Outdoor Sales, Sales Target, Marketing, Digital Marketing, Production, Sales/Retail"
Retention Officer,Allianz,New Cairo,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Customer Care, Customer Service, Customer Support, Call Center, Telesales, English, Arabic, Telecommunication, Insurance"
Global OPS Project Manager,Majorel Egypt,Maadi,Full Time,Manager,5-7 Yrs of Exp,Cairo,"Operations/Management, Project/Program Management"
Telesales & Social Media Moderator,Cap Marketing Solutions,Maadi,Full Time,Entry Level,0-2 Yrs of Exp,Cairo,"Social Media, Customer Care, Customer Support, Customer Service/Support, Media/Journalism/Publishing"
IT Technical Support Specialist,Concrete Plus,New Cairo,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Computer Science, Information Technology (IT), Installation/Maintenance/Repair, IT/Software Development"
