Title,Company,Location,Type,Level,YearsExp,Country,Skills
IT Network Specialist,Raya Contact Center,6th of October,Full Time,Experienced,3-5 Yrs of Exp,Giza,"Networking, Computer Science, Engineering, ITIL Foundation, Security, CCNP, Communication, English, Installation"
ERP Sales Executive,Raqmi,Haram,Full Time,Entry Level,1-3 Yrs of Exp,Giza,"Software, IT, Sales Target, Sales Skills, ERP Sales, IT/Software Development, Sales/Retail"
Customer Service Agent - Irish Account,Majorel Egypt,6th of October,Full Time,Entry Level,0-1 Yrs of Exp,Giza,"Call Center, Customer Care, Customer Support, Customer Service, English, Communication, Sales, MS Office, Customer Service/Support"
Senior Human Resources Executive.,Al Futtaim,New Cairo,Full Time,Experienced,5-10 Yrs of Exp,Cairo,"Payroll, SAP, Microsoft Office, Labor Law, HR, Human Resources"
Senior Real Estate Sales Executive,Unicity,New Cairo,Full Time,Experienced,2-6 Yrs of Exp,Cairo,"Sales Skills, Sales Target, Communication Skills, Direct Sales, English, Commercial, Customer Service, Real Estate, Sales/Retail"
Senior Sales Executive (Beni sueif),Nagwa,Beni Suef,Full Time,Experienced,3+ Yrs of Exp,Egypt,"Sales Target, Digital Education, E-Learning, Communication, Negotiation, Presentation, Business, Sales/Retail"
Property Advisor,Confidential,Nasr City,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Real Estate, Sales Skills, Sales Target, Outdoor Sales, Property, Customer Service, Customer Care, Customer Support, Advertising"
Infrastructure & DevOps Engineer,HYVE Technology Consulting,Cairo,Full Time,Experienced,3-5 Yrs of Exp,Egypt,"Git, Information Technology (IT), TDD, BDD, JavaScript, Angular.js, NodeJS, Product Development, Software Engineering, Computer Science"
Automotive Sales Executive,Al-Ahmady Motors,Nasr City,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Males Preferred, Automotive, Customer Service, Sales Skills, Sales Target, Sales/Retail"
Environmental Assessment Consultant,Abt Associates,Dokki,Freelance / Project,Experienced,7+ Yrs of Exp,Giza,"Environmental Assessment, Natural Resource Management, Donor-Funded Projects, USAID, Consultancy, Training, Strategy"
Cost Control Accountant - FMCG,feast house,Sharm Alsheikh,Full Time,Experienced,2-3 Yrs of Exp,South Sinai,"Finance, Financial Analysis, Cost Control, Food, MS Office, Beverage, FMCG, Commerce, Accounting/Finance"
Customer Service Representative - Offshore...,Raya Contact Center,6th of October,Full Time,Shift Based,0-1 Yrs of Exp,Giza,"100 Vacancies, Customer Service, Customer Care, Customer Support, Call Center, Account Advisor, Offshore, Communication Skills"
Personnel Coordinator,Xceed,Maadi,Full Time,Entry Level,0-1 Yrs of Exp,Cairo,"Computer Skills, Microsoft Office, Social Insurance, HRIS, Personnel, Payroll, Human Resources (HR), Human Resources"
Technical Office Engineer,International Business Systems I.B.S.,New Capital,Full Time,Experienced,10-15 Yrs of Exp,Cairo,"Technical Office, Construction, AutoCAD, Interior, Finishing, 3Dmax, Pricing, Engineering - Construction/Civil/Architecture"
.NET Angular Software Developer,Xceed,Maadi,Full Time,Experienced,5+ Yrs of Exp,Cairo,"Software Development, Computer Science, Software Engineering, Agile, ASP.NET MVC, JSON, AJAX, XAML, RAzor"
React Native Mobile Developer,TravelYalla,Nasr City,Full Time,Experienced,3+ Yrs of Exp,Cairo,"Backend, Information Technology (IT), Computer Engineering, Computer Science, TypeScript, Agile, Scrum, Git, APIs, Cloud Technology"
Telesales Agent,English Capsules,Dokki,Full Time,Entry Level,1+ Yrs of Exp,Giza,"Customer Service, Telesales, Sales Skills, English, Sales Target, Customer Support, Customer Care, Communication Skills, Sales/Retail"
Online International School Science Teacher,PAOH,6th of October,Full Time,Part Time,3+ Yrs of Exp,Giza,"10 Vacancies, Teaching, Education, inernational schools, Science, English, International School, R&D/Science, Education/Teaching"
Sales Executive,Confidential,Nasr City,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Sales Skills, Sales Target, Customer Service, Sales Executive, Printing, CRM Software, MS, Sales/Retail"
Architecture Technical Office Engineer,United Group For Engineering And Investment,Nasr City,Full Time,Experienced,5-12 Yrs of Exp,Cairo,"Computer Skills, English, Architecture Engineering, MS Office, Microsoft Office, AutoCAD, SAP, Oracle"
Executive Secretary,La-Verde Real Estate,Sheraton,Full Time,Experienced,5+ Yrs of Exp,Cairo,"Office Management, Business Administration, Executive Secretary, MS Office, Administrative, Accounting, ERP, Administration"
