Title,Company,Location,Type,Level,YearsExp,Country,Skills
Sales Representative,ComeX Engineering Company,Giza,Full Time,Experienced,5-10 Yrs of Exp,Giza,"Sales Skills, Sales Target, Customer Support, Customer Service, Communication Skills, Sales/Retail"
Sales Admin,Masar Properties,New Cairo,Full Time,Entry Level,0-1 Yrs of Exp,Cairo,"Administration, Sales Skills, Administration, Sales/Retail"
Business Development Manager,ataya,Nasr City,Full Time,Manager,10-15 Yrs of Exp,Cairo,"Sales Skills, Sales Target, Microsoft Office, Communication Skills, B2B, Management, Business Development, Operations/Management"
CNC Production Engineer,ataya,10th of Ramadan City,Full Time,Experienced,2-5 Yrs of Exp,Cairo,"CNC, Mechanical Engineering, SolidWorks, Communication Skills, CAD/CAM, 3D CAD, Manufacturing/Production"
System Engineer (Microsoft),Confidential,Cairo,Full Time,Experienced,3-8 Yrs of Exp,Egypt,"Computer Science, Microsoft Office, Telecom Engineering, Office365, Azure, AWS, Networking, Linux, SQL"
HR Specialist,Oulabitex,10th of Ramadan City,Full Time,Experienced,3+ Yrs of Exp,Sharqia,"HR, HR Specialist, Recruitment, Personnel, Microsoft Office, Computer Skills, Business Administration, Communication Skills"
Web Graphic / UX Designer,Initium Solutions,Heliopolis,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"UX, HTML, CSS, javaScript, Photoshop, Graphic Design, Agile, Information Technology (IT), Illustrator, Software Engineering"
Budget Controller,Sima Food Industries,Cairo,Full Time,Experienced,3+ Yrs of Exp,Egypt,"CPA, Accounting, Taxation, Finance, Tax Analyst, Microsoft Excel, Tax Reporting, Tax Reports, Accountant, MS Office, Budgeting"
Web Development Manager,EHG Group,New Cairo,Full Time,Manager,8+ Yrs of Exp,Cairo,"Web Development, Computer Science, Management, SQL, Angular, .Net, IT/Software Development, Engineering - Telecom/Technology"
Development & Operations Specialist - Indonesia,AIESEC - MANSOURA,Surabaya,Internship,Entry Level,null Yrs of Exp,Indonesia,"C++, Information Technology, IT, Computer Science, Computer Engineering, Java, Scrum, Technical Support, Software Development"
2D Motion Graphic Designer,KIG Konnice,Cairo,Full Time,Experienced,4+ Yrs of Exp,Egypt,"Adobe Illustrator, Adobe Indesign, Motion Graphics, 2D, 2D Graphic Design, Creative/Design/Art, Marketing/PR/Advertising"
Graphic Designer,KIG Konnice,New Cairo,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Adobe Photoshop, Adobe Illustrator, Social Media, Creative, After Effects, Marketing, Creative/Design/Art"
Banking Account Manager,Fawry Banking & Payment Technology Services,6th of October,Full Time,Experienced,4-6 Yrs of Exp,Giza,"Sales Target, Sales Skills, Accounting, Finance, Commerce, Banking Account Management, Business Administration, English, Banking"
Process Engineer,Groupe- Atlantic,10th of Ramadan City,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"Chemical Engineering, Industrial Powder Coating, Painting Process, Science, TIG, MIG, Mechanical Engineering, Six Sigma"
Marketing Data Analyst,Nile Projects & Trading,Cairo,Full Time,Experienced,4-6 Yrs of Exp,Egypt,"Data Analysis, Marketing, Marketing/PR/Advertising, Analyst/Research, Media/Journalism/Publishing"
Operations Manager - Alexandria,Egaz,Alexandria,Full Time,Manager,5+ Yrs of Exp,Egypt,"Operations, Management, Logistics, E-marketing, English, Export, Commerce, Import, Microsoft Office, Operations/Management"
Sales Coordinator,Arabian Company for Trading,Heliopolis,Full Time,Experienced,3-6 Yrs of Exp,Cairo,"Sales Coordinator, Business Administration, Communication, Computer Skills, MS Office, English, Sales Skills"
B2B Sales Executive,English Capsules,Dokki,Full Time,Entry Level,1-3 Yrs of Exp,Giza,"Sales Skills, Sales Target, Corporate Sales, Selling, PR, English, Negotiation Skills, Sales/Retail"
Socks Factory Manager,Confidential,Cairo,Full Time,Manager,8-12 Yrs of Exp,Egypt,"Operations, Apparel, Fashion, Production, Socks, Operations/Management, Manufacturing/Production, Fashion"
Senior Integration .NET Developer,NAOS Marketing,Nasr City,Full Time,Experienced,8+ Yrs of Exp,Cairo,"WinForms, WCF, Information Technology (IT), Software Development, Computer Science, C#, SQL, Agile, TFS, Web API"
Telemarketer/Customer Service Agent - English,Easy Projects Egypt,Nasr City,Full Time,Part Time,1-5 Yrs of Exp,Cairo,"Customer Service, Telesales, English, Customer Support, Customer Care, Call Center, Sales Skills, Sales Target, Sales/Retail"
Chief Accountant,Borg EL-Arab Co Bait Food,Smouha,Full Time,Manager,5-7 Yrs of Exp,Alexandria,"Financial Management, Financial Analysis, English, FMCG, Microsoft Word, Accounting Software, ERP Systems, Accounting Manager, Arabic"
Financial Accountant -Alexandria,GranTech Group,Alexandria,Full Time,Experienced,5-7 Yrs of Exp,Egypt,"Financial Analysis, Financial Management, ERP, Finance, English, Excel, Commerce, Accounting/Finance"
Senior Software Developer - Android,CrossWorkers,New Cairo,Full Time,Experienced,3-6 Yrs of Exp,Cairo,"Computer Science, Software Development, Software Engineering, MVC, Agile, Java, MySQL, Android OS, NoSQL, MongoDB"
Marketing Manager,Cow Gifts,New Cairo,Full Time,Manager,5-10 Yrs of Exp,Cairo,"E-marketing, Market Research, Social Media, Communication Skills, Computer Skills, Microsoft Office, Retail, Adobe Photoshop"
