Title,Company,Location,Type,Level,YearsExp,Country,Skills
Design Manager,EGEC,Giza,Full Time,Manager,15-20 Yrs of Exp,Egypt,"Project Management, PMP, Civil Engineering, Leadership, Wet Utilities, Engineering - Construction/Civil/Architecture"
Sales Team Leader - Real Estate Brokerage,Aqar Vision,Cairo,Full Time,Manager,5-6 Yrs of Exp,Egypt,"Sales Skills, Real Estate Brokerage, Sales Team, Sales Target, English, Communication Skills, Sales/Retail"
Senior Quality Control Engineer,TruDoc 24x7,Heliopolis,Full Time,Experienced,3+ Yrs of Exp,Cairo,"Quality Control, Engineering, Software Testing, QC, SQL, Automation, Quality Assurance, QA, Agile, Appium, JMeter, Jira"
Network & IP Telephone Engineer (Design &...,Adawliah agency,Cairo,Full Time,Experienced,8-10 Yrs of Exp,Egypt,"Computer Science, Software Engineering, Computer Engineering, Cisco, Networks, Networking, IP, CCNP, TCP/IP"
Secretary / Receptionist,Al Qema Group (Q-Tech),Cairo,Full Time,Experienced,2-3 Yrs of Exp,Egypt,"Administration, Secretary, Office Management, Admin Assistant, English, Administration, Customer Service/Support"
Social Media Specialist,Carbon Society,Heliopolis,Full Time,Work From Home,1-3 Yrs of Exp,Cairo,"Social Media Marketing, Instagram, E-marketing, Online Marketing, Facebook, Media Channels, Digital Marketing, English, Content"
Planning & follow up Manager,Hanimex,Obour City,Full Time,Manager,6-9 Yrs of Exp,Cairo,"Supply Chain, Microsoft Office, Logistics, Shipping, Material Planning, Production Planning, Raw Material, Logistics/Supply Chain"
Receptionist and Customer Service Representative,Confidential,Maadi,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Retail, Show Room, Customer Service, Customer Care, Furniture Sales, Customer Support, AdministrationA, Admin Work, Administration"
Technical Office Manager,MAC EGYPT REAL ESTATE CO.,10th of Ramadan City,Full Time,Manager,10+ Yrs of Exp,Cairo,"Communication Skills, Infrastructure, construction, Project Management, Technical Writing, Technical Office Engineer"
Electrical Maintenance Shift Engineer,SAVOLA,10th of Ramadan City,Full Time,Shift Based,2-4 Yrs of Exp,Cairo,"2 Vacancies, Installation, Electrical Engineering, Electrical Maintenance, Technical Support, FMCG, Electrical Power"
Full Stack Developer,Art dimension,Giza,Full Time,Experienced,3+ Yrs of Exp,Egypt,"Information Technology (IT), javaScript, AngularJS, Software Development, Computer Science, Git, AJAX, ReactJS, VueJS, SEO"
Senior Lighting Designer,Electro,Cairo,Full Time,Experienced,3+ Yrs of Exp,Egypt,"Revit, Design, Electrical Engineering, Dialux, Lighting, Relux, Architecture, 3D, Engineering - Construction/Civil/Architecture"
Front End Developer,OctopusPro Pty Ltd,Nasr City,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Front End, UI, jQuery, Angular, javaScript, Software Development, React, PHP, Information Technology (IT), Computer Science"
Office Administrator,Confidential,Cairo,Full Time,Entry Level,0-5 Yrs of Exp,Egypt,"Office Management, Microsoft Office, Marketing, English, MS, TO, Administration"
E-Commerce Sr. Project Manager,ArabAps,Nasr City,Full Time,Manager,7-10 Yrs of Exp,Cairo,"Project Management, Mobile Apps, Software, Planning, Development, Leadership, Operations, IT/Software Development, Operations/Management"
Accountant,Kiromarble for marble and granite,Maadi,Full Time,Experienced,2-3 Yrs of Exp,Cairo,"Oracle, Finance, Financial Analysis, Financial Management, Cost Accounting, SAP, Microsoft Office, Accounting/Finance"
Digital Marketing Intern,Appgain,Dokki,Internship,Entry Level,0-1 Yrs of Exp,Giza,"Google Analytics, Digital Marketing, SMM, SEO, Google Adwords, Social Media, English, Market Research, Marketing/PR/Advertising"
Data Cabling Site Engineer,QuadraTech for Information Technology,Katameya,Full Time,Experienced,3-7 Yrs of Exp,Cairo,"Site Engineer, Infrastructure, EPON, GPON, Computer Science, Telecommunication, Engineering, AutoCAD, Microsoft Visio, SCS, Lan Tester"
Senior Sales Associate,Azza Fahmy Jewellery,Cairo,Full Time,Shift Based,1-3 Yrs of Exp,Egypt,"2 Vacancies, Sales Skills, English, Sales Target, Jewelry, Sales/Retail"
Digital Marketing & Graphic Designer,POLYMERS,Mohandessin,Full Time,Experienced,3+ Yrs of Exp,Giza,"Social Media, Adobe Photoshop, Digital Marketing, E-marketing, Creative/Design/Art, Marketing/PR/Advertising"
Social Media Specialist,Cakerelle,6th of October,Internship,Entry Level,null Yrs of Exp,Giza,"E-marketing, English, Marketing/PR/Advertising, Media/Journalism/Publishing"
Sales Supervisor,Maxim Foods,New Cairo,Full Time,Manager,3+ Yrs of Exp,Cairo,"FMCG, Sales Skills, Sales Target, Sales Management, Sales/Retail"
Event Account Manager,Confidential,Mohandessin,Full Time,Manager,5+ Yrs of Exp,Giza,"Event Management, Marketing, Media, Events, Advertising, Customer Service, Customer Service/Support, Marketing/PR/Advertising"
Customer Service Operations Manager,Nana,Sheraton,Full Time,Manager,8+ Yrs of Exp,Cairo,"Customer Service, Customer Support, COPC, English, Computer Skills, Microsoft Office, Google Suit, Gulf, Customer Service/Support"
