Title,Company,Location,Type,Level,YearsExp,Country,Skills
Call Center Agent,Air Gate,Mohandessin,Full Time,Experienced,2-3 Yrs of Exp,Giza,"Customer Service, Call Center, Customer Care, Customer Support, Customer Service/Support"
Senior Civil Engineer,El Nasr Group,Heliopolis,Full Time,Experienced,10-12 Yrs of Exp,Cairo,"Construction, Infrastructure Engineering, English, Project Management, Microsoft Office"
Sales Team Leader - Real Estate,BLU Real Estate,Heliopolis,Full Time,Manager,4-6 Yrs of Exp,Cairo,"Real Estate, Property Consultant, Brokerage, Sales Skills, Indoor Sales, Outdoor Sales, Team Leader, Sales Executive, Coldwell Banker"
Sales Executive - Office Furniture,Special for office furniture,Cairo,Full Time,Experienced,2+ Yrs of Exp,Egypt,"Sales Target, Office Furniture, Customer Service, Sales/Retail"
Sales Team Leader - Real Estate,Concept Property,Sheikh Zayed,Full Time,Manager,5-7 Yrs of Exp,Giza,"Sales Skills, Sales Target, Presentation Skills, Communication, Leadership Skills, Management, Sales/Retail"
Receptionist,First Group,Mohandessin,Full Time,Entry Level,1-3 Yrs of Exp,Giza,"Females Only, Administration, Office Management, Communication Skills, Customer Care, Secretary, Administration"
Office Manager - HR Admin,Cultark,Heliopolis,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Office Management, Microsoft Office, English, Communication, Software, Skills, Reports, Spreadsheets, HR, Human Resources"
Indoor Presales Engineer,G.I.S Free Zones,Heliopolis,Full Time,Experienced,2-5 Yrs of Exp,Cairo,"Indoor Sales, Products Manager, oil&gas, Engineering, Sales Coordinator, Business Development, Business Development, Sales/Retail"
Call Center Agent,Allamna Integrated Solutions,Nasr City,Full Time,Entry Level,1-2 Yrs of Exp,Cairo,"Call Center, Customer Support, Customer Care, Communication, Microsoft Office, CRM, Customer Service/Support"
Dispatcher (Customer Service) Specialist,Allamna Integrated Solutions,Nasr City,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"Customer Care, Customer Service, Dispatching, Customer Service/Support"
Senior Digital Marketing Specialist,Expand Cart,6th of October,Full Time,Experienced,3+ Yrs of Exp,Giza,"Social Media, Advertising, HTML, Content Management, Web Content, Digital Marketing, Writing, Digital Media, Content Creation, Facebook"
Math Teacher,Manhattan Schools,Maadi,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Teaching, Education, School, Math Teacher, Mathematics, Education/Teaching"
CIVAS Pharmacist (IV Mixing),Andalusia Group,Maadi,Full Time,Entry Level,0-1 Yrs of Exp,Cairo,"Pharmacy, Medicine, IV Mixing, CIVAS, IV, Healthcare, Pharmaceutical, Medical/Healthcare, Pharmaceutical"
Senior Web Developer,Glamera,Nasr City,Full Time,Experienced,3+ Yrs of Exp,Cairo,"Web Development, Computer Science, Computer Engineering, Information Technology (IT), HTML5, CSS3, ASP.NET MVC, Restful Web API"
Senior Architect/BIM Coordinator,MAC EGYPT REAL ESTATE CO.,10th of Ramadan City,Full Time,Experienced,8-10 Yrs of Exp,Cairo,"Revit, 3dmax, V-ray, Adobe Photoshop, Adobe Illustrator, Adobe Indesign, Adobe Flash, Adobe Dreamweaver, Architecture, Engineering"
Full Stack Developer (Internship),Seuqel Solutions,Downtown,Internship,Student,0-1 Yrs of Exp,Cairo,"PHP, JSON, React, NodeJS, XML, jQuery, Django, Laravel, Software Development, Computer Science, Computer Engineering, Full Stack"
Parent Relations Executive,Confidential,New Cairo,Full Time,Manager,15-20 Yrs of Exp,Cairo,"Customer Service, Customer Support, Customer Care, Parent Relations, Marketing, Social Media, English, Arabic, Management"
Financial Accountant Section Head,Confidential,Obour City,Full Time,Manager,8-10 Yrs of Exp,Cairo,"Accounting, ERP, Finance, Financial Analysis, Analytical, Financial Management, Commerce, English, Food Industry, Communication Skills"
Junior Project Manager,eVision,New Cairo,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Project Management, Information Technology (IT), Software Development, Agile, Telecom Engineering, IT/Software Development"
PR & Marketing Specialist,MFN Family,Heliopolis,Full Time,Experienced,2-8 Yrs of Exp,Cairo,"Public Relations (PR), Social Media, English, Digital Marketing, E-marketing, Marketing/PR/Advertising, Media/Journalism/Publishing"
Front Desk / Sales Admin (Real Estate),infinity investments,New Cairo,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Real Estate, English, CRM, MS Office, Sales Admin, Sales Support, Sales Operations, Sales Coordinator, Administration, Sales/Retail"
Indoor Sales Representative - (Salam City),OPPO Egypt,Salam City,Full Time,Entry Level,1-2 Yrs of Exp,Cairo,"Males Only, Sales Target, Sales Skills, Smartphones, Communication Skills, Customer Service, Customer Care, Customer Support, English"
Light Current Site Engineer,HiTECHNOUR,Nasr City,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"CCTV, Electrical Engineering, Low Current Systems, Access Control, Fire Alarm, Testing & Commissioning Engineer, Parking System, Design"
Risk Officer,Bayt El Khebra,Maadi,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Presentation Skills, English, Computer Skills, Quality, Quality"
