Title,Company,Location,Type,Level,YearsExp,Country,Skills
Videographer And Video Editor,23prime pr,Zamalek,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Video Editing, Adobe After Effects, Creative/Design/Art, Media/Journalism/Publishing"
Junior QC Engineer,Flairstech,Maadi,Full Time,Entry Level,0-1 Yrs of Exp,Cairo,"Quality Control, English, Testing, Software, Computer Engineering, Computer Science, Information Technology (IT), API, QA, SQL"
Service Delivery Specialist,WEData,Giza,Full Time,Experienced,2-4 Yrs of Exp,Egypt,"Project Manager, Project Coordinator, Order Management, PMP, Project Management, Customer Service, Logistics, Service Delivery"
Customer Service Agent,Confidential,Nozha,Full Time,Shift Based,0-2 Yrs of Exp,Cairo,"Customer Care, ADSL Support, Call Center, English, ERP, CRM, Telecommunication, Customer Support, Customer Service"
Modern Trade Head,Confidential,Alexandria,Full Time,Manager,10+ Yrs of Exp,Egypt,"Modern Trade, English, Sales Skills, Sales Target, Marketing, Marketing/PR/Advertising, Sales/Retail"
Media Buyer,Akhtaboot Group,New Cairo,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Digital Marketing, Digital Media, Facebook, Google Analytics, Google Ads, Planning, Twitter, Media Buying, Marketing Campaigns"
Executive Secretary,Raktos,New Cairo,Full Time,Experienced,3+ Yrs of Exp,Cairo,"Office Management, Computer Skills, Microsoft Office, Executive Secretary, Administrative, ERP, Administration"
iOS Developer,Confidential,Smouha,Full Time,Experienced,2+ Yrs of Exp,Alexandria,"TFS, Git, Software Development, Android, Information Technology (IT), Computer Science, iOS, IT/Software Development"
Senior Social Media & Ads Specialist,Confidential,Maadi,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Market Research, Social Media, Communication Skills, Computer Skills, Microsoft Office, Microsoft Excel, Digital Marketing, Advertising"
Architect,High Art,Sheraton,Full Time,Experienced,3+ Yrs of Exp,Cairo,"Art, BOQ, AutoCAD, Google SketchUp, 3ds Max, Architecture, Interior Design, MS Office, 3D Max, Adobe Photoshop"
English Instructor For Kids (October / Zayed),E-Planet,6th of October,Part Time,Entry Level,1+ Yrs of Exp,Giza,"Teaching, Education, TEFL, TESOL, TKT, Linguistics, English Literature, Education/Teaching, Training/Instructor"
Business Development Specialist - Lighting Field,Electro,Cairo,Full Time,Experienced,3-5 Yrs of Exp,Egypt,"Business Development, Architecture, Engineering, Sales Skills, Engineering - Construction/Civil/Architecture, Business Development"
Sales Advisor (Educational MBA/DBA),Egyptian Cultural Center,Nasr City,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"Sales Skills, Sales Target, Education, MBA, DBA, English, Sales/Retail, Education/Teaching"
Electrical Technical Office Engineer (Tendering &...,Electrotech,Alexandria,Full Time,Experienced,3-6 Yrs of Exp,Egypt,"Tendering, TechnicalOffice, English, Communication Skills, Contracting, Arabic, Cost Estimation"
Marketing Technology Specialist,Confidential,Maadi,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Computer Science, Telecom Engineering, CRM, PHP, HTML, SQL, ERP, E-marketing, Social Media, REST, JavaScript, SOAP, Python"
Planning & Follow-Up Manager,Confidential,Maadi,Full Time,Manager,15+ Yrs of Exp,Cairo,"Planning, Computer Skills, English, Operations, Wooden Manufacturing, Applied Arts, Fine Arts, Creative/Design/Art, Operations/Management"
Surveying Engineer,Kiromarble for marble and granite,Maadi,Full Time,Experienced,3+ Yrs of Exp,Cairo,"AutoCAD, English, Site Survey, Civil Engineering, Engineering - Construction/Civil/Architecture"
Junior Network Engineer- ISP Operations,ServerHub,Dallas,Full Time,Experienced,3+ Yrs of Exp,United States,"Information Technology (IT), Computer Engineering, Networking, Operations, English, Communication Skills, Network Engineering"
Legal Affairs & Administrative Assistant,Monginis Bakery,Abu Rawash,Full Time,Experienced,3-5 Yrs of Exp,Giza,"Administration, Office Management, Communication Skills, Law, Admin Work, English, MS PowerPoint, MS Excel, Microsoft Office"
Senior OD Specialist.,Andalusia Group,Maadi,Full Time,Experienced,2-3 Yrs of Exp,Cairo,"OD, Pharmaceutical, Organization Development, Human Resources (HR), Personnel, HR, English, HR Certificate, Hospitals, Visio, Excel"
Medical Social Media Marketing Specialist,Confidential,New Cairo,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Social Media, E-marketing, Online Marketing, Digital Media, English, Arabic, Marketing/PR/Advertising, Media/Journalism/Publishing"
Creative Copywriter - (Saudi Dialect),Art dimension,Giza,Full Time,Experienced,4+ Yrs of Exp,Egypt,"Arabic, Creative, Saudi Dialect, English, Copywriting, SEO, Marketing, Creative/Design/Art, Writing/Editorial"
Product Designer (UX Designer),Nejmo,Maadi,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"UX, Information Technology (IT), Computer Science, CSS, HTML, javaScript, Engineering, UXPin, Balsamiq, Project Management, Research"
Auditor,Confidential,Zamalek,Full Time,Experienced,5+ Yrs of Exp,Cairo,"Accounting, Finance, Auditing, Financial Analysis, Accounting/Finance"
Creative Content Writer,Innovito,Heliopolis,Full Time,Freelance / Project,1-3 Yrs of Exp,Cairo,"Creative, Marketing, Educational Content, Content Creator, Editing, Social Media, Content Writing, English, Arabic"
