Title,Company,Location,Type,Level,YearsExp,Country,Skills
Senior Test Automation Engineer,Zealous Solutions Ltd.,Cairo,Full Time,Work From Home,4+ Yrs of Exp,Egypt,"Software Testing, Automation Testing, Information Technology (IT), QA, Agile, Selenium, javaScript, Software Development, Cloud"
Maintenance Engineer,Unimix Egypt for Readymix concrete,Cairo,Full Time,Experienced,2-5 Yrs of Exp,Egypt,"Maintenance, Computer Skills, Mechanical Engineering, Installation/Maintenance/Repair, Engineering - Mechanical/Electrical"
Operations Supervisor/Superintendents - (Load /...,Confidential,Cairo,Full Time,Experienced,4+ Yrs of Exp,Egypt,"Civil Engineering, Operations, Construction, Engineering - Construction/Civil/Architecture, Operations/Management"
Content Creator,Al-Nasser,Dokki,Full Time,Experienced,2-3 Yrs of Exp,Giza,"Social Media, Writing, E-Commerce, Editing, Content Creator, Copywriter, Arabic, CTA, Branding, Writing/Editorial"
Arabic Content Writer,Visit Ventures,Nozha,Internship,Entry Level,0-1 Yrs of Exp,Cairo,"Marketing, Social Media, SEO, Bloggers, Vloggers, Content Writing, Arabic Content, Creative/Design/Art, Writing/Editorial"
Software Business Analyst - 6 Months Project,SURE International Technology,Cairo,Full Time,Freelance / Project,3-6 Yrs of Exp,Egypt,"Information Technology (IT), Business Analysis, Computer Science, Visio, Software Analysis, IT/Software Development"
Customer Support Specialist,FaceGraph,Cairo,Full Time,Work From Home,3-5 Yrs of Exp,Egypt,"Customer Support, Customer Service, Customer Care, English, Sales, Software, Communication, Information Technology, CS"
Senior UI/UX Engineer,Keys Group Services,Maadi,Full Time,Experienced,5+ Yrs of Exp,Cairo,"Computer Science, UI, UX, Design, UI/UX, Photoshop, Adobe, Startup, Illustrator, Wireframes, Mobile Application"
Sales Specialist - New Cairo,"General Star Business Development Co.,(Egypt)",New Cairo,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Sales Skills, Sales Target, Customer Service, Microsoft Office, Furniture, English, Woods, Customer Service/Support, Sales/Retail"
Outdoor Sales Representative,Smart Get,Cairo,Full Time,Part Time,0-5 Yrs of Exp,Egypt,"0-5 Yrs of Exp, 5 Vacancies, Outdoor Sales, Sales Target, Sales Skills, Communication Skills, English, Sales/Retail"
Medical Call Center Approval Pharmacist,Confidential,New Cairo,Full Time,Shift Based,2-4 Yrs of Exp,Cairo,"5 Vacancies, Males Only, Call Center, Customer Service, Customer Care, Customer Support, Pharmacy, Medical Centers, Hospitals"
Projects Manager,Welco Group,Obour City,Full Time,Manager,5-10 Yrs of Exp,Cairo,"Civil Engineering, PM, Project Management, AutoCad, Solidworks, Arabic, English, Engineering - Construction/Civil/Architecture"
Sales Specialist,Cotton d'or,Heliopolis,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"Sales Skills, Customer Service, Communication, Fashion, Customer Service/Support, Sales/Retail"
Accountant,SF Egypt,6th of October,Full Time,Experienced,5+ Yrs of Exp,Giza,"Males Only, Financial Analysis, Finance, Industrial, Bank Accounts, English, Cost Accounting, Financial Management, Accounting/Finance"
Senior Accountant,IFSM,Alexandria,Full Time,Experienced,5+ Yrs of Exp,Egypt,"Accounting, Finance, Financial Analysis, Financial Management, Accounting/Finance"
Senior Security Engineer,QuadraTech for Information Technology,Katameya,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Information Security, Fortinet Security Solutions, CCNP Security, Information Technology (IT), Computer Science, Computer Engineering"
Purchasing Assistant Manager (Indirect Materials...,SAVOLA,Nasr City,Full Time,Experienced,3-6 Yrs of Exp,Cairo,"Supply Chain, Purchasing, Procurement, Industrial, Contracting, Buying, English, Computer Skills, Logistics/Supply Chain"
Senior Sales Engineer,Orient Egypt,Dokki,Full Time,Experienced,3-10 Yrs of Exp,Giza,"Engineering, HVAC, Mechanical, Electrical, ELV, Sales Skills, Sales Target, English, Technical Sales, Fire Fighting"
Tax Accountant,TravelYalla,Heliopolis,Full Time,Experienced,4+ Yrs of Exp,Cairo,"Taxation, Financial Statements, Accounting Offices, ERP, Computer Skills, Tax Accounting, Commerce, Auditing Office, Tourism"
French Teacher,Babyboo Nursery,Shorouk City,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"French Teaching, Kindergarten, Teacher, Education/Teaching"
Executive Secretary,Tabarak Holding,New Cairo,Full Time,Experienced,7-10 Yrs of Exp,Cairo,"Office Management, Administration, Microsoft Office, Executive, English, Communication, Real Estate, Administration"
Executive Secretary,International Trade Office,Bab Sharq,Full Time,Entry Level,1-3 Yrs of Exp,Alexandria,"Secretary, Office Management, Communication Skills, Microsoft Office, Business Administration, Administration"
Specification Engineer,Floortec,6th of October,Full Time,Experienced,2-5 Yrs of Exp,Giza,"Civil Engineering, Construction Chemical, Building Material, Specification, Engineering - Construction/Civil/Architecture"
HR Generalist,AFKAR Technology,New Cairo,Internship,Entry Level,0-1 Yrs of Exp,Cairo,"Research, Human Resources (HR), Recruitment, Interviewing, Screening, Hiring, Personnel, Microsoft Office, English"
Accounts Payable Accountant,ECS - Energy & Contracting Solutions,Maadi,Full Time,Experienced,4-7 Yrs of Exp,Cairo,"Accounts Payable, AP Accounting, Commerce, Financial Analysis, Contracting, Accounting/Finance"
