Title,Company,Location,Type,Level,YearsExp,Country,Skills
Partnerships Executive,Saavee Egypt,New Cairo,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Sales Skills, Business Development, Food Delivery, Presentation Skills, English, Sales/Retail"
General Manager,Wattan Pack Company,Quweisna,Full Time,Senior Management,10+ Yrs of Exp,Monufya,"Management, Factory, General Manager, Manufacturing, Operations/Management, Manufacturing/Production, C-Level Executive/GM/Director"
Sr.NET Developer,Z2 Data,Nasr City,Full Time,Experienced,4+ Yrs of Exp,Cairo,"BACKEND, FULL STACK, MVC, C#, ASP.NET, DEVELOPER, SQL, JQUERY, Computer Science, Information Technology (IT), Software Development"
Electrical Technical Support Engineer,UNI Power,6th of October,Full Time,Experienced,3-6 Yrs of Exp,Giza,"Electrical Engineering, Communication, BMS, DC, UPS, Microsoft Office, Maintenance, Installation, AutoCAD, 2D"
Market Intelligence & Retail Training Manager,Fawry Banking & Payment Technology Services,Mokattam,Full Time,Manager,7+ Yrs of Exp,Cairo,"Training, Sales Skills, Marketing, Business Administration, Sales Audit, Sales/Retail, Training/Instructor"
Software Development Team Leader,Pefect Presentation,Maadi,Full Time,Manager,5-9 Yrs of Exp,Cairo,"Computer Science, Software Development, Agile, ASP.NET, HTML5, CSS, Software Engineering, javaScript, Angular, MVC"
Project Coordinator - Giza,Al Arab Group,Sheikh Zayed,Full Time,Experienced,2-7 Yrs of Exp,Giza,"Administration, Project Coordination, English, Arabic, Administration, Project/Program Management"
Senior Content Creator,Ulemt,Dokki,Full Time,Experienced,3-3 Yrs of Exp,Giza,"Writing, Social Media, Content Creator, Editing, SEO, English, Journalism, Writing/Editorial, Marketing/PR/Advertising"
Governmental Sector OPS Deputy Manager,e-finance,6th of October,Full Time,Manager,6+ Yrs of Exp,Giza,"Governmental Sector, Account Management, Information Technology (IT), Customer Service/Support"
Modern Trade National Manager,Confidential,Sheraton,Full Time,Manager,7+ Yrs of Exp,Cairo,"Sales Target, FMCG, Modern Trade, Project Management, English, Customer Support, Customer Satisfaction, Business Development"
Recruitment OD Specialist,kazary,Obour City,Full Time,Entry Level,1-4 Yrs of Exp,Cairo,"Recruitment, OD, Retail, Fashion, Microsoft Office, Hiring, Human Resources"
Sales Team Leader - Real Estate,Capital,New Cairo,Full Time,Manager,3-7 Yrs of Exp,Cairo,"Real Estate, Management, Team Leader, Leadership, Sales Target, Sales Skills, Customer Service/Support, Sales/Retail"
Accountant,Confidential,Mansoura,Full Time,Entry Level,2-3 Yrs of Exp,Dakahlia,"Accounting, Finance, Financial Analysis, Financial Management, English, SAP, Microsoft Office, Accounting/Finance"
Marketing Director,dejavu,New Cairo,Full Time,Senior Management,10+ Yrs of Exp,Cairo,"Market Research, Trade Marketing, Advertising, Digital Marketing, Product Marketing, Operations/Management"
Senior BOQ & Specification Engineer,Elgabaly Architects,New Cairo,Full Time,Experienced,8-10 Yrs of Exp,Cairo,"Bill Of Quantities, BOQ, Architecture, Architectural Engineering, Revit, Adobe Photoshop, AutoCAD, Civil Engineering"
Embedded firmware developer C / C++,Confidential,Mansoura,Full Time,Experienced,0-5 Yrs of Exp,Dakahlia,"C/C++, Engineering, IT/Software Development"
Sales Executive - Alexandria,Hamza Group,Alexandria,Full Time,Experienced,3-5 Yrs of Exp,Egypt,"Sales Skills, Sales Target, English, Negotiation, Sales/Retail"
Real Estate Sales Representative - Nasr City,Confidential,Nasr City,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Real Estate, Sales Skills, Sales Target, Outdoor Sales, Property, Customer Service, Customer Care, Customer Support, Advertising"
Inspection & Quality Officer,SASA,10th of Ramadan City,Full Time,Experienced,2+ Yrs of Exp,Cairo,"AQL, Chemistry, Fabric, Chenille, Quality Assurance, Quality Control, Quality"
Customer Acquisition Specialist,Confidential,Maadi,Full Time,Part Time,0-1 Yrs of Exp,Cairo,"3 Vacancies, Females Only, Communication Skills, Customer Acquisition, Voiceover, Voice-over, Operations/Management, Sales/Retail"
HR Generalist,Breadfast,Cairo,Full Time,Experienced,2+ Yrs of Exp,Egypt,"HR Generalist, Microsoft Office, Administration, Recruitment, Personnel, English, Administration, Human Resources"
Planning Team Leader Engineer,ECS - Energy & Contracting Solutions,Maadi,Full Time,Manager,6+ Yrs of Exp,Cairo,"Civil Engineering, Mechanical, Planning, Electrical Engineering, PSP, Management, Leadership Skills, Engineering - Mechanical/Electrical"
Continuous Improvement Section Head (LEAN-Six...,Confidential,Cairo,Full Time,Manager,5-9 Yrs of Exp,Egypt,"Lean, Quality, Production, Engineering, Auditing, Six Segma, Manufacturing/Production, Quality, Engineering - Mechanical/Electrical"
Indoor Sales Advisor,RE/MAX Everest,Mohandessin,Full Time,Experienced,3-4 Yrs of Exp,Giza,"Sales Skills, Recruitment, Indoor Sales, Communication Skills, Human Resources, Sales/Retail"
Property Consultant - Sales Real Estate,property today egypt,New Cairo,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Sales, Real Estate, Sales Skills, Sales Target, Insurance, Automotive, Sales/Retail"
Senior E-Commerce Software Developer (Magento 2),shop4build,Maadi,Full Time,Part Time,2+ Yrs of Exp,Cairo,"2+ Yrs of Exp, E-Commerce, PHP, MySQL, Agile, Information Technology (IT), Computer Science, CSS, javaScript, HTML, MVC, Flutter"
Database Administrator,Ghassan Ahmed Alsulaiman for Electronic Services,Cairo,Full Time,Experienced,3-4 Yrs of Exp,Egypt,"Database, IT, Design, Computer Science, SQL, Oracle, Data Warehouse, Computer Engineering, System Administration"
