Title,Company,Location,Type,Level,YearsExp,Country,Skills
Proposal Supervisor ( Energy & Infrastructure...,Confidential,New Cairo,Full Time,Experienced,5-7 Yrs of Exp,Cairo,"Tendering, Power Engineering, Project/Program Management, Engineering - Mechanical/Electrical, Engineering - Oil & Gas/Energy"
Gynecology Product Specialist (Downtown - Maadi),HealthMED Egypt for Medical Supplies,Downtown,Full Time,Entry Level,1-2 Yrs of Exp,Cairo,"Gynecology, Sales Skills, Sales Target, Veterinary, Pharmacy, Pharmaceutical, Medical Sales, Product Specialist, HealthCare"
Database Analyst,Target Recruitment & HR Solutions,Alexandria,Full Time,Experienced,2-3 Yrs of Exp,Egypt,"Information Technology (IT), Computer Science, System Analysis, Quality, Troubleshooting, Software Engineering, Database"
Senior PHP Developer,Korashi Group,Sheikh Zayed,Full Time,Experienced,8+ Yrs of Exp,Giza,"Information Technology (IT), Computer Science, Software Development, SQL, AWS, MongoDB, DynamoDB, Laravel, IT/Software Development"
Employee Engagement Specialist,Confidential,Maadi,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"Employee Relation, Human Resources (HR), Performance Management, Communication Skills, Human Resources"
Videographer & Video Editor,Arrows,6th of October,Part Time,Entry Level,1-3 Yrs of Exp,Giza,"Videographer, Adobe After Effects, Adobe Premiere, Final Cut, Studio Lighting, Videography, Digital Technology, Social Media"
Call Center Agent,Foodak,Mohandessin,Full Time,Entry Level,0-3 Yrs of Exp,Giza,"Call Center, Customer Support, Customer Service, Customer Care, Communication Skills, English, Computer Skills"
Digital Media Manager,Viola Communications,Heliopolis,Full Time,Manager,5+ Yrs of Exp,Cairo,"SEO, PPC, Facebook, Social Media, Advertising, Campaigns, Marketing/PR/Advertising, Media/Journalism/Publishing"
HR Manager,Confidential,Cairo,Full Time,Manager,15+ Yrs of Exp,Egypt,"English, MBA, Performance Appraisal, Recruitment, Screening, Management, HR, Training, Human Resources"
Senior Web Developer,Brightbrains,Dubai,Work From Home,Experienced,2-5 Yrs of Exp,United Arab Emirates,"Computer Science, Web Development, Software Development, DevOps, javaScript, Agile, MySQL, Design, Testing"
Sales Engineer,o2proformance,Giza,Full Time,Experienced,3+ Yrs of Exp,Egypt,"Sales Target, Petroleum, Mechanical Engineering, Sales/Retail, Engineering - Mechanical/Electrical, Engineering - Other"
Process Engineer,3Brothers,10th of Ramadan City,Full Time,Experienced,2-5 Yrs of Exp,Sharqia,"Mechanical Engineering, Production, Quality, English, Process, Manufacturing/Production, Engineering - Mechanical/Electrical"
Digital Marketing Specialist,Virtual Worker Now,Cairo,Full Time,Work From Home,2-6 Yrs of Exp,Egypt,"Social Media, Digital Marketing, E-marketing, Advertising, English, Communication, Campaigns, Shopify, HTML5, CSS3, JavaScript"
Financial Services Specialist,Centro Global Solutions,Maadi,Full Time,Entry Level,0-1 Yrs of Exp,Cairo,"Accounting, Collection, Customer Support, Computer Skills, Microsoft Office, Microsoft Excel, Accounting/Finance"
Sales Manager,RKH Realestate Consultancy,6th of October,Full Time,Manager,6-7 Yrs of Exp,Giza,"Sales Target, Real Estate, Brokerage, Operations/Management, Sales/Retail"
Furniture Showroom Manager,Confidential,Cairo,Full Time,Manager,5-7 Yrs of Exp,Egypt,"Wood, Fine Arts, Operations, Showroom Management, Furniture Showroom, Creative/Design/Art, Operations/Management, Sales/Retail"
Operation Specialist,MTS,Suez,Full Time,Entry Level,0-2 Yrs of Exp,Suez,"Logistics, Operations, Customer Service, English, Supply Chain, Customer Care, Customer Service/Support, Logistics/Supply Chain"
R&D Methodology Specialist,Hi Pharm,Cairo,Full Time,Experienced,3-7 Yrs of Exp,Egypt,"Research, Science, Pharmacy, English, Computer Skills, R&D, R&D/Science, Analyst/Research, Pharmaceutical"
Sales Executive - Power Retailer,Cairo Trading,Cairo,Full Time,Experienced,2+ Yrs of Exp,Egypt,"Sales Target, Mechanical Engineering, Sales Engineering, Sales/Retail, Engineering - Mechanical/Electrical"
Retail Sales Representative - Alexendria,EGIC,Alexandria,Full Time,Entry Level,1-3 Yrs of Exp,Egypt,"Sales Skills, Sales Target, Customer Services, Customer Care, Retail, Collection, Distribution, Selling Skills, Negotiation Skills"
Area Sales Executive - Alexandria,GLC,Alexandria,Full Time,Entry Level,1-3 Yrs of Exp,Egypt,"Males Only, Marketing, Colors, English, Chemicals, Painting, Sales Skills, Sales Target, Sales/Retail"
Senior PHP Developer,The Portal,Maadi,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Software Development, Computer Science, Full Stack, Web Development, Front End, Back End, Software Engineering, Agile, APIs, HTML5"
HR Recruiter,RMG,New Cairo,Full Time,Experienced,3-4 Yrs of Exp,Cairo,"Females Only, Recruitment, Human Resources (HR), Hiring, Human Resources Management, Applicant Tracking Systems, ATS, Human Resources"
Full Stack Developer,Confidential,New Cairo,Full Time,Experienced,2-3 Yrs of Exp,Cairo,"Computer Science, CSS, HTML5, React, Git, MongoDB, Bootstrap, APIs, WordPress, Full Stack, ExpressJS, NodeJS"
Motion Graphic Designer,MZ Media,Mansheya,Full Time,Entry Level,1-3 Yrs of Exp,Alexandria,"Graphics, Artistic, Adobe Photoshop, Adobe Illustrator, Creative, Storytelling, Graphic Designer, Creative/Design/Art"
