Title,Company,Location,Type,Level,YearsExp,Country,Skills
Web User Interface Developer,Pefect Presentation,Maadi,Full Time,Experienced,7-10 Yrs of Exp,Cairo,"UI, Computer Science, Computer Engineering, Web Development, CSS, HTML, jQuery, Angular, C#, javaScript, React"
Outside Sales Representative,Korashi Group,6th of October,Full Time,Entry Level,1-3 Yrs of Exp,Giza,"Outside Sales, Pharmacy, Medical Sales, Business Development, Medical/Healthcare, Sales/Retail"
Call Center Agent,TAM,New Cairo,Full Time,Shift Based,1-2 Yrs of Exp,Cairo,"Call Center, Customer Service, Customer Support, Customer Care, E-Commerce, English, Customer Service/Support, Sales/Retail"
Senior Project Management Specialist (Strategic...,Allianz,New Cairo,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Strategic Marketing, Project Management, Business Development, Marketing/PR/Advertising, Project/Program Management"
Senior Contracts Execution Officer,Confidential,Nasr City,Full Time,Manager,10-15 Yrs of Exp,Cairo,"Contracts, Trade, Logistics, Microsoft Office, Business Administration, Supply Chain, Risk Assessment, Customer Service"
Customer Service Coordinator,Max Muscle,Giza,Full Time,Entry Level,1-3 Yrs of Exp,Egypt,"Customer Care, Customer Support, Customer Service, Computer Skills, English, Communication, Administration, Customer Service/Support"
Senior Digital Marketing Specialist,Infinity,Heliopolis,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"Digital Marketing, E-marketing, SEO, Advertising, Online Marketing, SEM, Google Analytics, Google Adwords, HTML, NetInsight"
Solar Energy Systems Engineer,G.E.I.S - Green Energy Integrated Solutions,Maadi,Full Time,Experienced,2-5 Yrs of Exp,Cairo,"Mechanical Engineering, Electrical Engineering, AutoCAD, Solar Energy, site engineer, Maintenance engineer, solar water heater, Installation"
Receptionist,Zaytoun development,New Cairo,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Office Management, Receptionist, Secretary, Admin Assistant, Administration, Customer Service/Support"
Web Developer,EHG Group,Cairo,Full Time,Work From Home,5-10 Yrs of Exp,Egypt,"Web development, Computer Science, Information Technology (IT), .Net, SQL, Angular, IT/Software Development"
Senior Digital Media Buyer,4level1,Maadi,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Digital Marketing, SEO, Google Adwords, Media Buying, Advertising, Facebook, Communication Skills, Campaigns, ROI"
Creative Content Creator,Digitology,Mohandessin,Full Time,Experienced,2-3 Yrs of Exp,Giza,"Editing, Content Writing, Content Creator, E-marketing, Market Research, Copywriter, Online Marketing, Digital Media, English"
Senior System Admin Engineer,Sky Distribution,Sheikh Zayed,Full Time,Experienced,3-5 Yrs of Exp,Giza,"Information Technology (IT), VCenter, VMWare, WSUS, NAS, SAN, SQL, System Administration, Computer Science, Computer Engineering"
Financial Analyst,Dar Al-Fouad Hospital,6th of October,Full Time,Experienced,3-5 Yrs of Exp,Giza,"Financial Analysis, CFA, CMA, Accounting, English, Financial Planning, Financial Reporting, Microsoft Excel, Accounting/Finance"
Mid/Junior Technical Developer - UAE,Gulf Data International,Dubai,Full Time,Experienced,5-7 Yrs of Exp,United Arab Emirates,"Computer Science, Information Technology (IT), Software Development, HTML, Testing, jQuery, Microsoft visual studio 2015, C#, ASP.NET"
Sales Accountant - Alexandria,EGIC,Agami,Full Time,Entry Level,1-3 Yrs of Exp,Alexandria,"Males Only, Finance, Sales Accounting, Commerce, Budget, Reporting, Accounting/Finance"
Fashion Designer,Leadintop,Maadi,Full Time,Part Time,1-3 Yrs of Exp,Cairo,"1-3 Yrs of Exp, 4 Vacancies, Females Preferred, Fashion Design, Sketches, Style, Fine Arts, Creative/Design/Art, Fashion"
Graphic Designer,Innovinity Medical Hub,Heliopolis,Full Time,Experienced,3+ Yrs of Exp,Cairo,"Adobe Photoshop, Adobe Illustrator, Creative, English, InDesign, Creative/Design/Art"
IT Specialist,UX Centers,Bourj Alarab,Full Time,Experienced,2-4 Yrs of Exp,Alexandria,"LAN, WAN, Computer Hardware, Installation, Maintenance, Repair, Troubleshooting, Networks, Technical Support"
Vendor Relationship & Business Development...,shop4build,Maadi,Full Time,Experienced,3-10 Yrs of Exp,Cairo,"Procurement, Marketing, Sales Skills, Sales Target, Excel, PowerPoint, Business Administration, Logistics, Supply Chain"
Accountant - Construction Company,Baxter / Refaat Holding,Nasr City,Full Time,Experienced,10-12 Yrs of Exp,Cairo,"Finance, Financial Analysis, Financial Management, Construction, Accounting/Finance"
Cost Accountant,International Traders Company ITC,New Cairo,Full Time,Experienced,3-10 Yrs of Exp,Cairo,"Cost Accounting, Financial Analysis, English, Accounting/Finance"
Receptionist (CRM),Innovinity Medical Hub,Heliopolis,Full Time,Entry Level,1-5 Yrs of Exp,Cairo,"CRM, Customer Service, Administration, English, Computer Skills, Reception, Front Office, Administration"
