Title,Company,Location,Type,Level,YearsExp,Country,Skills
Senior Structure Engineer,AluNile,Mohandessin,Full Time,Experienced,3-5 Yrs of Exp,Giza,"Computer Science, Information Technology (IT), Civil Engineering, Engineering - Construction/Civil/Architecture, Engineering - Telecom/Technology"
Customer Service Advisor - Medical Insurance...,NAOS Marketing,New Cairo,Full Time,Entry Level,1-2 Yrs of Exp,Cairo,"Males Only, Customer Service, Customer Care, Customer Support, Call Center, Communication Skills, Computer Skills, Microsoft Office"
Sales Manager,French Company for Porcelain,Beni Suef,Full Time,Manager,10+ Yrs of Exp,Egypt,"Production, Manufacturing, Marketing, Sales, Sales/Retail"
Business Manager / B2B Industry Sector,Cepack,10th of Ramadan City,Full Time,Manager,8-10 Yrs of Exp,Sharqia,"Sales Skils, Sales Target, Business Management, Business Administration, Commerce, CRM, Sales B2B, Sales Skills, Business Development"
IT Help Desk Officer,Shiny white dental center,Cairo,Full Time,Experienced,2-3 Yrs of Exp,Egypt,"Males Only, CCNA, MCSA, Computer Maintenance, Software, Information Technology (IT), Computer Science, Office Automation, Help Desk"
Account Manager,"Aria Systems, Inc",Maadi,Full Time,Entry Level,0-3 Yrs of Exp,Cairo,"Customer Service, Customer Care, Customer Support, Client Relationship, Sales, Customer Service/Support, Sales/Retail"
Internal Audit Manager - Hurghada,Somabay,Hurghada,Full Time,Manager,10+ Yrs of Exp,Red Sea,"Business Management, Quality, Operations/Management, Quality"
WHMCS and PHP Expert,ServerHub,Dallas,Freelance / Project,Experienced,3+ Yrs of Exp,United States,"PHP, MYSQL, IT, Computer Since, IT/Software Development, Engineering - Telecom/Technology"
Secretary,Capital elite for real estate development,6th of October,Full Time,Experienced,2-4 Yrs of Exp,Giza,"Secretary, Office Management, English, Business Administration, Admin Assistant, Administration"
Lab Section Head,Foodina,Ismailia,Full Time,Manager,3-5 Yrs of Exp,Ismailia,"Chemistry, QC, Quality, Agriculture, GHP, Food, GMP, R&D/Science, Quality, Engineering - Other"
Mobile Development Lead - Android & iOS,PaySky,New Cairo,Full Time,Manager,4+ Yrs of Exp,Cairo,"Information Technology (IT), Computer Science, Computer Engineering, iOS, UX, App Store, Android UI Design, Code Versioning Tools"
Video Editor & Animator - New Cairo,Confidential,New Cairo,Full Time,Work From Home,5-7 Yrs of Exp,Cairo,"Video Editing, Motion Graphics, Adobe Premiere, Animation, After Effects, Adobe Photoshop, Creative, Creative/Design/Art"
Call Center Agent,Maxycode,Nasr City,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Call Center, Customer Support, Customer Care, Communication Skills, Customer Focus, Data Entry, CRM Systems"
Endocrinology Consultant,Care Clinics,New Cairo,Part Time,Manager,8-10 Yrs of Exp,Cairo,"Cardiology, CT, Cosmetology, Medical/Healthcare"
Customer Service Senior Manager,Allianz,New Cairo,Full Time,Manager,10-15 Yrs of Exp,Cairo,"Customer Support, Customer Care, Digital Solutions, Call Center, CRM, Finance, Insurance, Retail, Leads, Sales, OPS"
Psychologist & Social Specialist - Portsaid,Mishkat Nour,Port Said,Full Time,Experienced,2+ Yrs of Exp,Egypt,"Females Preferred, Education, Psychology, Social Studies, Communication Skills, Healthcare, Mental Health, Medical/Healthcare"
Human Resources Manager,Mishkat Nour,Nasr City,Full Time,Manager,5+ Yrs of Exp,Cairo,"Recruitment, Human Resources (HR), Performance Appraisal, Personnel, Microsoft Office, HR, Communication Skills, Excel, Commerce"
Digital Marketing/Growth Specialist (Saas),TensorGraph,Maadi,Full Time,Experienced,4+ Yrs of Exp,Cairo,"Campaigns, Social Media, E-marketing, SEO, SEM, Content, B2B, Writing/Editorial, Marketing/PR/Advertising"
Customer Service Agent,Royal Herbs,Giza,Full Time,Experienced,2-3 Yrs of Exp,Egypt,"Customer Support, Customer Care, Customer Service/Support"
Junior Sales Representative (Retail) - Cairo,Bingo Global,Heliopolis,Full Time,Entry Level,0-3 Yrs of Exp,Cairo,"Sales Skills, Retail, Sales Target, MS Office, MS Excel, English, Microsoft Word, Sales/Retail"
Sales Engineer - Electrical,Andalus Electrical solutions,Cairo,Full Time,Entry Level,1-5 Yrs of Exp,Egypt,"Engineering, Presales, Dialux, CAD, Sales/Retail, Engineering - Mechanical/Electrical"
Accountant - Fixed Assets,Cairoscan,Giza,Full Time,Experienced,3+ Yrs of Exp,Egypt,"English Commerce, Medical, Inventory, Stock, ERP, Financial Management, Financial Analysis, Assets, Finance, Accounting/Finance"
Customer Service Agent - English Speaker,Dual-IT,Tanta,Full Time,Experienced,2+ Yrs of Exp,Gharbia,"Customer Support, Customer Care, English, Microsoft Office, Communication Skills, Social Media, Customer Service/Support"
Accountant,Orchidia Pharmaceutical Industries,Cairo,Full Time,Experienced,2-4 Yrs of Exp,Egypt,"Accounting, Finance, Financial Analysis, Financial Management, Commerce, ERP, English, J.D. Edwards, Oracle, Accounting/Finance"
Senior Android Developer,Tocaan,Maadi,Full Time,Work From Home,4+ Yrs of Exp,Cairo,"Information Technology (IT), Computer Science, Software Development, Flutter, RESTful APIs, MVVM, Firebase, Testing, Git, UI"
Office Manager,Evergrow for Speciality Fertilizers,Smart Village,Full Time,Experienced,5+ Yrs of Exp,Giza,"Microsoft Office, Office Management, Administration, Secretary, English, French, Administration"
