Title,Company,Location,Type,Level,YearsExp,Country,Skills
Automation Sales Manager - Cairo,ECCC,Maadi,Full Time,Manager,4+ Yrs of Exp,Cairo,"Customer Service, Communication, Industrial Automation, Sales Management, Sales Skills, Sales Target, Business Development, Sales/Retail"
Sales Manager,Almotaheda,Nasr City,Full Time,Manager,7-10 Yrs of Exp,Cairo,"Sales Target, Management, Sales/Retail"
Personal Assistant To CEO ( French & English ),Horus International for Research & Development,Obour City,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Office Management, Secretary, Microsoft Office, English, French, Admin Assistant, Administration"
Telesales Representative,El Mansour Development,Mokattam,Full Time,Entry Level,0-2 Yrs of Exp,Cairo,"Sales Skills, Telesales, Real Estate, Communication, Negotiation, MS Office, CRM, Customer Service, Sales Target, Sales/Retail"
Graphic Designer,PENCILIGHT,Beni Suef,Full Time,Freelance / Project,2-10 Yrs of Exp,Beni Suef,"2-10 Yrs of Exp, Graphic Design, 2D, Adobe Illustrator, CorelDraw, Adobe Photoshop, 2D Design, Cold Drawing Illustration"
IT Manager (Acting) - Multinational - Baghdad,Pillars,Baghdad,Full Time,Manager,7-15 Yrs of Exp,Iraq,"English, Management, Computer Science, SAP B1, VB.Net, Crystal Report, SQL, IT/Software Development"
Accountant,Euro Van International,Nasr City,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Excel, Finance, Financial Analysis, Financial Management, Commerce, Auditing, Reporting, English, Accounting/Finance"
HR Coordinator - Social Media Specialist,Xceed,Maadi,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Social Media, English, Communication, Business Administration, Recruitment, HR, E-marketing, Human Resources"
Digital Marketing Specialist,Confidential,Cairo,Full Time,Freelance / Project,5-10 Yrs of Exp,Egypt,"5-10 Yrs of Exp, 2 Vacancies, Digital Marketing, Social Media, E-marketing, SEO, Google Adwords, Content, Advertising"
CAD Engineer,Biobusiness,Haram,Full Time,Experienced,2-5 Yrs of Exp,Giza,"AutoCAD, SolidWorks, 3D, 3D Modeling, Plastic Part Design, Sheet Metal, Modeling Software, Creative/Design/Art"
Key Account Manager,Minds,Nasr City,Full Time,Experienced,0-6 Yrs of Exp,Cairo,"Information Technology (IT), Operations, Sales Skills, Sales Target, Software, Human Resources (HR), IT/Software Development"
IT Specialist - Cairo,Mishkat Nour,Nasr City,Part Time,Experienced,3-5 Yrs of Exp,Cairo,"Computer Science, Maintenance, Installation, Engineering, Telecommunication, Electronics, Operations, MS Office"
Property Consultant,Smart Group,New Cairo,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Sales Skills, Sales Target, Real Estate Sales, Market Research, Sales/Retail"
Senior Payables & Receivables Accountant,Confidential,New Cairo,Full Time,Experienced,7-8 Yrs of Exp,Cairo,"Finance, Accounting, Financial Analysis, English, Communication Skills, AP, AR, Accounts Receivable, MS Office"
Site Engineer Mechanical,Unitech,6th of October,Full Time,Entry Level,1-3 Yrs of Exp,Giza,"Mechanical Engineering, Project Management, HVAC, English, Engineering - Mechanical/Electrical"
Middle School Maths Teacher,New Generation International Schools,Obour City,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Education, Teaching, Maths, Mathematics, Education/Teaching"
Outdoor Sales Specialist,Megazoon,Cairo,Full Time,Experienced,2-3 Yrs of Exp,Egypt,"Sales Skills, Outdoor Sales, Communication, Digital Marketing Background, Mobile Market Knowledge, Target Oriented, Self-motivated"
Sales Manager,Confidential,Cairo,Full Time,Manager,6+ Yrs of Exp,Egypt,"Catering, Computer Skills, English, Food-service, Hospitality/Hotels/Food Services, Operations/Management, Sales/Retail"
Accountant - Real Estate,NEW JERSEY Developments,Heliopolis,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"Finance, Accounting, Real Estate, Excel, Construction, Financial Analysis, Microsoft Office, English, Communication"
Sales Team Leader - Real Estate,Great Castle,Heliopolis,Full Time,Manager,3+ Yrs of Exp,Cairo,"Real Estate, Sales Target, New Capital, English, Sales/Retail"
Sales Representative Indoor / Outdoor,HiTECHNOUR,Nasr City,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Sales Engineering, Physical Security, Access Control, CCTV, Security Systems, Low Current Systems, Automatic Gates, Parking Systems"
Senior QA Automation Engineer,NAOS Marketing,Nasr City,Full Time,Experienced,3-4 Yrs of Exp,Cairo,"QA, Quality Assurance, Automation, Testing, Selenium, Appium, Agile, C#, Computer Science, MS-SQL, JavaScript"
HR Generalist,Unitech,6th of October,Full Time,Entry Level,1-3 Yrs of Exp,Giza,"Recruitment, Personnel, Human Resources (HR), Microsoft Office, Labor Law, Business Administration, English, Human Resources"
