Title,Company,Location,Type,Level,YearsExp,Country,Skills
Social Media Moderator,PANTS,Heliopolis,Full Time,Entry Level,0-1 Yrs of Exp,Cairo,"Social Media, E-marketing, E-commerce, Sales, Retail, Fashion, Communication, Arabic, Typing, English, Excel"
Technical Team Leader,ExaServe LLC,Nasr City,Full Time,Manager,3-5 Yrs of Exp,Cairo,"Computer Science, Software Development, Manager, Management, Engineering, IT/Software Development"
Quality Control Analyst,Marcyrl Pharmaceutical Industry,Obour City,Full Time,Entry Level,1-2 Yrs of Exp,Cairo,"Quality Assurance, Pharmacy, Analysis, Risk Management, Quality, Analyst/Research, Pharmaceutical"
Senior Graphic Designer,CrossWorkers,New Cairo,Full Time,Experienced,3-6 Yrs of Exp,Cairo,"Adobe Illustrator, Adobe Photoshop, Computer Science, Software Development, Adobe XD, Communication Skills, Figma, Wireframe"
Accountant- Tanta,EL-RAYA,Tanta,Full Time,Entry Level,1-3 Yrs of Exp,Gharbia,"Finance, Financial Analysis, Accounting, Financial Management, Accounting/Finance"
Purchasing Specialist - Constructions,Argonaut for Mechanical and Electrical Works,Sheraton,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"Construction, Logistics, Procurement, Purchasing, Communication Skills, Logistics/Supply Chain, Purchasing/Procurement"
Corporate Sales Specialist -B2B /B2C,Arabian Company for Trading,Heliopolis,Full Time,Experienced,3+ Yrs of Exp,Cairo,"Males Only, Sales Skills, Sales Target, Customer Service, Presentation, Communication Skills, B2B, English, Negotiation, Consulting"
Viral Marketer/Viral Content Creator,Leadintop,Maadi,Full Time,Part Time,null Yrs of Exp,Cairo,"null Yrs of Exp, Marketing, Writing, Social Media, Writing/Editorial, Marketing/PR/Advertising"
Procurement Specialist,Raya Contact Center,6th of October,Full Time,Experienced,2-5 Yrs of Exp,Giza,"Supply Chain, Information Technology (IT), Engineering, Business Administration, Market Research, Logistics, Communication Skills"
Senior Full Stack Developer,Confidential,Cairo,Full Time,Work From Home,4+ Yrs of Exp,Egypt,"Angular, javaScript, .NET, React, Agile, machine learning, Python, video processing, Information Technology (IT), C#, SQL"
Warehouse Supervisor (Chemicals) - (مشرف مخازن...,EVA Cosmetics,6th of October,Full Time,Experienced,3+ Yrs of Exp,Giza,"Logistics, Supply Chain, Store Management, Science, Agriculture, Commerce, R&D/Science, Logistics/Supply Chain"
Senior Property Consultant - Real Estate,Confidential,New Cairo,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Males Preferred, Primary, Real Estate Sales, Sales Skills, Brokerage Real Estate, Sales Target, English, Sales/Retail"
Light Current Installation & Maintenance Engineer,CompuGeorge,Mohandessin,Full Time,Experienced,3+ Yrs of Exp,Giza,"Maintenance, Installation, Electrical Engineering, Electronics, Communications, Access Control, AutoCAD, IP CCTV, Lenel, Axis"
Electrical Designer Engineer,Sega_m,10th of Ramadan City,Full Time,Experienced,2-5 Yrs of Exp,Cairo,"AutoCAD, Design, Embedded Systems, Development, Creative/Design/Art, Engineering - Mechanical/Electrical"
Site Engineer,Kandeel Group,New Cairo,Full Time,Experienced,5-10 Yrs of Exp,Cairo,"Construction, Architecture, AutoCAD, Project Management, Site, Design, Communication, 3D"
Construction Manager - Alexandria,GranTech Group,Alexandria,Full Time,Manager,8-10 Yrs of Exp,Egypt,"Budget, Troubleshooting, PMP, Construction Quality, Leadership, Finishing Works, Communication, Safety, Project Management"
Fashion Designer,Gemini Readymade Garments and Textiles,Maadi,Part Time,Freelance / Project,0-2 Yrs of Exp,Cairo,"Adobe Photoshop, Adobe Illustrator, Arabic, English, Sportswear, Streetwear, Fashion Design, Trends, Designer, Casual wear"
Sales Team Leader - Real Estate Brokerage,Kimit Real Estate,New Cairo,Full Time,Manager,3-5 Yrs of Exp,Cairo,"Sales Skills, Real Estate, Sales Target, Brokerage, Sales/Retail"
Digital Marketing Specialist,IBE Pharma,Nasr City,Full Time,Entry Level,0-2 Yrs of Exp,Cairo,"Digital Marketing, Social Media, Digital Media, Customer Service, Communication, Advertising, E-marketing, Web Design, Content"
E-Commerce Logistics Coordinator,shop4build,Maadi,Full Time,Experienced,3-15 Yrs of Exp,Cairo,"E-Commerce, Customer Service, Supply Chain, MS Excel, English, Arabic, Business Administration, Operations, Order Fulfillment"
IT & 3D Technician - Dental Company,ClearOrtho,Nasr City,Full Time,Entry Level,1-7 Yrs of Exp,Cairo,"Males Preferred, CAM, 3D CAD, IT, 3D, Computer Science, Computer Engineering, Information Technology (IT), AutoCAD 2D"
