Title,Company,Location,Type,Level,YearsExp,Country,Skills
Indoor Sales Executive Furniture,Line Design,Nasr City,Full Time,Experienced,1-3 Yrs of Exp,Cairo,"sales skills, Sales/Retail"
Translator,Longman Egypt,Dokki,Full Time,Experienced,7-15 Yrs of Exp,Giza,"Translation, Editing, Education, English, Arabic, Publishing, Translators, Languages, Microsoft Office, Writing"
Senior Product UI/UX Designer,Aqarmap.com,Nasr City,Full Time,Experienced,3+ Yrs of Exp,Cairo,"Software Testing, Quality Assurance, Automation Testing, Computer Science, Information Technology (IT), Agile, Scrum, API, UI"
Sales Representative,Confidential,Maadi,Full Time,Entry Level,0-5 Yrs of Exp,Cairo,"Sales Target, Business, Communications, Customer Service, Marketing, SaaS, Sales/Retail"
Senior Technical Office Engineer (Site -Civil),Confidential,Cairo,Full Time,Experienced,10-12 Yrs of Exp,Egypt,"Technical Office, TO, AutoCAD, Revit, Mechanical, English, Site Engineering, Engineering - Construction/Civil/Architecture"
Shops General Manager,Confidential,Alhadra,Full Time,Senior Management,10-15 Yrs of Exp,Alexandria,"Sales, Shops Management, Operations, Analysis, Distribution, Strategic Planning, Retail, Customer Service/Support"
Digital Media Buyer,SHNAG Architects,6th of October,Full Time,Experienced,3+ Yrs of Exp,Giza,"Digital Marketing, Content Writing, Media Channels, Google Adwords, Media Buying, SEO, Marketing/PR/Advertising"
Admin Officer,Diamond for Import & Export,Hadayek Alahram,Full Time,Experienced,2-5 Yrs of Exp,Giza,"Office Management, Microsoft Office, Computer Skills, HR, Human Resources (HR), Payroll, Recruitment, Administration"
Senior Freight Operations Specialist (Air Export),Aramex International,Sheraton,Full Time,Experienced,2-3 Yrs of Exp,Cairo,"Customer Care, Freight Operations, Freight Forwarding, Supply Chain, Logistics, Transportation, Cargo, Shipments, Air Export"
Senior Material Procurement Engineer,Elhazek Construction,Heliopolis,Full Time,Experienced,8-10 Yrs of Exp,Cairo,"Procurement, Purchasing, Engineering - Construction/Civil/Architecture, Purchasing/Procurement"
Sales Manager,Alternative Education,Heliopolis,Full Time,Manager,5-7 Yrs of Exp,Cairo,"Sales Strategy, Sales Manager, Training, Sales Management, Sales Operations, Sales Skills, Sales/Retail"
English Instructor - 6 of October,4level1,6th of October,Full Time,Entry Level,0-2 Yrs of Exp,Giza,"Startup, Education, Teaching, Training, Education/Teaching, Training/Instructor"
Marketing Internship - Smart Village Cairo,Prometeon Pirelli Tyres ( Ex-Pirelli ),Smart Village,Internship,Entry Level,0-1 Yrs of Exp,Giza,"Online Marketing, Advertising, Digital Marketing, Social Media, Business Development, Marketing/PR/Advertising, Analyst/Research"
Call Center Representative,Heroleads,Cairo,Full Time,Experienced,2-3 Yrs of Exp,Egypt,"Customer Service, Customer Care, Call Center, Marketing, Telesales, Customer Support, English, Customer Service/Support"
Branch Manager(Minya),B.Tech,Mallawi,Full Time,Manager,8-10 Yrs of Exp,Minya,"Sales Target, Branch Management, Administration, Communication Skills, Branch Manager, Sales/Retail"
Content Management Team Leader,"Izam, inc.",Mohandessin,Full Time,Manager,4-6 Yrs of Exp,Giza,"Adobe Illustrator, Photoshop, Copy Writing, Content Writing, Writing/Editorial"
Purchasing Specialist,DASA,Cairo,Full Time,Experienced,2+ Yrs of Exp,Egypt,"Procurement, Logistics, Supply Chain, Food And Beverage, Logistics/Supply Chain, Purchasing/Procurement"
Finishing Sector Manager,Confidential,Maadi,Full Time,Manager,6-10 Yrs of Exp,Cairo,"Architecture, Construction, Finishing Materials, Paintings, Gypsum Board, Marble, False Ceilings, Glass Finishing, English"
GIS Web Developer - Saudi Arabia,Leader,Dammam,Full Time,Experienced,5-6 Yrs of Exp,Saudi Arabia,"SQL, HTML5, Oracle, Computer Science, WCF, WMS, WFS, WCS, WPS, ArcGIS, Json, javaScript, jQuery, CSS3"
Product Owner - Alexandria,Softxpert Incorporation,Alexandria,Full Time,Entry Level,1-4 Yrs of Exp,Egypt,"Computer Science, Agile, Business Analysis, Information Technology (IT), Business Development, Computer Engineering, Marketing"
Sales Account Manager - Cairo,Mest,Cairo,Full Time,Experienced,3-7 Yrs of Exp,Egypt,"Sales Skills, Customer Service, Sales Target, English, Customer Support, Selling, Customer Service/Support, Sales/Retail"
UX Designer,Puzzle,6th of October,Freelance / Project,Experienced,3+ Yrs of Exp,Giza,"UX Design, Graphic Design, Adobe XD, XD, Adobe Photoshop, Adobe Illustrator, Sketch, Company Identity, User Research, Figma"
Senior PHP Developer - (Laravel),Tocaan,Maadi,Full Time,Work From Home,5+ Yrs of Exp,Cairo,"3 Vacancies, Startup, MVC, Azure, MySQL, HTML, CSS, jQuery, WordPress, OOP, CMS, AWS, Git, REST, Software Development"
Sales Engineer,Ateco,Nasr City,Full Time,Entry Level,0-2 Yrs of Exp,Cairo,"Engineering, Electromechanical, Electrical, Sales Target, Communication, Sales/Retail, Engineering - Mechanical/Electrical"
Senior iOS Developer,Arabia for Information Technology,Cairo,Full Time,Experienced,3+ Yrs of Exp,Egypt,"iOS, Computer Science, Engineering, Swift, Objective C, Information Technology (IT), Software Development, Bitbucket, Github, SDK"
