Title,Company,Location,Type,Level,YearsExp,Country,Skills
Motion Graphic Specialist,eelu,Dokki,Full Time,Experienced,3+ Yrs of Exp,Giza,"Applied Arts, Motion Graphics, Graphic Design, After Effects, Adobe Photoshop, Adobe Illustrator, Creative/Design/Art"
Personal Assistant/Office Manager,Azza Fahmy Jewellery,Zamalek,Full Time,Experienced,8-10 Yrs of Exp,Cairo,"Administration, Office Management, Secretary, Receptionist, Microsoft Office, Administration"
مندوب تحصيل - Collector,BituNil,Heliopolis,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Finance, Commerce, Accounting, Customer Care, Customer Support, Customer Service, Accounting/Finance"
Business Development - Intern,VOC Apps,Maadi,Internship,Entry Level,0-1 Yrs of Exp,Cairo,"Sales Skills, Business Planning, Business Development, Market Research, Analysis, Presentation Skills, English, Communication Skills"
Senior PHP Developer,Confidential,Cairo,Full Time,Experienced,5+ Yrs of Exp,Egypt,"PHP, Computer Science, Software Development, MVC, Laravel, Programming, IT/Software Development"
F&B Procurement Manager - IKEA Cairo Festival...,Al Futtaim,New Cairo,Full Time,Manager,5-10 Yrs of Exp,Cairo,"Purchasing, Food & Beverage, Restaurant, F&B, Hospitality, Food Services, Management, Logistics, MS Office, Supply Chain, English"
Senior IT Sales Representative,CST Systems,New Cairo,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Software, Sales Skills, Sales Target, English, Commerce, Excel, Computer Engineering, Computer Science, Sales/Retail"
Graphic Designer,Confidential,Smart Village,Full Time,Entry Level,1-3 Yrs of Exp,Giza,"Creative, Adobe Photoshop, Adobe Illustrator, After Effects, DreamWeaver, Flash, Premiere, CMS, Creative/Design/Art"
Customer Service Agent - English Account,NOK for Human Capital Solutions,Maadi,Full Time,Freelance / Project,1+ Yrs of Exp,Cairo,"1+ Yrs of Exp, 20 Vacancies, Customer Service, Customer Care, Customer Support, English, Customer Service/Support"
Microbiologist,Confidential,6th of October,Full Time,Experienced,5+ Yrs of Exp,Giza,"Science, Microbiologist, Microbiology, Quality, FMCG, Cosmetics, R&D/Science, Quality, Pharmaceutical"
Materials Engineer,Mobica,Abu Rawash,Full Time,Experienced,3-5 Yrs of Exp,Giza,"Engineering, Production, English, Communication Skills, Materials, Solid Work, Auto CAD, 2D, 3D, Manufacturing/Production"
Office Manager,Go2Martket Dynamics,Sheraton,Full Time,Experienced,5+ Yrs of Exp,Cairo,"Office Management, Secretary, Computer Skills, Microsoft Word, Excel, Office Administration, Administration"
Call Center Agent,Leadintop,Maadi,Full Time,Part Time,null Yrs of Exp,Cairo,"8 Vacancies, Customer Service, Call Center, Customer Support, Customer Care, Communication Skills, Customer Service/Support"
Marketing Specialist,Sphinx for Electric Spare Parts,Azbakia,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Social Media, E-marketing, Digital Marketing, Marketing/PR/Advertising, Media/Journalism/Publishing"
Outdoor Sales Representative,Sphinx for Electric Spare Parts,Azbakia,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Sales Skills, Outdoor Sales, Sales Target, English, Customer Service/Support, Sales/Retail"
Advanced Biology Teacher,Al Bashaer International Schools,Maadi,Full Time,Experienced,4-6 Yrs of Exp,Cairo,"Advanced Biology, Education, Teaching, English, Education/Teaching"
Workshop Manager (Automotive Services),iPROTK,Nasr City,Full Time,Manager,8+ Yrs of Exp,Cairo,"Workshop, Management, Microsoft Office, Communication Skills, Operations/Management"
Product Specialist (Pharmaceutical Field) - Sohag,Elegant Care Group,Sohag,Full Time,Entry Level,1+ Yrs of Exp,Egypt,"VET, Sales Skills, Indoor Sales, Outdoor Sales, Medicine, Product, Pharmaceutical, Medical/Healthcare, Sales/Retail, Pharmaceutical"
Sales Engineer,Confidential,New Cairo,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"Males Only, Sales Skills, Sales Target, Technical, Electrical Engineering, Microsoft Office, English, CRM, Mechanical, Sales/Retail"
