Title,Company,Location,Type,Level,YearsExp,Country,Skills
Sales Engineer - Cairo,MWS,Cairo,Full Time,Experienced,3+ Yrs of Exp,Egypt,"Sales Target, Mechanical Engineering, Electrical Engineering, English, Pumps, Sales/Retail, Engineering - Mechanical/Electrical"
Bancassurance Sales Coordinator,QNB ALAHLI Life Insurance,Mohandessin,Full Time,Experienced,2+ Yrs of Exp,Giza,"Sales Skills, Sales Indoor, Sales Outdoor, Insurance, Financial, Bancassurance Sales, Sales/Retail"
Fashion Designer,Hala Garments,Agouza,Full Time,Experienced,2-4 Yrs of Exp,Giza,"Design, Adobe Photoshop, Adobe Illustrator, Creative, Clothing, Trends, Crafts, Creative/Design/Art, Fashion"
Photographer,Wadi Degla Group,Maadi,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Adobe Photoshop, Creative, Lighting, Communication Skills, Design, Creative/Design/Art, Marketing/PR/Advertising"
Content Creator,Leadintop,Maadi,Full Time,Part Time,null Yrs of Exp,Cairo,"null Yrs of Exp, 3 Vacancies, Marketing, Writing, Social Media, Research, Writing/Editorial, Marketing/PR/Advertising"
Sales Specialist,Go2Martket Dynamics,Sheraton,Full Time,Experienced,3-7 Yrs of Exp,Cairo,"Sales Target, Customer Service, Communication Skills, English, Software, Management, Planning, Arabic, Information Technology (IT)"
Technical Support Specialist,Spinneys Egypt,6th of October,Full Time,Entry Level,0-2 Yrs of Exp,Giza,"Information Technology (IT), Computer Hardware, Computer Systems, Software, Installation, Configuration, Computer Maintenance"
Faculty Admin Officer,Zewail City,6th of October,Full Time,Experienced,3+ Yrs of Exp,Giza,"Microsoft Office, Microsoft Excel, Computer Skills, Microsoft Outlook, Administration"
Store Manager,Eagle,Mohandessin,Full Time,Manager,7-10 Yrs of Exp,Giza,"Store Management, Customer Management Skills, Retail, Fashion, Operations/Management, Sales/Retail, Fashion"
Call Center Team Leader,Confidential,Heliopolis,Full Time,Manager,2+ Yrs of Exp,Cairo,"ERP, CRM, Customer Service, Customer Care, Customer Support, Call Center, English, Sales Skills, Customer Service/Support"
Executive Assistant To Chairman,Confidential,Obour City,Full Time,Experienced,4+ Yrs of Exp,Cairo,"Office Management, Business Administration, Secretary, English, French, Microsoft Office, Microsoft Excel, Administration"
Financial Accountant,Confidential,Mohandessin,Full Time,Experienced,5-7 Yrs of Exp,Giza,"Accounting, Finance, Financial Analysis, Financial Management, English, Commerce, Accounting/Finance"
Electrical Technical Office Engineer,Egyptian Contracting Centre,Mohandessin,Full Time,Experienced,3-4 Yrs of Exp,Giza,"AutoCAD 2D, Microsoft Office, Project Management, Electrical Contracting, Light Current, Installation/Maintenance/Repair"
Senior OD Specialist,Dough and More Food Industries,Giza,Full Time,Experienced,3-5 Yrs of Exp,Egypt,"OD, Recruitment, HR, English, HR Certificate, Microsoft Office, Human Resources"
HR Admin,Confidential,Cairo,Full Time,Experienced,2+ Yrs of Exp,Egypt,"Administration, HR, Labor Law, Pesonnel, Payroll, Administration, Human Resources"
Graphic Designer,Confidential,Mokattam,Full Time,Experienced,4-6 Yrs of Exp,Cairo,"Adobe Photoshop, Graphic Designer, Adobe Illustrator, Marketing, InDesign, Creative/Design/Art, Marketing/PR/Advertising"
