Title,Company,Location,Type,Level,YearsExp,Country,Skills
Sales Promoter - Tanta,Stylish Eve,Tanta,Full Time,Entry Level,1-3 Yrs of Exp,Gharbia,"Sales Skills, Sales Target, Indoor Sales, Customer Support, English, Customer Service/Support, Sales/Retail"
Sales Promoter - City Stars,Stylish Eve,Cairo,Full Time,Entry Level,1-3 Yrs of Exp,Egypt,"Sales Skills, Sales Target, Indoor Sales, Customer Support, Retail, English, Customer Service/Support, Sales/Retail"
Network Engineer,Master Linux,Dokki,Full Time,Experienced,3-10 Yrs of Exp,Giza,"Network Administration, Cisco, Computer Science, Routing, Web Operation, Networking, Network security, Information Technology (IT)"
Senior Sales Executive (Qena),Nagwa,Qena,Full Time,Experienced,3+ Yrs of Exp,Egypt,"Sales Target, E-Learning, Communication, Business, Negotiation, Digital Education, Sales/Retail"
Sales Executive - Ambient,Agthia Group PJSC,Cairo,Full Time,Experienced,2-4 Yrs of Exp,Egypt,"Sales, Customer Service, English, CRM, Sales/Retail"
Accountant,Lyve,Heliopolis,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Finance, Commerce, Business Administration, Financial Analysis, English, Accounting/Finance"
Classroom Teacher - Foundation Stage 1,Al Bashaer International Schools,Maadi,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Education, British Curriculum, English, Foundation Stage, Education/Teaching"
Senior Payable Accountant,Royal Lab,Heliopolis,Full Time,Experienced,6-8 Yrs of Exp,Cairo,"Accounting, Finance, Microsoft Excel, Financial Management, Financial Analysis, Computer Skills, Medical, Accounting/Finance"
Senior Graphic Designer,Expand Cart,6th of October,Full Time,Experienced,2-5 Yrs of Exp,Giza,"Startup, Graphic Design, E-commernce, Graphics, Branding, Behance, Online Marketing, Software, GFX Work, In-house Design"
Document Controller,Al Safa,Nasr City,Full Time,Experienced,5-10 Yrs of Exp,Cairo,"Microsoft Office, Document Control, Construction, Editing, Typing, Administration, Writing, Project Management, Administration"
SMEs Account Manager,Fawry Banking & Payment Technology Services,6th of October,Full Time,Experienced,2-4 Yrs of Exp,Giza,"Ecommerce, Account Management, SMEs Account Manager, B2B Sales, Corporate Sales, Finance, Marketing, Business Administration"
Sales Assistant (Seasonal),Shamy Stores,Alexandria,Full Time,Freelance / Project,0-1 Yrs of Exp,Egypt,"Sales Skills, Indoor Sales, Sales Target, Outdoor Sales, Microsoft Office, Video Games, Customer Service, Retail, Sales/Retail"
Electrical Engineer,Wadi Group,Alsadat City,Full Time,Experienced,3-6 Yrs of Exp,Monufya,"Computer Skills, Microsoft Office, English, Arabic, Mechanical Engineering, Engineering - Mechanical/Electrical"
Account Manager,appcorp,Heliopolis,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"Customer Retention, Sales & Marketing, Account Management, B2B, Sales Skills, Sales Target, Marketing Research, Sales/Retail"
IOS Developer,PIXEL,Hadayek Alahram,Full Time,Experienced,2-3 Yrs of Exp,Giza,"IOS, Objective-C, Viper, Swift UI, Core Data, MVVM, RESTful APIs, Swift 4, Swift 5, UIKIT, Push Notifications"
Maadi Branch Manager,Confidential,Maadi,Full Time,Manager,4-5 Yrs of Exp,Cairo,"Express, Customer Service, Customer Care, Operations, Management, Operations/Management"
Junior Accountant,EFS,New Cairo,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Financial Analysis, English, Finance, Microsoft Office, Excel, PowerPoint, Accounting/Finance"
Mobile Development Technical Leader - Cairo,Nejmo,Maadi,Full Time,Manager,7-10 Yrs of Exp,Cairo,"Information Technology (IT), Software Development, Software Engineering, Mobile Development, Scrum, Android, iOS, RESTful"
Real Estate Sales Agent,RE/MAX Everest,Mohandessin,Full Time,Entry Level,1-2 Yrs of Exp,Giza,"Sales Skills, Real Estate, Sales Target, English, Property, Customer Service, Sales/Retail"
Senior Accountant,Confidential,Riyadh,Full Time,Experienced,5-7 Yrs of Exp,Saudi Arabia,"Finance, Financial Management, Financial Analysis, English, Accounting/Finance"
Sr .Net Developer,Brmaja,Nasr City,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"C#, ASP.NET, Software Development, .Net Core, Computer Science, Information Technology (IT), Computer Engineering, Telecom, MVC"
Quality Assurance Specialist,Dayrah Solutions,Maadi,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Quality Assurance, Quality Control, QA, TQM, ISO 9001, Business, English, Logistics, Customer Care, Customer Support, Quality"
