Title,Company,Location,Type,Level,YearsExp,Country,Skills
Senior Digital Marketing Specialist,brandimic,6th of October,Full Time,Work From Home,2-5 Yrs of Exp,Giza,"Digital Marketing, Social Media, E-marketing, Online Marketing, Campaigns, Marketing/PR/Advertising, Media/Journalism/Publishing"
English Teacher (6th October Branch),Egyptian Language School,6th of October,Full Time,Experienced,2+ Yrs of Exp,Giza,"English Teaching, Education, Microsoft Office, Education/Teaching"
Marketing Manager,Confidential,Heliopolis,Full Time,Manager,5+ Yrs of Exp,Cairo,"Sales, Marketing Strategy, Marketing Plan, Marketing Campaign, Real Estate, Market Research, Marketing/PR/Advertising"
Quality Control Engineer,EL SHIDEED,Obour City,Full Time,Entry Level,0-2 Yrs of Exp,Cairo,"Quality Control, Quality Assurance, Engineering, Maintenance, Analytical skills, Manufacturing/Production, Quality"
Art Teacher,Mishkat Nour,Port Said,Part Time,Experienced,3-7 Yrs of Exp,Egypt,"Education, Teaching, International School, English, Art, Creative, Creative/Design/Art, Education/Teaching"
Marketing Graphic Designer For Social Media,VadeCom,Haram,Full Time,Entry Level,0-4 Yrs of Exp,Giza,"Adobe Photoshop, Adobe Illustrator, Adobe Indesign, Web Design, Online Media, Graphic Design, GIFs, Campaigns, Marketing, Printing"
Receivable Accountant,Confidential,New Cairo,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Finance, Commerce, Financial Analysis, Computer Skills, English, Accounting Software, MS Office, AR, Accounting/Finance"
Senior UX Designer,Easy Cash,Heliopolis,Full Time,Experienced,4+ Yrs of Exp,Cairo,"UX, Information Technology (IT), Computer Science, HTML5, CSS3, JavaScript, InVision, Sketch, UCD, Wireframe, Creative/Design/Art"
Senior Telesales Agent,Aqarmap.com,Nasr City,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Corporate Sales, Real Estate, Advertising, Marketing, Sales Skills, Insurance, Sales Target, Outdoor Sales, Telesales, Property"
Sales Representative,Golden AR,10th of Ramadan City,Full Time,Entry Level,1+ Yrs of Exp,Sharqia,"Sales Target, Customer Service, Medical, Microsoft Office, English, Computer Skills, Medical/Healthcare, Sales/Retail"
Graphic Designer,Profolio Consulting,Maadi,Full Time,Experienced,2-3 Yrs of Exp,Cairo,"Adobe Photoshop, Adobe Illustrator, Marketing, Adobe Creative Suite, Animation, Designer, Videography, SaaS, Creative/Design/Art"
Payroll Control Specialist,Ghabbour Auto,Giza,Full Time,Entry Level,1-3 Yrs of Exp,Egypt,"HR, MS Office, English, Payroll, Business Administration, Human Resources"
Real Estate Sales Specialist,Confidential,Nasr City,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Real Estate, Sales Skills, Sales Target, Outdoor Sales, Property, Customer Service, Customer Care, Customer Support, Advertising"
Software Pre-Sales Agent - Cairo,LinkIT,Cairo,Full Time,Experienced,3+ Yrs of Exp,Egypt,"Sales Skills, Commerce, ERP, Software House, Software Pre-Sales, English, Computer Science, Information Technology (IT), Sales/Retail"
Receptionist / Front Office Admin,Abt Associates,Dokki,Full Time,Manager,4-7 Yrs of Exp,Giza,"Office Management, Reception, Front Office, Business, Communications, English, Accounting/Finance"
Technical Sales Engineer,INGAZ,Cairo,Full Time,Experienced,4-6 Yrs of Exp,Egypt,"Engineering, Sales Target, Sales Skills, English, Sales/Retail, Engineering - Mechanical/Electrical"
Key Account Manager,Parkville Pharmaceuticals,Giza,Full Time,Experienced,3-5 Yrs of Exp,Egypt,"Account Manager, Pharmaceuticals, Customer Care, Customer Service, Medical, Sales/Retail"
Photographer,AMS NUMBER ONE,Agami,Full Time,Entry Level,1-2 Yrs of Exp,Alexandria,"Fashion, Photography, Adobe Photoshop, Graphic Design, Lighting, Creative/Design/Art, Media/Journalism/Publishing, Fashion"
