Title,Company,Location,Type,Level,YearsExp,Country,Skills
Sales Specialist - Assuit / Sohag,Innovera for Education Technology,Assiut,Full Time,Entry Level,null Yrs of Exp,Egypt,"Males Only, Sales Skills, Sales Target, Customer Service, Arabic, English, Sales/Retail"
"Programming Instructor (C#,SQL Administration,...",EPSILON TRAINING CENTER,Nasr City,Freelance / Project,Experienced,3+ Yrs of Exp,Cairo,"SQL Server, Computer Science, C#, Programming, Database, Development, IT/Software Development"
Odoo Implementer,E3mel Business for Financial & Managerial Consultancy,Maadi,Full Time,Entry Level,1-2 Yrs of Exp,Cairo,"ERP, Odoo, Computer Science, Business Administration, Customer Service, Customer Support, Customer Care, Installation"
Payroll Accountant,Ghassan Ahmed Alsulaiman for Electronic Services,Maadi,Full Time,Experienced,2-5 Yrs of Exp,Cairo,"Finance, Financial Analysis, Commerce, Payroll Accounting, Accounting/Finance"
Math Teacher (6th Of October Branch),Egyptian Language School,6th of October,Full Time,Experienced,2+ Yrs of Exp,Giza,"Education, Communication Skills, School, English, Primary, Mathematics, Education/Teaching"
Network & Security Engineer,Centro Global Solutions,Maadi,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"Information Technology (IT), Networking, Troubleshooting, DNS, Firewalls, Computer Science, Network Security, Computer Engineering"
Sales Representative - 6th Of October,K M N,6th of October,Full Time,Entry Level,1-3 Yrs of Exp,Giza,"Sales Skills, Communication Skills, Relationship Management, English, Sales Target, Sales/Retail"
Senior Angular Developer,Generation C,Nasr City,Full Time,Experienced,3+ Yrs of Exp,Cairo,"Angular, Computer Science, Software Development, javaScript, Git, Engineering, Information Technology (IT), Telecom, jQuery"
Technical Office Engineer (Applied Arts or Fine...,Lotus Finishing Materials,Nozha,Full Time,Experienced,2-3 Yrs of Exp,Cairo,"Technical Office, MS Office, Applied Arts, Communication Skills, Microsoft Office, English, Engineering, 3D, Fine Arts, Architecture"
Clinic Coordinator,Wham Clinics,Sheikh Zayed,Full Time,Entry Level,1-3 Yrs of Exp,Giza,"Administration, Healthcare, Medical, English, Sales, Beauty Clinic, Coordination, Customer Service, Customer Support"
Account Manager,Expand Cart,6th of October,Full Time,Entry Level,1-2 Yrs of Exp,Giza,"Management, E-Commerce, Sales, English, Technical Support, Writing, Skills, HTML, CSS, JavaScript, Customer Service/Support"
Creative Graphic Designer -Immediate Hiring,elsaayad,New Cairo,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"Startup, Graphic Design, Adobe Photoshop, Adobe Illustrator, Digital Printing, Fine Arts, CorelDRAW, Creative/Design/Art"
Front End Developer,Confidential,Maadi,Full Time,Experienced,3+ Yrs of Exp,Cairo,"javaScript, CSS, HTML, Angular, SEO, Web, code, jQuery, Information Technology (IT), Computer Science, Photoshop"
Demand Planner,Fine Hygienic Holding,6th of October,Full Time,Experienced,2-4 Yrs of Exp,Giza,"Supply Chain, FMCG, Business, Logistics, ERP, English, Logistics/Supply Chain"
Preschool English Classroom Teacher - New Cairo,Kiva International Preschool,New Cairo,Full Time,Experienced,3-7 Yrs of Exp,Cairo,"English, Communication Skills, Education, Teaching, Education/Teaching"
Supermarket Manager,INGAZ,New Cairo,Full Time,Manager,10-15 Yrs of Exp,Cairo,"Sales Skills, Retail Management, HND, HNC, Logistics/Supply Chain, Operations/Management, Sales/Retail"
E-Commerce Content Specialist,shop4build,Maadi,Full Time,Experienced,2-6 Yrs of Exp,Cairo,"English, HTML, Arabic, E-Commerce Content, Photoshop, ERP, CMS, Google Analytics, CSS, Customer Service, Content Management"
Senior Unity Game Developer,Autsera Limited,Dokki,Full Time,Experienced,4+ Yrs of Exp,Giza,"Software Development, Game Developer, Agile, Educational Games, Creative, Game Studio, Information Technology (IT), Computer Science"
