Title,Company,Location,Type,Level,YearsExp,Country,Skills
Sales Executive,Oakea furniture,New Cairo,Full Time,Experienced,2-5 Yrs of Exp,Cairo,"Sales Target, Furniture Sales, Furniture Design, Customer Service, Arabic, English, Wood, Customer Service/Support, Sales/Retail"
International Sales Team Leader,FLINK Business Soutions,Heliopolis,Full Time,Manager,3-6 Yrs of Exp,Cairo,"Sales Skills, Real Estate, Sales Management, English, Business Administration, MS Office, Software, Contact Centers, Outsourcing"
Odoo Implementer,Raqmi,Haram,Full Time,Experienced,2-3 Yrs of Exp,Giza,"Odoo, ERP, Information Technology (IT), Business Processes, Computer Science, IT/Software Development, Engineering - Telecom/Technology"
Creative Content Creator,Yodawy,Mohandessin,Full Time,Experienced,2-3 Yrs of Exp,Giza,"Creative Content, Marketing, Content Creator, Content Creation, SEO, Social Media, English, Arabic, Writing Skills, Generate ideas"
UI/UX Developer,Expand Cart,6th of October,Full Time,Experienced,3+ Yrs of Exp,Giza,"UI, UI/UX, Web Development, Bootstrap, jQuery, AngularJS, Information Technology (IT), HTML5, CSS3, JavaScript, Template Engine"
Medical Representative (Downtown),So Value Pharma,Downtown,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Pharmaceutical, Science, Sales Skills, Pharmacy, Sales Target, Medical/Healthcare, Sales/Retail, Pharmaceutical"
Accounting Manager,Confidential,10th of Ramadan City,Full Time,Manager,10-15 Yrs of Exp,Cairo,"Financial Management, Microsoft Office, Accounting Software, CMA, Manufacturing, Commerce, Financial Analysis, S.A.P User, Finance"
Sales Representative,Computer Consulting & Supplies,Zamalek,Full Time,Experienced,2-3 Yrs of Exp,Cairo,"Computer Hardware, Sales Skills, Sales Target, Computer Science, Information Technology (IT), IT/Software Development, Sales/Retail"
Property Consultant,CAPITAL REAL ESTATE CONSULTANCEY,Cairo,Full Time,Entry Level,1-4 Yrs of Exp,Egypt,"Real Estate, Sales Skills, Sales Target, Sales/Retail"
English Teacher / 3rd Primary - Giza,Talent Language School,Hadayek October,Full Time,Experienced,2-5 Yrs of Exp,Giza,"Females Preferred, Teaching, Education, English, Education/Teaching, Training/Instructor"
Data Entry Agent,Confidential,Cairo,Full Time,Entry Level,1-3 Yrs of Exp,Egypt,"Administration, Microsoft Office, English, Customer Service, Customer Support, Customer Care, Administration"
R&D Mechanical Engineer,LG Electronics,10th of Ramadan City,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"Mechanical Engineering, Mechatronics, R&D, 2D, 3D, Mechanical Power, Hardware, Troubleshooting, R&D/Science"
Online Sales Representative,Tyro,Maadi,Full Time,Work From Home,2+ Yrs of Exp,Cairo,"3 Vacancies, Sales Skills, Sales Target, Customer Service, Education, English, Sales/Retail"
Field Medical Associate - Alexandria (French...,Caduceus Lane,Alexandria,Full Time,Experienced,2-4 Yrs of Exp,Egypt,"Clinical Research, Medical, Pharmacy, Healthcare, Scientific Research, Medical/Healthcare, Sales/Retail, Pharmaceutical"
Sales Production Engineer (Sheet Metal),Promech Engineering,Maadi,Full Time,Experienced,2-5 Yrs of Exp,Cairo,"Sales, Mechanical Engineering, Sheet Metal, Production Engineering, Mechanical Production Engineer, English, Manufacturing/Production"
Civil Site Engineer,Foxxx Pools,Nasr City,Full Time,Experienced,5-8 Yrs of Exp,Cairo,"Males Only, Civil Engineering, Site Supervision, Site Engineering, Construction Drawings, AutoCAD, Civil Site, Projects"
Ticketing Agent,The Travel Connection Tours,Giza,Full Time,Experienced,3-5 Yrs of Exp,Egypt,"Customer Support, Customer Care, Ticketing, Tourism, Travel, Customer Service/Support, Tourism/Travel"
