Title,Company,Location,Type,Level,YearsExp,Country,Skills
Customer Service Specialist,Centro Global Solutions,Maadi,Full Time,Entry Level,1-2 Yrs of Exp,Cairo,"Customer Support, Customer Care, Customer Service, Customer Service/Support"
Sales Executive,Glu solutions,Fleming,Part Time,Experienced,2-4 Yrs of Exp,Alexandria,"Sales Skills, Communication, Presentation Skills, Marketing, Sales Target, Customer Service, Customer Service/Support, Sales/Retail"
Full Stack Developer Angular & Java ( R&D ),Cegedim,New Cairo,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Information Technology (IT), Java, Computer Science, Computer Engineering, Software Engineering, System Design, Data Structure, TDD"
IT Specialist (Fashion Retail),Confidential,New Nozha,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Retail, Computer Science, Microsoft Dynamics, Fashion, Microsoft POS, Installation, Installation/Maintenance/Repair"
Junior Accountant,MWG,Sidi Gaber,Full Time,Experienced,2-3 Yrs of Exp,Alexandria,"Finance, Financial Analysis, Auditing, Commerce, Accounting/Finance"
Market Quality Engineer - Alexandria,Prometeon Pirelli Tyres ( Ex-Pirelli ),Ameria,Full Time,Experienced,2-6 Yrs of Exp,Alexandria,"Quality Control, Quality Assurance, Market Research, Market Analysis, Marketing, Electro-mechanical, Mechanical Engineering, R&D"
Clinical Operations Manager,TCD MENA,Heliopolis,Full Time,Manager,5+ Yrs of Exp,Cairo,"Medicine, CRO, Clinical Research, Clinical Pathology, English, Computer Skills, ICF GCP, FDA, Project Management, Therapeutic"
Production Engineer - Ready Made Garment,Rubyred Garment,Bourj Alarab,Full Time,Entry Level,0-3 Yrs of Exp,Alexandria,"Males Preferred, Garment, English, Microsoft Office, Computer Skills, Production Engineering, Textile Engineering, Engineering - Other"
Oracle Financial & Procurement Consultant,Ghassan Ahmed Alsulaiman for Electronic Services,Maadi,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Computer Science, Finance, Procurement, Oracle Financial, Accounting, OTBI, O2C, Oracle Cloud Financials"
Structural Engineer (Office Furniture),Mobica,Abu Rawash,Full Time,Experienced,3-5 Yrs of Exp,Giza,"AutoCAD, Furniture, Technical, 2D, English, Communication Skills, Design, Civil Engineering, 3D, Manufacturing/Production"
Senior Graphic Designer,Cloud studio,Mohandessin,Full Time,Experienced,2+ Yrs of Exp,Giza,"Adobe Photoshop, Adobe Illustrator, Artistic, Graphic Design, Media, Retouching, Marketing, Advertising, Creative/Design/Art"
Sales Manager,Stanza Egypt,Katameya,Full Time,Experienced,2-5 Yrs of Exp,Cairo,"Sales Target, Customer Service, Communication, Excel, Office, English, Sales/Retail"
IOS & Android Mobile Application Developer,Sharee Coin,New Cairo,Full Time,Experienced,2-3 Yrs of Exp,Cairo,"Information Technology (IT), Software Development, Computer Science, Git, JSON, RESTful, APIs, Kotlin, Swift, Mobile Development"
Accounting Manager,SMARTTEL,Nasr City,Full Time,Manager,7-10 Yrs of Exp,Cairo,"Accounting, Finance, Financial Management, Financial Analysis, Taxes, Accounting/Finance"
Business Analyst,WebBeds,Nasr City,Full Time,Experienced,3-7 Yrs of Exp,Cairo,"Information Technology (IT), Communication Skills, Travel, Stakeholder Management, Arabic, English, Tourism, Analyst/Research"
Fluent English Customer Service Agent - (Maadi),Xceed,Maadi,Full Time,Entry Level,1-2 Yrs of Exp,Cairo,"Customer Service, English, Customer Care, Customer Support, Native, Communication Skills, Customer Service/Support, Sales/Retail"
Technical Customer Service Manager,Dimofinf Operations Center,Nasr City,Full Time,Manager,7-10 Yrs of Exp,Cairo,"Customer Care, Customer Support, Business Administration, Communication, Negotiation Skills, Education, Training, Management"
Key Account Manager,Aqarmap.com,Nasr City,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Corporate Sales, Real Estate, Marketing, Sales Skills, Outdoor Sales, Telesales, Property, Customer Service, Customer Care, English"
Office Manager / Executive Assistant,The Breakroom Company,Sheraton,Full Time,Experienced,3-10 Yrs of Exp,Cairo,"Office Management, Microsoft Office, Secretary, Administration, English, Communication, Arabic, Word, French, MS Excel"
Accountant,Life Trading,Mohandessin,Full Time,Experienced,2-5 Yrs of Exp,Giza,"Finance, Financial Management, Accounting/Finance"
Agriculture Engineer - Alexandria,SAVOLA,Bourj Alarab,Full Time,Entry Level,0-3 Yrs of Exp,Alexandria,"Agricultural Engineering, Agriculture, Engineering - Other"
Property Consultant Sales Real Estate,NEW JERSEY Developments,New Cairo,Full Time,Experienced,2-4 Yrs of Exp,Cairo,"Sales Skills, Real Estate, Sales Target, Business Development, Customer Service/Support, Sales/Retail"
