Title,Company,Location,Type,Level,YearsExp,Country,Skills
Utility Section Head,Cepack,10th of Ramadan City,Full Time,Manager,2+ Yrs of Exp,Sharqia,"Maintenance, Mechanical Engineering, Technical, English, Installation/Maintenance/Repair, Engineering - Mechanical/Electrical"
Digital Marketing Specialist,Immigration Gates,Sheikh Zayed,Full Time,Experienced,2-3 Yrs of Exp,Giza,"Digital Marketing, E-marketing, SEO, SEM, Google Analytics, Google Adwords, Creative, Campaigns, Marketing/PR/Advertising"
Front End Developer--React,VRapeutic,Abdeen,Full Time,Experienced,3+ Yrs of Exp,Cairo,"Front-End Development, React Native, Information Technology (IT), AWS, RESTful, IT/Software Development"
Software Business Analyst,DBS,New Cairo,Full Time,Experienced,2-5 Yrs of Exp,Cairo,"Business Analysis, Computer Science, Software Development, Computer Engineering, English, IT/Software Development"
Senior Property Consultant - Real Estate,INSIDER,New Cairo,Full Time,Experienced,3+ Yrs of Exp,Cairo,"Sales Target, Real Estate Sales, Property Sales, Microsoft Office, Sales Skills, Bokerage, Microsoft Excel, Microsoft PowerPoint"
Security Manager,Arafa Market,Fayoum,Full Time,Manager,7+ Yrs of Exp,Fayoum,"Safety, Security Policies, Operations/Management"
Sales Associate,Azza Fahmy Jewellery,Cairo,Full Time,Shift Based,0-2 Yrs of Exp,Egypt,"2 Vacancies, Sales Target, Sales Skills, English, Retail Sales, Jewelry, Customer Service, Sales/Retail"
Junior Sales - Real Estate,EstateVille,Maadi,Full Time,Entry Level,0-1 Yrs of Exp,Cairo,"Sales Skills, Sales Target, Property Sales, Property Consultant, Sales/Retail"
Financial Audit Supervisor - Monufya,Confidential,Alsadat City,Full Time,Experienced,4-6 Yrs of Exp,Monufya,"Finance, Auditing, Financial Analysis, Manufacturing, Accounting/Finance"
Property Consultant - Real Estate (Banha),Al Maadi Group,Banha,Full Time,Entry Level,1+ Yrs of Exp,Qalubia,"Real Estate Sales, Sales Skills, Real Estate Development, Customer Service, Commercial, Sales Target, Customer Service/Support"
Commercial Director - Real Estate,El Batal Co.,Sheraton,Full Time,Manager,15-20 Yrs of Exp,Cairo,"Sales Skills, Real Estate Development, Analysis, Sales Target, English, #socialmedia, #indirectsales, Corporate Sales"
Senior Odoo Developer,MidEast Communication Systems,New Cairo,Full Time,Experienced,4-7 Yrs of Exp,Cairo,"Information Technology (IT), Odoo Modules, Computer Science, Engineering, English, GIT, Marketing, IT/Software Development"
